scene_id,scene_text,in_summary,aspects
0,"[' ( The camera follows Catherine down the hallway toward the DNA lab . )', ' ( Catherine steps into the lab . )', ' ( Mia Dickerson , working at the table , looks up . )', ' [[Catherine]] hi', ' [[Mia_Dickerson]] hey', ' ( Catherine takes the two swab boxes out of the plastic bag and holds them out for Mia . )', ' [[Catherine]] husband and wife got into it', ' [[Mia_Dickerson]] hmm', ' ( Mia takes the swabs from Catherine . )', ' [[Mia_Dickerson]] hmm', ' [[Mia_Dickerson]] what set them off ?', ' [[Catherine]] she caught him with a hooker in their bed', ' [[Catherine]] she cut him', ' [[Catherine]] he killed her', ' [[Mia_Dickerson]] what about the hooker ?', ' [[Catherine]] she grabbed his wallet and took off', ' [[Catherine]] i caught the guy just sitting on a curb', ' [[Catherine]] i swabbed his hands for blood spatter', ' [[Mia_Dickerson]] i am super backed up', ' [[Mia_Dickerson]] can this wait till tomorrow ?', "" [[Catherine]] he 's not going anywhere"", ' [[Catherine]] thanks , mia', ' ( Catherine turns , walks out of the lab and into the hallway . )', ' ( She sees Warrick and Nick turn the corner talking with each other . )', ' [[Nick]] yeah', ' ( She joins them , putting an arm around each of them . )', ' [[Catherine]] oh , hey , guys', ' [[Catherine]] i could really use a drink', ' [[Catherine]] you want to join me ?', "" [[Catherine]] i 'm buying"", "" [[Warrick]] i 'd love a drink , but we made plans , though"", ' [[Catherine]] you did ?', ' [[Warrick]] tomorrow', ' [[Nick]] rain check', ' [[Catherine]] all right', ' [[Catherine]] okay']",0,None
1,"[' ( A group of women walk toward the entrance as a taxi drives away . )', ' ( Catherine sits at the bar talking with Adam Novak . )', ' [[Adam_Novak]] no way you were never married', ' [[Adam_Novak]] oh , let me guess', ' [[Adam_Novak]] you were young , he seemed more mature than he really was , he swept you off your feet , and , uh , he let you fall', ' [[Catherine]] bruised , but not broken', ' ( The bartender checks on them . )', ' [[Bartender]] get you another one ?', "" [[Catherine]] no , i 'm good , thanks"", "" ( Adam lightly brushes his fingertips up and down Catherine 's bare arm . )"", "" [[Adam_Novak]] so you 're divorced ?"", ' [[Catherine]] you ?', ' [[Adam_Novak]] yeah', ' [[Adam_Novak]] she seemed more mature than she really was ; swept me off my feet', ' ( She chuckles . )', ' [[Adam_Novak]] kids ?', ' [[Catherine]] uh , yes , i have a daughter', "" [[Adam_Novak]] if she 's got her mother 's looks , you 're in trouble"", ' ( He leans in closer to her and whispers into her ear . )', ' ( Catherine chuckles . )', "" [[Catherine]] if i do n't get home soon , i will be in trouble"", ' ( Catherine finishes her drink . )', ' [[Catherine]] thanks', ' [[Catherine]] i needed this', "" [[Adam_Novak]] if you 're blowing me off , no worries"", ' ( He opens a matchbook and writes his phone number down inside the lid . )', "" [[Adam_Novak]] but if you 're not"", ' [[Adam_Novak]] ... give me a call', ' ( Catherine takes it and puts it in her bag . )', ' ( She turns to leave . )', ' ( He stops her . )', ' [[Adam_Novak]] wait a second', ' [[Adam_Novak]] let me walk you to your car']",0,None
2,"[' ( Catherine and Adam Novak are kissing in front of her car . )', ' ( Catherine pushes him away . )', "" [[Catherine]] i ca n't do this tonight"", ' [[Catherine]] i', "" [[Catherine]] i 'll call you"", ' ( Catherine opens the car door . )', ' ( Not liking the brush off , Adam shuts the door on Catherine . )', ' [[Adam_Novak]] what the hell is your problem ?', ' ( Catherine tries to tug the door open , but he holds it shut on her . )', ' [[Catherine]] go to hell', ' ( She pulls and he lets go . )', ' ( The door opens , hitting Catherine in the cheekbone . )', ' ( She groans . )', ' ( He leans in close to her . )', "" [[Adam_Novak]] you 're not worth the trouble"", ' ( Adam Novak leaves . )']",0,None
3,"[' ( The phone rings . )', ' ( Catherine groans and sighs . )', ' ( The phone continues to ring . )', ' ( She answers it . )', ' [[Catherine]] hello', ' ( Dressed , Catherine sneaks over to her mother sleeping on the couch . )', ' [[Catherine]] mom , mom', ' [[Catherine]] grissom just called', "" [[Catherine]] i 've got to go in i 'm backing up grave"", "" ( Catherine 's mother wakes up and sniffs . )"", ' [[Lily_Flynn]] what ?', ' [[Lily_Flynn]] vodka , with an altoid chaser', ' [[Catherine]] i brushed my teeth', "" ( She notices the cut on Catherine 's cheek . )"", ' [[Lily_Flynn]] what did you do , walk into a door ?', "" [[Catherine]] hey , listen , lindsey 's got a dentist appointment before school"", ' [[Catherine]] i wrote all the information down in the kitchen', ' [[Lily_Flynn]] okay', ' [[Catherine]] okay ?', ' [[Catherine]] thank you', "" ( Catherine 's mom settles to go back to sleep . )"", ' [[Lily_Flynn]] oh , good grief , girl']",0,None
4,"[' ( Catherine walks over to the crime scene . )', ' ( Lights flash around her . )', ' ( Off screen , we hear a camera snap . )', ' ( In the parking structure , David Phillips checks the body while Grissom snaps photos . )', ' ( Catherine walks up to them . )', ' [[Grissom]] i appreciate this', "" [[Grissom]] everyone 's out"", "" [[Grissom]] i 'm short"", "" [[Catherine]] you 're welcome"", ' ( Catherine looks at the body as Grissom snaps more photos . )', "" ( She notes that the victim 's head is covered by her jacket . )"", "" [[Catherine]] clotted blood has n't retracted yet"", "" [[Grissom]] she has n't been dead long"", ' [[Catherine]] we have an id ?', ' ( Det Vartann joins them . )', ' [[Det._Vartann]] yeah , building manager took a peek', "" [[Det._Vartann]] id 'd her as alice granger"", ' [[Det._Vartann]] apartment 207', ' [[Det._Vartann]] moved here about a month ago', ' [[Grissom]] david , you want to take the , uh , jacket off her face ?', ' ( David Phillips removes the jacket to show that the woman is blonde . )', ' ( Grissom looks at Catherine and notices the cut on her cheek . )', ' [[Grissom]] what happened to you ?', ' [[Catherine]] i walked into a door', ' [[Catherine]] can we not talk about it ?', "" ( David checks the wound on the top of the victim 's head . )"", ' [[David_Phillips]] gunshot', ' [[David_Phillips]] looks like a small caliber weapon', ' [[Catherine]] no cartridge casings', ' [[Det._Vartann]] no purse , no car', ' [[Det._Vartann]] i put out a bolo', ' [[Det._Vartann]] possible car jacking', ' ( Quick flash to : [_GARAGE_-_NIGHT_] Alice Granger is in the garage when a person with a gun comes up behind her . )', ' ( The woman takes off running . )', ' ( The person follows her . )', ' ( She falls and is shot . )', ' ( End of flashback . )', ' ( Resume to present . )', "" [[Grissom]] usually when a killer covers the victim 's face , it suggests familiarity"", ' [[Grissom]] an act of contrition', ' ( Quick flashback to : [_NIGHT_] Alice Granger is dead . )', ' ( The killer drapes her jacket over her face . )', ' ( End of flashback . )', ' ( Resume to present . )', ' [[Catherine]] maybe she knew her attacker', ' [[Grissom]] great', ' [[Grissom]] carjacked by a friend', "" ( Det Vartann 's phone rings . )"", ' ( He answers it . )', ' [[Det._Vartann]] vartann', ' [[Det._Vartann]] yeah , got it', ' [[Det._Vartann]] we got a 20 on her car', "" [[Grissom]] you go ; i 'll stay with the body"", "" [[Grissom]] i 'll meet you there"", ' ( Catherine nods . )', "" ( Catherine follows the officer 's car to the next crime scene . )"", ' ( They pull up in front of the Highball . )', "" ( In the reflection of the rear view mirror , we see Catherine 's eyes widen as she realizes where they are . )""]",1,"Crime scene,Victim"
5,"["" ( Catherine looks around the place as she and Det Vartann head over to the officer standing near Alice Granger 's car . )"", ' [[Det._Vartann]] you see anybody get out of the car ?', ' [[Officer]] no , sir', ' [[Officer]] saw it on patrol', ' [[Det._Vartann]] you checked the bar ?', ' [[Officer]] i waited for you', "" [[Officer]] no one 's exited since we got here"", "" [[Det._Vartann]] okay , i 'll see you inside"", ' ( The officer leaves . )', ' ( Catherine looks inside the car through the windows . )', ' ( She looks around , then at the technicians standing nearby . )', ' [[Catherine]] can you open it up ?', "" [[Technician]] uh , yes , ma'am"", ' ( The technician jimmies the lock and opens the car door for Catherine . )', ' [[Catherine]] thank you', "" ( She looks inside the driver 's side . )"", ' ( Under the car seat , she finds a gun . )', ' [[Catherine]] i found a gun under the seat', ' ( Grissom joins them . )', ' ( Catherine takes the gun out and shows it to them . )', ' [[Catherine]] .22 beretta', "" [[Grissom]] well , that 's small enough to be the weapon"", ' [[Det._Vartann]] so he shoots her , takes her car , and stops off for a drink', ' [[Grissom]] he could still be in there', ' ( Catherine stops examining the gun and looks at them . )', "" [[Det._Vartann]] let 's find out"", ' ( Det Vartann turns and heads into the bar . )', ' ( Grissom holds a bag open . )', ' [[Grissom]] did you hear the one about the cop and the monkey who walk into a bar ?', ' ( Catherine puts the gun in the bag . )', "" [[Catherine]] i 'm not in the mood"", ' [[Grissom]] neither was the monkey']",0,None
6,"[' ( Det Vartann and Catherine walk into the bar . )', ' ( Catherine looks around at the various people still at the bar . )', ' ( Her eyes settle on the blonde-haired bartender - the same one who served her drinks earlier in the night . )', ' ( The officer reports to Det Vartann . )', ' [[Officer]] except for the saturn , all the cars in the lot are accounted for', ' [[Det._Vartann]] okay', ' [[Officer]] thanks', ' ( The officer leaves . )', ' ( Det Vartann starts to question the bartender . )', ' [[Det._Vartann]] hi', ' [[Det._Vartann]] you recognize this girl ?', ' ( Catherine walks up to the bar . )', ' [[Bartender]] yeah', "" [[Bartender]] she 's been in a few times"", ' [[Det._Vartann]] how about last night ?', ' [[Bartender]] throwing them back pretty good , too', ' [[Det._Vartann]] you see anybody hassle her ?', ' [[Bartender]] she was getting a lot of attention', "" [[Bartender]] she did n't really seem to mind"", ' [[Catherine]] did you see her leave with anyone ?', ' [[Bartender]] no', ' [[Bartender]] she was wasted', ' [[Bartender]] had me call her a cab', ' [[Det._Vartann]] around what time ?', ' [[Bartender]] we were really slammed', ' [[Bartender]] maybe 2:00 ... 2:30', ' [[Catherine]] which cab company ?', ' [[Bartender]] lucky cab', "" [[Det._Vartann]] well , that would explain why her car 's still here"", "" [[Catherine]] does n't explain the gun"", ' ( Det Vartann turns and walks away . )', ' ( Catherine leans toward the bartender . )', ' [[Catherine]] thank you', ' [[Bartender]] why ?', ' [[Bartender]] do i know you ?', ' ( Catherine smiles , turns and leaves . )']",0,None
7,"[' ( Robbins goes over the body with Grissom . )', ' [[Robbins]] i dug it out of the right frontal cortex', ' [[Robbins]] the bullet lacerated the right occipital lobe', ' [[Robbins]] it crossed the mid-line , destroying the vital structures of the brain and bounced off the left frontal calvarium', ' ( Grissom looks at the bullet . )', ' [[Grissom]] hmm', ' [[Grissom]] this is a .25 caliber', ' [[Robbins]] what , disappointed ?', "" [[Grissom]] we found a .22 in the victim 's car"", ' [[Grissom]] this just ruled that out as the murder weapon', ' [[Robbins]] so shoot me', ' [[Robbins]] stellate tear means close contact', ' [[Robbins]] see the muzzle impression around the entrance wound ?', "" ( Grissom leans in for a closer look of the muzzle impression on the top of the shaved victim 's head . )"", "" ( Quick CGI POV of : The muzzle of the gun is close to the victim 's head . )"", ' ( The gun fires . )', ' ( The smoke clears , leaving an impression on the scalp . )', ' ( End of CGI POV . )', ' ( Resume to present . )', ' [[Grissom]] this could help identify the firearm', ' ( Grissom takes a ruler and measures the angle of the entry wound . )', ' [[Grissom]] this is an unusual point of entry', ' [[Robbins]] yeah , i measured the trajectory', ' [[Robbins]] ten to 15 degrees left of vertical', ' [[Grissom]] shooter would have to be standing over her', ' [[Robbins]] which would make him a giant , except for this', ' ( Robbins lifts up the sheet and shows Grissom her knees . )', ' [[Robbins]] abrasions on her knees', ' [[Grissom]] so ... maybe she was kneeling', ' [[Robbins]] begging for her life']",0,None
8,"["" ( Sara and Catherine go over the victim 's clothes . )"", ' ( Sara takes out a credit card from the pocket . )', "" [[Sara]] so , judge wilson tells me i 'd have better luck with a blue suit than a gray suit"", ' [[Sara]] what is that ?', ' [[Sara]] do you think he meant that ?', ' [[Sara]] do you think he was flirting with me or ... ?', ' [[Catherine]] i thought judges were supposed to be color blind', ' [[Sara]] yeah , right', "" [[Sara]] that 's cute"", ' [[Catherine]] i found some particulate on the jacket', ' [[Catherine]] not sure what it is', "" [[Catherine]] i 'll get it to hodges"", ' [[Sara]] pocket contents : credit card , car keys , lipstick and one matchbook', ' [[Catherine]] can i see that ?', ' ( Sara shows it to Catherine . )', "" [[Sara]] there 's no name , just a phone number"", ' ( Quick flashback to : [_HIGHBALL_-_NIGHT_] Adam Novak writes down his number on a matchbook . )', ' ( He gives it to Catherine . )', ' [[Adam_Novak]] give me a call', ' ( Catherine takes the matchbook . )', ' ( End of flashback . )', ' ( Resume to present . )', "" [[Sara]] i 'll have vartann run it down"", ' ( Sara opens the matchbook . )', "" [[Catherine]] you know , i 've got to go pick up lindsey"", ' [[Catherine]] could you cover for me ?', ' [[Sara]] sure', ' ( Catherine stands and heads out of the lab . )', ' [[Catherine]] thanks', "" [[Sara]] tell her i said , 'hey '""]",0,None
9,"[' ( Catherine drives home and pulls up the driveway . )', ' ( She engages the brakes . )', ' ( Catherine rushes into the house and goes to the kitchen to check the garbage . )', ' ( The bin is empty . )', ' [[Catherine]] lindsey !', ' [[Lindsey]] yeah', ' [[Catherine]] what happened to the trash ?', ' [[Lindsey]] i took it out , like you always tell me to', "" [[Lindsey]] it 's thursday"", ' ( Catherine sighs . )', ' [[Lindsey]] uh , hello , mom , you okay ?', "" [[Catherine]] yeah , i 'm great"", "" ( Catherine 's mom steps into the kitchen and follows Catherine through the living room . )"", ' [[Lily_Flynn]] are you sure about that ?', ' [[Lily_Flynn]] you want me to be the babysitter , but you want me to be deaf and blind too ?', ' ( Catherine heads back out the front door . )', "" [[Catherine]] ca n't get into this now , mother"", "" [[Catherine]] i 'm in a jam"", "" [[Lily_Flynn]] you have n't seen your daughter all week"", ' ( Catherine steps outside , her mother following her . )', ' [[Catherine]] save the sermon', ' [[Lily_Flynn]] i was a working mother too , you know ?', ' [[Catherine]] there but for the grace of god', "" [[Lily_Flynn]] do n't just assume that my time means nothing to me"", ' ( Catherine lifts the curb-side trash bin lid up and finds it empty . )', ' [[Catherine]] damn it', ' ( She shuts it and heads back to the car . )', ' [[Lily_Flynn]] catherine ?', "" ( Catherine 's phone rings . )"", ' [[Catherine]] i threw something away', "" [[Catherine]] it 's gone"", "" [[Lily_Flynn]] you 're throwing more than you know away"", ' ( Catherine opens her car door and answers her phone . )', ' [[Catherine]] yeah ?', ' [[Catherine]] uh ... yeah , just wait till i get there', ' [[Catherine]] yeah', ' ( Catherine hangs up . )', ' ( She turns to look at her mom . )', ' [[Catherine]] mom', ' [[Lily_Flynn]] go', ' [[Lily_Flynn]] go', "" [[Lily_Flynn]] i 'll be here when you get back"", "" ( Catherine 's mom turns and heads back into the house , leaving Catherine standing by the car . )""]",0,None
