scene_id,scene_text,in_summary,aspects
0,"[' ( Camera close up of a tumbler . )', ' ( Someone drops three ice cubes and pours the rest of the vodka from the bottle into the glass . )', ' ( He picks up the glass and walks around the room . )', ' ( He sits on the bed and drinks from his glass . )', ' ( He stands up and walks into the bathroom to stand in front of the foggy mirror . )', ' ( He uses the back of his hand to wipe it clear . )', ' ( He stares at himself and sighs . )', ' ( He turns around . )']",1,Victim
1,"[' ( GRISSOM turns the corner to the hotel hallway and makes his way to the officer who stands just outside the hotel room door . )', ' ( The OFFICER signals GRISSOM inside the room . )', ' ( GRISSOM walks into the room . )', ' ( BRASS is inside with two other OFFICERS . )', ' ( He looks at GRISSOM . )', "" [[Brass]] oh ... you 're going to love this"", ' ( BRASS pulls out a cloth from his pocket to open the bathroom door . )', ' ( They look inside . )', ' ( At the far end of the bathroom , is a tub ... with the dead body inside . )', ' [[Brass]] ring any bells ?', ' [[Brass]] rub-a-dub-dub , dead man in a tub', ' ( BRASS and GRISSOM step into the bathroom . )', ' ( GRISSOM puts his kit down near the door . )', ' [[Brass]] sleeping bag for easy cleanup', ' [[Brass]] open window so the stench alerts the neighbors', ' ( GRISSOM looks around . )', "" [[Grissom]] it 's royce harmon all over again"", ' ( Quick flashes of : A shot of the chest bullet wound . )', "" ( Flash to : The revolver in the man 's left hand . )"", ' [[Grissom]] what do you think ?', "" [[Grissom]] 'suicide ' note in the same place ?"", ' ( GRISSOM steps forward . )', ' [[Brass]] you tell me , karnak', "" ( GRISSOM cautiously look , reaches out and finds the tape recorder clutched in the body 's right hand . )"", ' ( He takes it and looks at it . )', "" [[Brass]] now , that 's weird"", ' [[Grissom]] not weird', ' [[Grissom]] intentional', ' ( GRISSOM presses play . )', ' [[Recorded_Voice]] ... narl loop sair momoph reet reet seer pute narfenging', ' ( GRISSOM shuts it off . )', ' [[Brass]] what kind of language is that ?', ' [[Brass]] swedish ?', "" [[Grissom]] it 's backward"", ' ( GRISSOM thinks about it for a moment , then turns around to look at BRASS . )', ' [[Grissom]] would you excuse me a minute ?', ' [[Brass]] sure', ' [[Brass]] okay', ' ( BRASS steps out of the bathroom and closes the door behind him . )', ' ( BRASS shuts the door . )', ' [[Officer_Arvington]] he okay in there ?', ' [[Brass]] quincy wants to be alone', ' [[Brass]] we had a case like this three months ago -- a guy found dead in his bathtub', ' [[Brass]] turned out the suicide was staged', ' [[Brass]] found a mini-recorder as a suicide note', ' ( BRASS turns to look at the closed bathroom doors . )', ' [[Brass]] killer may have struck again', ' [[Officer_Arvington]] why does he want to be alone ?', ' ( BRASS looks at OFFICER ARVINGTON . )', ' [[Brass]] he wants to get his mojo working']",1,Crime scene
2,"[' ( GRISSOM turns the tape recorder on and plays it backward , then flips the switch to play it forward . )', ' [[Recorded_Voice]] man on mini-recorder : my name is stuart rampler', ' [[Recorded_Voice]] i reside at 818 noeing hill court , las vegas , nevada', "" [[Recorded_Voice]] i am 43 years of age , and i 'm going to kill myself"", "" [[Recorded_Voice]] i just ca n't do it anymore"", ' [[Recorded_Voice]] i love you , mom', ' ( He shuts the recorder off and stands there a moment . )', ' ( He turns to look at his reflection in the mirror . )', "" [[Grissom]] you 're back""]",0,None
3,"[' ( GRISSOM walks into the hallway reading the assignment sheets in one hand ; the bagged tape recorder in the other . )', ' ( He looks up and sees SHIBLEY walking toward him . )', ' [[Grissom]] shibley , take this recorder to the print lab', ' ( GRISSOM hands the tape recorder to SHIBLEY , then continues down the hallway . )', ' [[Grissom]] have manny dust it and run prints on it right away', ' ( SHIBLEY gives GRISSOM a large envelope . )', "" [[Shibley]] photos from tonight 's suicide"", "" [[Shibley]] put a 'rush ' on them for you"", ' [[Grissom]] photos', ' [[Grissom]] thank you', ' ( GRISSOM walks down the hallway and stops when he hears what sounds like a football game whistle coming from the break room . )', ' ( He looks inside . )']",0,None
4,"[' ( WARRICK and NICK play a video football game . )', ' [[Nick]] oh !', ' [[Warrick]] throw the flag , ref !', ' [[NICK]] uncatchable , bro', ' ( GRISSOM walks into the break room . )', ' [[Grissom]] hey !', ' [[Grissom]] you guys want an assignment slip or a pink slip ?', ' ( WARRICK stands up ; NICK shuts the game off and also stands up . )', ' [[Warrick]] just taking a little coffee break', ' [[Nick]] is it true ?', ' [[Warrick]] same guy ?', "" [[Grissom]] i do n't know"", "" [[Grissom]] we 'll see"", ' [[Grissom]] here', ' [[Grissom]] 410', ' [[Grissom]] reckless driver out at hoover dam', ' [[Grissom]] car went over a cliff', ' [[Grissom]] anonymous caller', ' [[Grissom]] could be foul play', ' ( GRISSOM gives WARRICK the assignment sheet . )', ' [[Warrick]] oh , me and him , working together ?', "" [[Warrick]] oh , it 's on"", "" [[Nick]] you 're going down , bro"", ' ( WARRICK hands the sheet to NICK . )', ' ( The two gearing up for the challenge ahead . )', ' [[Grissom]] hey !', ' [[Grissom]] work together tonight', ' [[Grissom]] all right ?', ' ( WARRICK nods demurely . )', ' ( GRISSOM leaves the room . )', ' ( Once his back is turned , NICK and WARRICK look at each other and smile ... gearing up for the challenge ahead . )']",0,None
5,"[' ( GRISSOM walks into the office . )', "" [[Grissom]] okay , we 're going off the board tonight"", ' [[Sara]] off the board ?', "" [[Catherine]] 'the ones that got away ' fish"", ' [[Sara]] ah', ' [[Sara]] i missed that one', ' ( GRISSOM stands in front of the large fish-shaped corkboard and takes down some photographs . )', ' [[Grissom]] first victim , royce harmon', "" [[Grissom]] about three months ago , brass and i found this guy dead in his own bathtub , but his 'suicide ' was staged"", ' [[Grissom]] i think the killer has killed again', ' ( He hands the photos to SARA . )', "" [[Grissom]] photos of tonight 's victim : stuart rampler"", "" [[Grissom]] play the 'pick six things that are different ' game"", ' [[Grissom]] bet you lose', ' ( CATHERINE looks at the photos . )', "" [[Sara]] this guy 's good"", ' [[Catherine]] not good', ' [[Catherine]] exceptional', ' [[Catherine]] print examiner lifted a thumbprint off the mini-recorder near the tub of our first victim', ' [[Catherine]] the print came back this', "" ( CATHERINE looks around GRISSOM 'S office and finds the fake hand . )"", ' ( She shows it to SARA . )', ' [[Grissom]] the killer purchased one of these rubber hands laced the fingertips with cooking spray and proceeded to place false prints all around the crime scene', ' [[Sara]] this guy is good', ' [[Sara]] whose prints are these ?', ' [[Grissom]] some guy who works in a warehouse making halloween paraphernalia', ' [[Grissom]] scary masks , air-brushed tombstones , rubber hands', ' [[Grissom]] turns out he used his own hand for the mold', ' [[Catherine]] so what do we do ?', ' [[Grissom]] we split up', ' [[Grissom]] you and i go to the coroner', ' [[Grissom]] sara , you go to the hotel', ' [[Grissom]] dust every inch of that bathroom', ' [[Grissom]] here', ' [[Grissom]] use this --', ' ( GRISSOM reaches for a container on the shelf . )', ' ( He gives it to SARA . )', "" [[Grissom]] 'red creeper ' my own concoction"", ' [[Sara]] wow', ' [[Grissom]] well , serious case , serious print powder', ' [[Grissom]] be thorough', "" [[Grissom]] do n't take anything for granted"", ' [[Sara]] yes , sir', ' ( SARA leaves the office . )', ' ( CATHERINE and GRISSOM also leave the office . )']",1,Evidence
6,"[' ( NICK and WARRICK enter the crash site . )', ' ( Emergency crew work on the car . )', ' [[Warrick]] everyone still breathing in that car ?', ' [[Paramedic]] so far', ' [[Nick]] call came in blind', ' [[Nick]] you see who could have made it ?', ' [[Paramedic]] no', ' [[Paramedic]] we were first on the scene', ' [[Paramedic]] fire department came in two minutes behind', ' [[Paramedic]] place was dead quiet', ' ( The fire department crew cut the top off of the car . )', ' ( They start working on the unconscious man in the back seat of the car . )', "" [[Warrick]] where 's the driver ?"", ' [[Warrick]] he get thrown ?', "" [[Officer]] did n't find anybody"", ' ( NICK and WARRICK look up above where the car fell . )', "" [[Nick]] i 'm thinking dui"", ' [[Warrick]] you calling it ?', ' ( NICK looks around on the ground and finds something . )', "" [[Nick]] i 'm calling that beer bottle"", ' ( NICK uses a pen and picks it up to look at it . )', "" [[Warrick]] how you know it 's from the car ?"", "" [[Nick]] it 's still cold"", ' [[Nick]] foam in the bottle', ' [[Nick]] take it up top ?', ' [[Warrick]] after you']",1,"Crime scene,Victim"
7,"[' ( DR. ROBBINS pulls the body out of storage . )', ' ( He goes over the body with GRISSOM and CATHERINE . )', "" [[Dr._Albert_Robbins]] i 've read klausbach 's report on royce harmon the first staged suicide"", ' [[Grissom]] similarities ?', ' [[Dr._Albert_Robbins]] well , based on the entry wound , they were both murdered', "" [[Dr._Albert_Robbins]] but here 's where it gets fun"", "" ( DR. ROBBINS shows them the wound on the back of STUART RAMPLER 'S left hand . )"", ' [[Catherine]] that looks like he was shot trying to protect himself', ' [[Grissom]] what else , doc ?', ' [[Grissom]] my mind is painting', ' [[Dr._Albert_Robbins]] he was paid a little visit from mr muzzle stamp', ' ( DR. ROBBINS shows them the bruise on the temple . )', "" ( Quick flashback to : The gun is against STUART RAMPLER 'S temple . )"", ' ( End of flashback . )', ' ( Resume to present . )', ' [[Catherine]] forced into the tub at gunpoint ?', ' [[Grissom]] okay', "" [[Grissom]] let 's play it out"", ' ( GRISSOM turns around . )', ' ( The clock behind GRISSOM reads 4:35pm . )', "" [[Grissom]] the killer 's got him at gunpoint , right ?"", ' [[Grissom]] standing over him like this', ' ( Quick flashback to : STUART RAMPLER puts his hand up to block the gunshot . )', ' [[Stuart_Rampler]] no !', ' [[Stuart_Rampler]] !', ' ( Quick CGI that follows the bullet as it pierces through flesh . )', ' ( End of CGI . )', ' ( End of flashback . )', ' ( Resume to present . )', ' [[Grissom]] but this time , things got messy', "" [[Grissom]] royce harmon did n't fight back"", "" [[Grissom]] that 's why there was no muzzle bruising to his temple"", ' [[Catherine]] stuart rampler was resistant', "" [[Catherine]] he did n't want to get into that tub too easily"", ' [[Catherine]] he took a few jabs to the temple', ' [[Grissom]] but the killer just lost round one', ' [[Grissom]] we know how he gets his vics into the tub and we know that both deaths were homicides', ' [[Catherine]] not a bad start']",1,Death cause
8,"[' ( WARRICK stands at the top of the overlook near the broken railing . )', ' ( NICK measures the tire marks on the road . )', ' [[Nick]] the skid start way up the road', ' [[Nick]] i got him doing at least 70', ' [[Warrick]] more like 80', "" [[Nick]] these grooves are from the car 's frame"", ' [[Nick]] it balanced before it fell', ' ( NICK looks a the shoe prints in the dirt . )', ' [[Nick]] this is where he bailed', ' [[Nick]] wide spacing , slipping of the heel', ' [[Nick]] he ran', ' ( WARRICK takes a photo . )', ' [[Warrick]] who ?', ' [[Nick]] the phantom driver', "" ( Quick flashback to : [_NICK_'S_VERSION_] Inside the moving car . )"", ' [[Walter_Banglor]] hey , hand me another beer', "" [[Phantom_Driver]] no , you 've had enough"", ' ( The car heads straight for the truck . )', ' ( Its horn blares . )', ' ( The car swerves . )', ' [[Phantom_Driver]] hey , hey ... !', ' ( Tires squeal . )', ' ( The car crashes through the railing and teeters on the edge of the embankment , its engine still running . )', ' ( The PHANTOM DRIVER bails . )', ' ( The Drunk Backseat Passenger , WALTER BANGLOR , stays in the car as it topples over and off the cliff . )', ' ( The PHANTOM DRIVER runs away . )', ' ( WALTER BANGLOR screams as the car falls down the ravine . )', ' ( End of flashback . )', ' ( Resume to present . )', ' [[Warrick]] so your drunk driver just got out and ran away ?', ' ( NICK looks at WARRICK and nods . )', ' [[Warrick]] where to ?', "" [[Nick]] i do n't know"", "" [[Nick]] that 's why we 're up here"", ' [[Nick]] but he left his buddy hanging out to dry', ' [[Nick]] i can tell you that', ' ( WARRICK points to the tire marks on the roadway behind NICK . )', ' [[Warrick]] then how do you explain car number two ?', ' [[Nick]] driver ran to this point , car picks him up', ' [[Nick]] here are your tracks ... probably took him to the hospital', ' [[Warrick]] not if we have these', ' ( WARRICK looks down at the tracks in the dirt . )', "" [[Warrick]] they 're kind of out of place"", ' [[Warrick]] a walking stride up to the edge', ' ( WARRICK takes a couple of photos . )', ' [[Warrick]] no', ' [[Warrick]] this is a crime , not an accident', ' [[Nick]] you care to back that statement up ?', ' [[Nick]] my phantom driver against your criminal ?', ' [[Warrick]] how much ?', ' [[Nick]] fifty', "" [[Warrick]] i do n't get out of bed for less than a bill"", ' ( NICK laughs and they shake on it . )']",0,None
9,"[' ( SARA walks into the hotel room bathroom carrying her kit . )', ' ( She meets up with DET B. EVANS . )', ' [[Sara]] hey , evans', ' [[Det._Evans]] hi', ' ( SARA puts her kit and things down . )', "" [[Det._Evans]] victim 's name is stuart rampler"", ' [[Det._Evans]] lives in town reserved a room for one night because his house was being fumigated', ' [[Sara]] hmm', ' [[Sara]] find anything unusual ?', ' [[Det._Evans]] i bagged a couple of utility bills', ' ( He moves to the side and picks up a bag of bills and shows it to SARA . )', ' [[Det._Evans]] ready for mail', "" [[Det._Evans]] it 's almost as if he wanted to take care of some unfinished business before he checked out"", ' ( SARA takes the mail out of the bag and goes through the bills . )', "" [[Sara]] well , it 's not likely"", ' [[Sara]] his suicide was staged', ' ( She notices something . )', "" [[Det._Evans]] it 's an upside-down stamp"", ' [[Det._Evans]] what does that mean ?', "" [[Sara]] i do n't know""]",0,None
