scene_id,scene_text,in_summary,aspects
0,"[' ( The camera moves through the casino main floor finding and lingering on various blonde-haired women sitting at various slot machines or sitting at the gaming tables . )', ' ( The camera finds the dark-haired card dealer , then finally settles on blonde-haired , pit boss , LINLEY PARKER . )', ' ( The camera lingers on her as she delicately pushes the hair away from her face . )', ' ( Slow motion , close-up . )', ' ( She delicately pushes the hair away from her face . )']",1,Victim
1,[' ( LINLEY PARKER walks out across the parking lot . )'],0,None
2,[' ( LINLEY PARKER stands in front of her open car door and sees something on her leg . )'],0,None
3,"[' ( She starts the car and drives away . )', ' ( The man watching her is sitting in a second car . )', ' ( He starts the car and follows her . )', ' ( A woman screams )', ' ( LINLEY PARKER , shirt torn open and in her underwear , desperately runs through the woods in her bare feet . )', ' ( She turns and heads for the residential area . )', ' ( She runs through the backyard fence and up to the house . )', ' ( She pounds on the glass door with her hand , breaking the glass . )', ' ( She screams )', ' [[Linley_Parker]] help !', ' ( The dog inside the house barks at her . )', ' ( She turns and runs out of the backyard . )', ' ( LINLEY PARKER continues to run down the middle of the street . )', ' [[Linley_Parker]] help me !', ' [[Linley_Parker]] please somebody help me !', ' ( She takes several more steps , then crumples to the road . )', ' [[Linley_Parker]] somebody help me !']",1,None
4,"["" ( Open on LINLEY PARKER 'S mangled and bloodied feet . )"", ' ( Camera flashes as someone snaps photos of her feet . )', "" [[Voice_Of_EMT]] victim 's stable"", "" [[Voice_Of_EMT]] we 're transporting her to desert palms over"", ' ( LINELY is lying on a gurney . )', ' ( The camera flashes and we see her eyes are open . )', ' ( More photos are taken of her hands as well . )', ' ( GRISSOM finishes taking pictures and puts the camera down as BRASS makes his way toward him . )', ' [[Brass]] nobody knows who she is', ' [[Brass]] the andersons , they called the security company', ' [[Brass]] they thought somebody was trying to break in their back door', ' [[Brass]] southern highlands is a new development', "" [[Brass]] there 's really not much around here"", "" [[Brass]] some of my guys are talking to everybody , trying to find out what 's going on"", ' [[Grissom]] she has severe lacerations on her feet', ' [[Grissom]] she was running hard from somewhere', ' ( GRISSOM turns and walks toward the ANDERSONS who are taking with an OFFICER . )', ' ( BRASS watches as the EMTs lift the gurney onto the back of the Ambulance . )']",0,None
5,"[' ( Open on the cracked glass door . )', ' ( GRISSOM shines his flashlight on the blood and cracked glass . )', ' ( He puts the flashlight down and snaps a photo of it . )', ' ( He turns and notices the bloodied foot print on the concrete . )', ' ( He snaps a photo of it . )', ' ( He turns and sees more blood on the edge of the white shirt hanging on the clothes line . )', ' ( He snaps a photo of it . )', ' ( He finds a bloody hand print on the wooden back gate . )', ' ( He snaps photos of it , then walks through the gate and out into the woods . )', ' ( He takes a couple of steps looking for more evidence . )', ' ( He finds a foot print in the dirt with some pieces of glass left behind . )', ' ( He looks up and continues looking for more evidence . )', "" ( GRISSOM looks up and finds a car parked on the side of the road , the driver 's door still open , car lights still on . )"", ' ( He heads for the car . )', ' ( The car beeps - the keys are still in the ignition ; lights are on ; door is open . )', "" ( GRISSOM looks inside the front seat and finds an open wallet , driver 's license and a couple of twenty dollar bills hanging out of the pocket . )"", ' ( He notes the license for : )', ' ( He looks around the rest of the car , then stands up and looks around the area . )']",0,None
6,"[' ( Top view shot of a lot of OFFICERS carrying flashlights and searching for evidence around the surrounding area . )', ' ( Near the car , GRISSOM snaps more photos . )', ' [[Nick]] no skid marks , no signs of another vehicle', "" [[Grissom]] the engine 's running , no flat tires"", "" [[Grissom]] why 'd she stop ?""]",0,None
7,"[' ( LINLEY PARKER is lying on the exam table . )', "" ( The NURSE leans in and snaps photos of LINLEY 'S injuries - on her face , on her hands and on her feet . )"", ' ( She puts a sheet of paper under her hair and combs out some particles . )', ' ( She takes samples from under her nails . )', ' ( The NURSE starts the exam . )', ' ( Later . )', ' ( After the exam is completed , she removes her latex gloves . )', ' ( Standing outside waiting for the exam to finish , SARA turns to CATHERINE . )', "" [[Sara]] i 'm going to take the sae kit to greg"", "" [[Catherine]] you do n't want to take the statement ?"", ' [[Sara]] do you mind ?', ' [[Catherine]] no', ' ( The NURSE steps out from behind the curtain and gives the box to SARA . )', "" [[Nurse]] she 's ready"", ' [[Sara]] thanks', ' ( SARA takes the box and leaves . )', ' ( CATHERINE follows the NURSE back to LINLEY who is sitting on the table . )', "" [[Catherine]] linley parker , i 'm catherine willows"", "" [[Catherine]] i 'm with the las vegas crime lab"", "" [[Catherine]] i know that you 've been through a horrific ordeal"", ' [[Linley_Parker]] 4-4-6', "" [[Linley_Parker]] that 's all i got"", ' [[Linley_Parker]] nevada plates', ' [[Linley_Parker]] some kind of suv', ' [[Linley_Parker]] black , i think', ' [[Catherine]] can you start from the beginning ?', ' [[Linley_Parker]] i was , um , driving home from work']",1,Evidence
8,"[' ( GRISSOM and NICK crouch down to examine the back of the car . )', "" [[Linley_Parker]] there 's hardly any traffic once you cross horizon ranch"", ' [[Linley_Parker]] he was tailgating', ' ( They find the marks on her rear bumper . )', ' [[Linley_Parker]] i slowed down to let him pass', ' [[Linley_Parker]] ... and he hit me', ' ( NICK and GRISSOM look around the car in the bushes . )', "" [[Linley_Parker]] i was n't going to stop , but he did , so i"", ' [[Linley_Parker]] ... pulled over', "" [[Linley_Parker]] you 're not supposed to leave the scene of an accident"", ' [[Linley_Parker]] he looked like a normal guy', ' [[Linley_Parker]] he asked if i was okay', ' [[Linley_Parker]] apologized', ' [[Linley_Parker]] he went to his car to get his insurance information', ' [[Linley_Parker]] i was looking at my bumper', ' ( GRISSOM and NICK look in the bushes . )', ' [[Linley_Parker]] he punched me in the face , threw me over his shoulder', "" ( GRISSOM sees LINLEY 'S black pump in the bushes . )"", ' [[Linley_Parker]] i lost my shoes', ' ( NICK finds a couple of buttons in the dirt . )', ' [[Linley_Parker]] he threw me on the ground , took off my jacket , ripped open my shirt', ' [[Linley_Parker]] he kept trying to kiss me on the mouth , and i kept turning away', ' [[Linley_Parker]] so he bit my ear', ' ( GRISSOM finds a gold earring in the dirt . )', ' [[Linley_Parker]] he wanted me to look at him', ' [[Linley_Parker]] he was going to kill me', ' ( NICK finds the skirt on the ground . )', ' ( He snaps a photo of it . )', ' [[Linley_Parker]] he ripped off my skirt', ' [[Linley_Parker]] he raped me', "" [[Linley_Parker]] he did n't use a condom"", ' [[Linley_Parker]] he got up to zip , and i kicked him in the groin and i ran', ' [[Linley_Parker]] and the rest , i guess you know', ' [[Catherine]] thank you', ' [[Catherine]] that was very specific', ' [[Catherine]] you said that you looked at him', ' [[Catherine]] could you describe him to a forensic artist ?', ' [[Linley_Parker]] yes']",1,None
9,"[' ( NICK snaps photos of the print on the skirt . )', ' ( LINLEY PARKER sits in the room with the FORENSIC ARTIST . )', ' [[Forensic_Artist_(woman)]] what do you remember most about the face ?', ' [[Linley_Parker]] he had bright eyes', ' [[Forensic_Artist_(woman)]] what about the shape of the eyes ?', ' [[Linley_Parker]] almond', ' [[Linley_Parker]] tiny pupils', ' [[Forensic_Artist_(woman)]] what about the rest of the face ?', ' [[Linley_Parker]] he had a baby face', ' [[Linley_Parker]] high forehead , thin lips , clean-shaven', ' ( The FORENSIC ARTIST starts to draw as LINLEY describes her assailant . )', ' [[Forensic_Artist_(woman)]] like a crewcut ?', ' [[LINLEY_PARKER]] no , like he had a regular haircut', ' ( SARA stands in the hallway watching LINLEY with the FORENSIC ARTIST . )', ' ( GRISSOM walks down the hallway and sees SARA . )', ' ( He walks over and stops next to her . )', "" ( Though she does n't turn , she knows he 's there . )"", ' [[Sara]] what ?', ' [[Grissom]] how many vacation days do you have on the books ?', ' [[Sara]] about', ' [[Sara]] ... ten weeks , i guess', ' [[Sara]] why ?', ' [[Grissom]] i think you should take a week or two', "" [[Sara]] i-i 'm still on the case"", "" [[Sara]] i just did n't do the interview for once in my life"", ' ( GRISSOM nods and glances inside the room . )', ' ( He turns back to look at SARA . )', ' [[Sara]] when was the last time you took vacation ?', ' [[Sara]] never , right ?', ' [[Grissom]] okay', ' ( GRISSOM turns and leaves . )']",0,None
