scene_id,scene_text,in_summary,aspects
0,"[' ( A man and a woman walking by sees a young man just outside a casino in distress . )', ' ( They look at each other and decide to try to help him . )', ' [[Matthew_Orton]] you all right ?', "" [[Vincent_Avery]] i 'm barred"", "" [[Vincent_Avery]] i 've got , like , ten thousand dollars in chips and i can not cash it"", ' [[Vincent_Avery]] look , if i kept my eye on you two , could you please just go in there and claim my money ?', "" [[Cindy_Orton]] sure , we can do that for you , but you do n't have to keep your eye on us"", "" [[Matthew_Orton]] we 're honest people"", "" [[Vincent_Avery]] i 'm sure you are , but ... come on"", "" [[Vincent_Avery]] if i 'm going to be giving you ten grand in chips , i 've just got to know that you 're coming back"", ' [[Cindy_Orton]] we could give you a deposit', ' [[Matthew_Orton]] what kind of deposit ?', ' [[Vincent_Avery]] two thousand dollars ... would give me peace of mind', ' [[Vincent_Avery]] tell you what , you two come back and i will give you back your deposit plus another thousand ?']",1,Victim
1,"[' ( The hotel cashier holds up the $ 500 blue dummy chip and examines it . )', "" [[Cashier]] i 'm sorry sir , i ca n't cash this for you"", ' [[Matthew_Orton]] what ?', ' [[Matthew_Orton]] why ?', "" [[Cashier]] they 're worthless"", ' ( The couple run out of the hotel to look for the young man . )', "" ( The couple exit the hotel looking for the man , but he 's long gone . )"", ' ( They look up and down the strip . )', "" ( There 's no sign of him . )"", ' ( Sound of a gun shot coming from the parking structure followed by sounds of car tires screeching can be heard . )']",0,None
2,"[' ( As they walk toward the crime scene , BRASS fills GRISSOM in )', ' [[Brass]] guy was running one of the oldest scams in vegas', "" [[Brass]] would have gotten away with it , to until the getaway driver put a nickel in the guy 's jukebox"", ' ( BRASS turns around and indicates the couple talking to DET SAM VEGA . )', "" ( He 's showing the couple an evidence bag . )"", ' ( CINDY ORTON nods her head , yes . )', "" [[Brass]] that 's the ortons from florida"", "" [[Brass]] the , uh , couple id 'd the deceased as the con man"", ' ( They both arrive at the crime scene . )', ' ( GRISSOM puts his CSI kit down and crouches low to get a better look . )', ' ( He notices three hundred dollar bills next to the body . )', "" [[Brass]] that 's the ortons ' money"", ' ( GRISSOM looks up at BRASS . )', "" [[Grissom]] it 's mine now"", ' ( GRISSOM looks around . )', ' [[Grissom]] surveillance ?', ' [[Brass]] not in the garage', ' [[Grissom]] banana skids and fresh blood -- that helps', "" [[Grissom]] oil slick does n't hurt us either"", ' [[Det._Sam_Vega]] hey , jim', ' [[Det._Sam_Vega]] got these from the cage', ' ( DET SAM VEGA hands BRASS the evidence bag full of dummy gambling chips . )', ' [[Brass]] thanks , sam', ' [[Brass]] the chip clip', "" [[Brass]] have n't seen that one in a while"", ' ( He hands the bag to GRISSOM . )', ' [[Grissom]] striking resemblance to judas', "" [[Brass]] how 's that ?"", ' [[Grissom]] both men lost their lives over a worthless bag of chips']",1,"Crime scene,Death cause"
3,"[' ( GRISSOM maneuvers his way through the hallway traffic while carrying a plastic bottle of cockroaches and a large pexi-glass container . )', "" ( He 's also sporting a traveling bag over his shoulder . )"", "" ( He passes by GREG 'S LAB . )"", ' ( GREG is busy at work while punk rock music plays loudly inside . )', ' ( GRISSOM opens the door . )', ' [[Grissom]] hey , sanders , no punk rock', ' [[Greg]] what about black flag ?', ' ( GRISSOM glances down at his container full of cockroaches . )', ' [[Grissom]] are you nuts ?', ' ( He closes the door and continues down the hallway . )', ' ( As he hurries to his office , he nearly runs into CATHERINE who just turns the corner in front of him . )', ' [[Grissom]] whoa', ' [[Grissom]] careful', ' [[Grissom]] livestock', ' ( He holds up the container of cockroaches . )', ' [[Grissom]] hissing roaches from madagascar', ' [[Catherine]] sorry', ' [[Grissom]] these babies run two and a half miles an hour', "" [[Catherine]] i do n't doubt that for a minute"", ' [[Grissom]] fifth annual entomological convention in duluth', ' [[Grissom]] cockroach racing finals', ' ( GRISSOM pushes the door to his office open and walks in CATHERINE follows . )', "" [[Catherine]] you 're roach racing"", "" [[Grissom]] actually , i 'm giving a tutorial in preserving mass crime scenes"", ' [[Grissom]] the sideshow is racing these guys', ' [[Catherine]] ah', "" [[Grissom]] i mean , to have a chance to run against legendary roaches like cocky balboa ; the drain lover ; priscilla , queen of the gutters it 's huge"", ' [[Catherine]] what do you feed those guys ?', ' [[Grissom]] dog food', "" [[Catherine]] and who 's ... supervising night shift ?"", ' [[Grissom]] you are', ' [[Catherine]] me ?', ' [[Catherine]] i am on the red-eye to reno', ' [[Catherine]] the braun family is opening a new casino', "" [[Catherine]] i am sam 's date"", "" [[Grissom]] that 's tonight ?"", "" [[Catherine]] i told you once , memo 'd you twice"", ' ( CATHERINE sighs . )', ' ( GRISSOM is distracted by the roaches in the container . )', ' [[Grissom]] man , these guys are primed', ' ( CATHERINE leaves the room . )', ' ( On her way out , she reminds him ... )', ' [[Catherine]] better get somebody']",0,None
4,"["" [[Warrick]] 'a ' slash ?"", ' [[Warrick]] acting supervisor ?', ' [[Warrick]] what about nick ?', "" [[Warrick]] he 's got seniority"", "" [[Warrick]] or sara -- she 'd jump at the chance"", "" [[Grissom]] if it was about seniority , i 'd ask nick"", "" [[Grissom]] if i needed someone to stay up for three straight days i 'd ask sara"", ' [[Grissom]] instead , i want you', ' [[Warrick]] and if i ask why ?', ' [[Grissom]] your curiosity would be better served on the case', ' ( GRISSOM hands the assignment sheet to WARRICK . )', ' [[Grissom]] the shooting death of a con man at the tropicana', ' [[Grissom]] our guys are already there', ' ( He turns to leave the room . )', ' [[Warrick]] hang on !', ' [[Warrick]] have you told nick and sara about this ?', ' [[Grissom]] no', ' ( WARRICK sighs . )', ' ( Camera holds on WARRICK . )']",0,None
5,"[' ( NICK sets up a camera on a tripod . )', ' ( SARA walks around the crime scene looking for evidence . )', ' ( Camera cuts to an oil spot on an oil spill on the ground . )', ' ( Two evidence markers # 1 and # 3 are coned next to the spill . )', ' ( Cut to NICK snapping a picture of a white strip . )', ' ( Flash to white . )', ' ( Cut to SARA still looking for evidence . )', ' ( She sees something . )', ' ( Cut to NICK moving the tripod over to another spot . )', ' ( He sets up the camera pointing it straight downward over the tire treadmarks . )', ' ( He snaps a picture . )', ' ( Flash to white . )', ' ( He takes another photo of the treadmarks . )', ' ( He moves the tripod over to another spot along the treadmark . )', ' ( He does this several times to get one continuous picture of the treadmark . )', ' ( SARA notices the film container under the car . )', ' ( She kneels in low to get a better look at it . )', ' ( She picks it up . )', ' ( Cut to NICK continues to snap pictures of the treadmark . )', "" ( Cut to SARA notices that there 's something inside the film container . )"", ' ( She opens it and empties it out into the palm of her gloved hand . )', ' ( Out pours nine pill-sized black capsules . )', ' ( She smells it . )', ' ( WARRICK pulls up to the crime scene in his car . )', ' ( He exits the car and approaches the crime scene . )', ' [[Nick]] i got one left', ' [[Nick]] smile', ' [[Nick]] lovely', ' ( SARA sees WARRICK approach . )', ' ( He steps over the crime scene tape . )', ' [[Sara]] hey', ' [[Sara]] nice of you to show up', "" [[Nick]] yeah , we 're done here , brother"", "" [[Warrick]] yeah , i 'm sorry , i got detained"", "" [[Warrick]] i guess you did a 'one-to-one ' on these treads already ?"", ' [[Nick]] yeah , i just finished it', ' [[Warrick]] put together an evidence list ?', ' [[Sara]] no', "" [[Warrick]] you 've got to do it"", ' [[Nick]] you were late', "" [[Warrick]] ah , i do n't think so"", ' [[Warrick]] i got to go back with the body', ' [[Warrick]] sara , can you get back to the lab and put a rush on this analysis ?', ' [[Sara]] who died and made you boss ?', "" [[Warrick]] he 's not exactly dead"", ' [[Sara]] grissom gave you shift tonight', ' ( SARA goes back to the body to finish up . )', ' [[Warrick]] anything you want to say ?', ' [[Nick]] yeah', ' [[Nick]] good luck', ' ( NICK snaps the empty camera and it flashes at WARRICK . )', ' ( He leaves . )', ' ( Camera holds on WARRICK . )']",0,None
6,"[' ( WARRICK enters the room . )', ' ( He tosses on his scrubs and puts his gloves on . )', ' [[Robbins]] get a speeding ticket ?', ' [[Warrick]] side roads', ' [[Warrick]] so ... this is our con artist ?', ' [[Robbins]] vincent thomas avery', "" [[Robbins]] i.d 'd him from his prints"", ' [[Warrick]] did it tell you anything ?', ' [[Robbins]] no mystery in cause of death', ' [[Robbins]] gunshot wound to the outer ear', "" ( Quick CGI POV to the left side of VINCENT AVERY 'S head . )"", ' ( Camera moves in for a close up of the entry wound . )', ' ( Flash to white . )', ' ( Resume to present . )', ' [[Robbins]] left ear at that', ' [[Warrick]] well', ' [[Warrick]] probably when he was getting into the car', ' ( Quick Flashback to VINCENT AVERY running up to the car . )', ' ( Getting into the front passenger seat . )', ' [[Vincent_Avery]] all right , go , go , go !', "" ( Cut to close up of a shadowed figure holding the gun to VINCENT AVERY 'S head ( left side ) . )"", ' ( Flash to white . )', ' ( Resume to WARRICK . )', ' [[Warrick]] he knew the driver', ' [[Robbins]] soot depiction on the skin surrounding the entry wound tells the story', "" ( Quick CGI POV of the left side of VA 's outer ear . )"", ' ( Camera moves in closer , through the outer ear , into the ear , following the path of the bullet . )', ' ( The bullet stops . )', ' ( Flash to white . )', ' ( Resume to ROBBINS . )', ' [[Robbins]] bullet entered the external auditory meatus fracturing the skull base', ' [[Robbins]] cracked the hardest bone of the skull', ' [[Warrick]] you got any pictures of that ?', ' [[Robbins]] hot off the fluoroscope', "" [[Robbins]] have n't had the pleasure yet"", ' ( ROBBINS holds up the film . )', ' ( They both see the location of the bullet . )', ' [[Warrick]] whoa', ' [[Robbins]] there is your bullet', ' [[Robbins]] deformed projectile in the right side of the calvarium', ' [[Warrick]] can you fish that out for me ?', ' [[Robbins]] you bet', ' ( WARRICK glances at the other x-ray film . )', ' ( He sees something . )', ' [[Warrick]] wait a minute', ' ( WARRICK walks over to the light board and snaps the film in place . )', ' ( Several small balloon-shaped figures show on the film . )', "" [[Warrick]] there 's something in his stomach""]",0,None
7,"[' ( ROBBINS starts the Y-incision and opens the chest to extract the stomach contents . )', ' ( Quick CGI POV from inside the stomach looking up and out at both WARRICK and ROBBINS . )', ' ( The camera swings around inside the stomach to show several small white balloon-like capsules coated with green goo . )', ' ( One white balloon is ruptured . )', ' ( The forceps extracts the ruptured white balloon . )', ' ( End CGI POV . )', ' ( ROBBINS holds up the white balloon . )', "" [[Robbins]] something tells me , this is n't filled with white sugar"", ' [[Warrick]] how many more are there ?', "" [[Robbins]] i 'd say about 50 balloons"", ' [[Robbins]] green dye you see here is probably from lime flavored gelatin makes them much easier to swallow', "" [[Warrick]] he 's a mule"", ' [[Warrick]] why is a guy trafficking in big-pay drugs wasting his time on some nickel-and-dime chip scam ?']",0,None
8,"[' ( NICK is using a magifying glass to examine the developed photos of the tire treadmarks from the garage . )', ' ( BRASS walks in )', ' [[Brass]] hey , i got the horsepower on your vic', ' [[Brass]] vincent avery', ' [[Brass]] age 28 , con man out of atlantic city', ' [[Brass]] got enough petty thefts and grand larcenies on his record to choke a hippo', ' [[Nick]] hey , jim ... what do you make of that void ?', ' [[Nick]] nail ?', ' [[Brass]] either that or a spot on your lens', "" [[Nick]] do n't say that""]",0,None
9,"[' ( GREG carefully puts a black powder from a mortar into a test tube . )', ' ( SARA walks in )', ' [[Sara]] hey', ' [[Sara]] are you baking a cake ?', "" [[Sara]] what 's the hold up on my pills ?"", ' [[Greg]] process', "" [[Greg]] just because you got passed over , do n't take it out on me"", "" [[Sara]] he did n't pass me over"", ' [[Greg]] really ?', ' [[Greg]] what would you call it , then ?', ' [[Sara]] grissom', ' [[Greg]] ah', ' ( GREG puts a sample on the card . )', ' ( Sample A is placed ON THE SPECTRATECH CARD ( PTFE ) then placed in the machine . )', "" ( It 's closed , then processed . )"", ' ( Quick CGI POV of blue light passing through the sample for analysis . )', ' ( End of CGI POV . )', ' ( The following results show on screen: )', ' [[Greg]] coal', ' ( Cut back to computer screen . )', ' [[Greg]] wood', ' ( Cut to computer screen . )', ' [[Greg]] and ... coconut shells', ' [[Sara]] activated carbon', ' [[Sara]] activated charcoal pills', ' [[Sara]] best antacid in the world', ' [[Sara]] coats the stomach and absorbs all impurities', ' ( WARRICK enters the lab . )', "" [[Warrick]] it 's great if you 're a mule transporting drugs into the states"", "" [[Sara]] our con man 's a mule ?"", ' [[Warrick]] we found balloons of cocaine in his stomach cavity', ' ( Quick CGI POV of a see-through x-ray like skeleton swallowing several balloon-shaped items It goes down its throat and into the stomach where a white cloud of gastric acid fills the stomach . )', ' ( End of CGI POV . )', ' [[Sara]] without the pills , one bite of a chocolate bar would produce enough gastric acid in his stomach to eat away the balloon', ' [[Sara]] causing him to o.d', ' [[Warrick]] then he went out and got shot', "" [[Sara]] speaking of which i found airline stubs in avery 's shirt"", ' [[Warrick]] what ?', ' [[Sara]] vincent avery was four-a , ellie rebecca was four-b', ' [[Sara]] strange , right , using two first names ?', "" [[Warrick]] no , what 's strange is going into the evidence locker after post and not finding anything left"", "" [[Sara]] hey , do n't make me feel bad for doing my job"", "" [[Warrick]] if it was your job , you could n't feel bad"", ' [[Greg]] well , i think i hear some coffee perking', ' ( GREG stands up and leaves the room . )', ' [[Sara]] what do you want from me ?', "" [[Sara]] i 'm working the case , the case is hot"", "" [[Warrick]] it 's my case"", "" [[Warrick]] tonight , i 'm the primary"", ' [[Warrick]] i have to process it', ' [[Warrick]] if you have a problem with that , you can clock out now', ' [[Warrick]] am i clear ?', ' [[Sara]] clear', ' ( SARA nods and leaves the room . )']",0,None
