scene_id,scene_text,in_summary,aspects
0,"[' ( LINDA JONES is driving her car . )', ' ( As she drives , she glances left and right as if looking for something . )', ' ( Her car hits something with a thud . )', ' ( She slams on the breaks and slows the car down a little . )', ' ( Rather than stopping to check it out , LINDA continues to drive as she tries to look behind at what she might have hit . )', "" ( When she turns back to the road , she finds that she 's headed straight for a truck . )"", ' ( The trunk honks his horn at her . )', ' ( She screams )']",0,None
1,"[' ( The TRUCK DRIVER talks with the OFFICER . )', ' [[Truck_Driver]] you can breathalize me all you want , but the broad came right at me', "" [[Truck_Driver]] i swear , it was n't my fault"", ' [[Officer]] sir , i understand', ' ( GRISSOM and CATHERINE approach the mangled car . )', "" [[Catherine]] ooh , that 's what happens when 6,000 pounds of thrust meets three feet of hood"", ' [[Grissom]] this was not a fair fight', ' ( They look into the car at the body behind the wheel . )', ' ( CATHERINE looks at the road . )', ' [[Catherine]] well , now , how did she end up way over here ?', ' ( She sees the skid marks on the road . )', ' [[Catherine]] there must be 20 feet of rubber burned into this asphalt', ' [[Catherine]] she was braking hard', ' [[Grissom]] she definitely swerved out of her lane', ' [[Grissom]] i think i may know why', ' ( GRISSOM finds the paw prints on the road . )', ' ( CATHERINE looks at the paw prints . )', ' [[Catherine]] oh', ' [[Catherine]] what kind of animal are we talking about here ?', ' [[Grissom]] a big one', ' [[Catherine]] the victim could have clipped the animal when it ran in front of her', ' ( They continue to look down the road . )', "" [[Catherine]] well , it ca n't have gone far"", ' ( They both follow the paw prints to the side of the road . )', ' ( Just at the bottom of the hill , they find the body of a man in a Raccoon suit . )', ' ( GRISSOM stares at the suit . )']",1,"Crime scene,Victim"
2,"[' ( CATHERINE reaches out and removes the mask from the body . )', ' ( Inside the suit is a man . )', ' ( CATHERINE looks inside the mask . )', ' [[Catherine]] hmm', ' [[Catherine]] ooh', ' [[Catherine]] not much padding', ' ( GRISSOM looks at the mask . )', ' [[Grissom]] whoa', ' [[Grissom]] this is incredibly detailed', ' [[Grissom]] eyelashes , nostrils', ' [[Catherine]] oh , yeah', "" [[Catherine]] that 's what you see out of"", ' [[Catherine]] i once dated the detroit lions mascot', ' [[Catherine]] off-season', ' [[Catherine]] dutch was his name', ' [[Grissom]] the breadth of your social experience never ceases to impress me', ' ( CATHERINE smiles . )', ' ( GRISSOM takes photos of the body . )', ' ( CATHERINE takes something out of the mouth of the mask . )', "" ( It 's a piece of blue-colored yarn . )"", ' [[Catherine]] dutch never had furballs , though', ' ( She puts it in a bag . )', ' ( DAVID PHILLIPS grabs his clipboard and walks over to the body . )', ' ( He stares down at it . )', ' [[Grissom]] are you all right , david ?', "" [[David_Phillips]] it 's just ... disturbing"", ' [[David_Phillips]] there was a big raccoon who hosted an after-school kids show when i was little', ' [[David_Phillips]] stripey', ' [[David_Phillips]] everybody loved him', ' [[David_Phillips]] i loved him', "" [[Grissom]] 'stripey 's ' brother suffered blunt force trauma caused by a violent collision with a moving vehicle"", ' ( Quick flashback to : [_ROAD-NIGHT_] The man in the raccoon suit is standing on the road waving a car down . )', ' ( The car heads straight for the man and hits him . )', ' ( He flies to the side of the road on impact . )', ' ( End of flashback . )', ' ( Resume to present . )', ' ( DAVID PHILLIPS gets to work . )', "" ( Cut to : DAVID pushes the body up the hillside on a gurney toward the coroner 's van . )"", ' [[Catherine]] the eternal question : why did the man in the raccoon suit cross the road ?', ' ( GRISSOM glances sideways at CATHERINE . )']",0,None
3,"["" ( There 's a man dead on the floor of a freezer . )"", ' ( NICK and SARA stand over the body looking down at him . )', ' [[Nick]] frozen stiff', ' [[Sara]] looks like he died trying to get out', ' [[Sara]] trying to get to the door , maybe', ' [[Nick]] it got messy', ' [[Nick]] check out the shotgun spatter', ' [[Sara]] single blast', ' [[Sara]] went in , went out', ' [[Sara]] ooh', ' [[Sara]] this has got to be the coldest place in vegas', "" [[Nick]] let 's go"", "" [[Nick]] vega 's got the security guard"", "" [[Sara]] yeah , he 's not going anywhere"", ' ( SARA and NICK stand up and leave the freezer . )']",1,"Crime scene,Victim"
4,"[' ( NICK and SARA step outside to join DET SAM VEGA interviewing the Security Guard PETEY . )', ' [[Sam_Vega]] so , peter , when you checked in at eight', ' [[Security_Guard_Petey]] not peter', ' [[Security_Guard_Petey]] petey', ' [[Security_Guard_Petey]] p-e-t-e-y', ' [[Nick]] hey , how you doing ?', ' [[Security_Guard_Petey]] good', ' ( NICK walks over to the vending machine . )', ' [[Sam_Vega]] the shooter may have cleaned out the machines', ' [[Security_Guard_Petey]] those things hold a lot of dough', ' [[Sam_Vega]] take was maybe , uh , $ 600', ' [[Nick]] they shot a guy over a vending machine ?', ' [[Sara]] so , uh , petey , where were you when all this went down ?', ' [[Security_Guard_Petey]] i was in the guard shack', ' [[Security_Guard_Petey]] where else would i be ?', ' [[Sam_Vega]] you tell us', "" [[Sara]] if a guy walks into a freezer , shoots a guy and smashes six vending machines , i think i 'd hear that"", "" [[Security_Guard_Petey]] the shack 's out there"", "" [[Nick]] you do n't make rounds ?"", "" [[Security_Guard_Petey]] look , i 'm not supposed to leave the premises , okay ?"", "" [[Nick]] okay , but if you were here , you 're a suspect"", ' [[Nick]] come on , man', "" [[Nick]] middle of the shift , you 're getting hungry"", "" [[Nick]] you figure , hey , i 'll deck out and grab a bite to eat"", "" [[Nick]] who 's going to know , right ?"", ' [[Security_Guard_Petey]] i was gone five minutes , tops', ' [[Nick]] when ?', ' [[Security_Guard_Petey]] a little after 11:00', ' [[Security_Guard_Petey]] grabbed a burger and came back', ' [[Nick]] what kind of burger ?', "" [[Security_Guard_Petey]] in 'n ' out -- three blocks from here"", "" [[Nick]] i love in 'n ' out"", "" [[Nick]] i always get the in 'n ' out double , animal style"", "" [[Security_Guard_Petey]] that 's what i get"", ' [[Nick]] you grill the onions ?', ' [[Security_Guard_Petey]] hell , yeah', "" [[Nick]] now , that is crazy , petey , 'cause you know , being an in 'n ' out kind of guy , i know it takes at least five minutes to grill the onions alone"", ' [[Security_Guard_Petey]] come on , man', "" [[Nick]] that time of night , you 're lucky if you do n't wait 20 minutes just to get to the window"", "" [[Security_Guard_Petey]] look , my boss finds out i 'm leaving the site every night to get my burger on , i 'm toast"", "" [[Sam_Vega]] you keep lying to us , you 're going to be toast in a jumpsuit"", ' [[Security_Guard_Petey]] around 11:00 , this cat george -- he usually works days -- drives up and asks me where al is', ' [[Sara]] al sesto ?', ' [[Sara]] the guy in the freezer ?', ' [[Security_Guard_Petey]] i told him he was back here', ' [[Security_Guard_Petey]] i came back', ' [[Security_Guard_Petey]] everything was quiet', ' [[Security_Guard_Petey]] so i ate my dinner in my shack', "" [[Sam_Vega]] where 'd george go ?"", ' [[Security_Guard_Petey]] beats me', "" [[Security_Guard_Petey]] his car 's still in the parking lot"", ' [[Sam_Vega]] you want to show me which one ?', ' [[Security_Guard_Petey]] sure', ' ( DET VEGA and SECURITY GUARD PETEY leave . )', ' ( SARA takes a step toward NICK . )', ' [[Sara]] unless he was slick , the guy that did this definitely left behind a print , and , frankly , nothing about this looks slick']",0,None
5,"[' ( DAVID PHILLIPS escorts CATHERINE and GRISSOM to forensic autopsy . )', ' [[David_Phillips]] linda jones , 35 , single', "" [[David_Phillips]] we 're trying to track down the next-of-kin no mystery in cause of death , though"", ' ( DAVID opens the door . )', ' [[Catherine]] your basic massive internal trauma', ' [[David_Phillips]] and then some', ' ( They walk into the room . )', ' [[Catherine]] anything unusual about our furry friend ?', "" [[David_Phillips]] we 're about to find out"", ' ( They walk into forensic autopsy . )', ' ( GRISSOM grabs a pair of gloves and puts them on . )', ' [[Grissom]] did you know that raccoons have opposable thumbs ?', ' [[Catherine]] well , this one liked to wrap his around a bottle', "" [[Catherine]] '30 days : one day at a time ' he was a friend of bill w 's"", ' ( She shows them the 30 days tag . )', "" [[David_Phillips]] i 'll send the blood work down to tox"", ' ( CATHERINE looks at the stitching in the suit . )', ' [[Catherine]] oh , my -- hand stitching', ' [[David_Phillips]] lining looks like some kind of latex', ' ( DAVID starts to cut through the suit . )', ' ( He hits the bottom and blood spills out onto the table . )', ' [[Grissom]] whoa', "" [[Grissom]] that 's a lot of blood for blunt force trauma"", "" [[Catherine]] this is n't a costume"", "" [[Catherine]] it 's a six-foot condom"", ' [[Catherine]] explains why there was no blood on the road', "" [[Grissom]] yeah , his tailor did n't think of everything"", "" [[Grissom]] his suit 's not bulletproof"", ' ( CATHERINE thinks about that one . )', ' [[Grissom]] shall we ?', ' ( They all help to flip the Raccoon over . )', ' ( CATHERINE opens the velcro and they find the bullet wound on his back . )', ' [[Catherine]] through and through', "" [[David_Phillips]] it 's a high-velocity round"", ' [[David_Phillips]] gives the bullet a smooth entry in and out', ' [[Catherine]] so , he was shot and hit by a car', ' [[David_Phillips]] bad night', ' [[Grissom]] even for a raccoon']",1,Death cause
6,"[' ( ROBBINS is standing over the body )', ' [[Robbins]] the last time this happened they tried to chop the guy out', ' [[Robbins]] 1989 -- year the mirage opened', "" [[Nick]] how 'd it go ?"", ' [[Robbins]] lost an arm and a leg', ' [[Robbins]] i miss the cold weather', ' [[Nick]] so , what are we going to use , hot water ?', ' [[Robbins]] boiling works best', ' [[Robbins]] just , uh , spread it around the perimeter', ' [[Robbins]] melt the ice', "" [[Coroner's_Assistant]] guys , let 's do it here"", ' [[Nick]] to preserve the body ?', "" [[Robbins]] that 's right"", ' [[Robbins]] close as you can', ' ( They pour the hot water over the frozen blood . )', ' ( Quick CGI POV of the heat working on melting the blood . )', ' ( White flash to end of CGI POV . )', ' ( Resume to present . )', ' [[Voice]] and up', ' ( They lift the body onto the gurney and wrap the blanket around it . )', "" [[Robbins]] all right , guys , let 's go"", "" ( The CORONERS ' ASSISTANTS wheel the body out of the freezer . )"", "" ( Once they 're gone , NICK looks at the blood spatter on the boxes and takes a sample of the pellet . )"", ' ( He extracts more pellets from the freezer . )', ' ( Cut to : SARA dusts for prints on the vending machine glass . )', ' ( Cut to : NICK looks at the blood on the ground . )', ' ( He moves over to the side and picks up a piece of something black and puts it in a bindle . )']",0,None
7,"[' ( CATHERINE enters the lab . )', ' ( WARRICK is looking through a scope . )', ' [[Catherine]] hi , warrick', ' [[Warrick]] hey', ' [[Catherine]] anything on mr raccoon ?', ' [[Warrick]] yeah', ' [[Warrick]] i got an afis hit', ' [[Warrick]] robert pitt', ' [[Warrick]] court-ordered to aa after a dui', ' ( He points to the print out on the counter next to him . )', ' ( CATHERINE picks it up . )', ' ( WARRICK goes back to the scope . )', "" [[Catherine]] oh , that 's where he got the 30-day chip"", ' [[Catherine]] maybe he fell off the wagon after he hit 31', "" [[Warrick]] if i had to walk around dressed like rocky raccoon , i 'd be drinking , too"", "" [[Warrick]] i do n't get this whole thing"", "" [[Catherine]] oh , hey , warrick , it 's vegas"", ' [[Catherine]] people come here to be animals', ' [[Warrick]] i hear you', ' [[Warrick]] take a look at this', ' ( He steps aside and lets her look through the scope . )', ' [[Catherine]] oh , yes , the blue fur ball', "" [[Warrick]] yeah , it 's synthetic , not natural"", ' ( GREG enters the lab . )', ' [[Greg]] your manimal died sober', ' [[Greg]] no alcohol', ' [[Catherine]] really ?', ' [[Greg]] all this schmohawk had in his system was trace amounts of ipecac and civet oil , which , if you ask me , is even weirder than the raccoon suit he was wearing', "" [[Catherine]] well , ipecac 's an emetic"", ' [[Catherine]] i once gave it to lindsey when she swallowed mothballs , but civet oil ?', ' ( CATHERINE shakes her head . )', ' [[Greg]] yeah', "" [[Greg]] civet 's a wild cat"", ' [[Greg]] its scent has been prized since the pharaohs for being an aphrodisiac']",1,Evidence
8,"[' ( The door opens ; BRASS walks into the room . )', ' ( CATHERINE and an OFFICER follow . )', ' [[Brass]] pitt was a computer programmer', ' [[Brass]] no next-of-kin', ' [[Catherine]] ooh', ' ( They look around the place . )', ' [[Catherine]] not an architectural digest reader', ' ( CATHERINE looks in the bedroom . )', ' [[Catherine]] if you want to know what the man really is all about , check out his bedroom', "" ( On ROBERT PITT 'S bed is a stack of stuffed animals . )"", ' [[Brass]] now , this scares me', ' [[Catherine]] a man lives alone', ' [[Catherine]] has no relatives', ' [[Catherine]] no attachments', ' [[Catherine]] so , he forms his own furry little family', "" ( BRASS looks at the calendar on the wall and notes the red circled dates from October 29 , 2003 through November 1 , 2003 for the 'PAF CON ' at the 'KINGS RIVER HOTEL ' . )"", "" [[Brass]] 'paf con meeting '"", "" [[Catherine]] what 's paf con ?"", "" [[Brass]] i do n't know , but whatever it is , it 's still going on"", ' ( CATHERINE looks at BRASS . )', ' [[Catherine]] minus one raccoon']",0,None
9,"["" ( It 's the Plushies and Furries PAF CON going on in the lobby . )"", ' ( CATHERINE and GRISSOM walk into the lobby . )', ' [[Catherine]] paf con ?', ' [[Grissom]] the plushies and furries convention', "" [[Grissom]] and we 're looking for a bright blue plushie"", ' [[Grissom]] i think', ' ( GRISSOM and CATHERINE stare at the group of people dressed in costume . )', ' ( GRISSOM look fascinated by the sight ; CATHERINE looks perplexed . )', ' [[Grissom]] this is fascinating', ' [[Grissom]] a whole tribe of people who prefer to interact as furry animals rather than human beings', "" [[Catherine]] i think i 'm having hunter thompson 's flashbacks"", ' [[Catherine]] this is weirding me out', "" [[Grissom]] it 's not that weird"", "" [[Grissom]] it 's instinctual"", ' [[Grissom]] many native american tribes wore entire bearskins , including the bead , when they performed their war dances', ' [[Grissom]] they thought it made them brave', "" [[Catherine]] i 'm not getting the brave thing"", ' [[Grissom]] well , think of stuffed animals as a jungian archetype', "" [[Grissom]] what 's the one quality they possess that a man like bob pitt might want ?"", ' [[Catherine]] a full head of hair ?', "" [[Grissom]] they 're lovable"", ' [[Grissom]] we better divide and mingle', ' ( GRISSOM glances down at the schedule on the board: )', ' ( He turns to CATHERINE . )', "" [[Grissom]] i 'm going to take in a lecture"", ' ( GRISSOM steps away . )']",0,None
10,"[' ( RICH leads SARA and NICK back to the BALLISTICS LAB . )', ' [[Sara]] uh , why did you page us ?', ' [[Rich]] your wood sample from the freezer', ' [[Nick]] the one we gave hodges ?', ' [[Rich]] yeah', ' [[Rich]] he bounced it back to me', "" [[Sara]] i 'm lost"", "" [[Rich]] it 's from a shotgun stock"", ' [[Rich]] probably a momossberg 500', ' [[Sara]] probably our murder weapon', ' ( RICH stops walking and turns around to look at them . )', ' [[Rich]] well , if you find it , i can match it', ' [[Nick]] till we do , anything else ?', "" [[Rich]] that 's up to hodges""]",0,Evidence
11,"[' ( SARA and NICK are in TRACE with HODGES . )', "" [[David_David_Hodges]] the gray stuff -- it 's adhesive"", ' ( SARA looks up from the scope . )', ' [[Sara]] on the gun stock ?', ' [[David_David_Hodges]] cheap repair', ' [[Nick]] so , some budget-minded garage gunsmith glues his gun stock together', ' [[Sara]] and then kills al sesto for $ 600 in change', ' [[Nick]] even petey can do better than that', "" [[Sara]] there 's always the elusive 'george '""]",0,None
12,"[' ( A tall , husky man walks into the police department . )', ' ( He looks around , then heads for the reception desk . )', ' [[Officer]] can i help you , sir ?', ' [[George_Bartell]] yeah , i want to report a crime', ' ( He holds out his hands to show the OFFICER behind reception the backs of his blood-stained hands . )']",0,None
13,"[' ( SAM VEGA , SARA and NICK interview GEORGE . )', "" [[Sam_Vega]] let 's start with what you were doing at big and best warehouse , george"", "" [[Sam_Vega]] you 're the day guy"", ' [[Sam_Vega]] it was the night shift there', ' [[George_Bartell]] expired ice cream', ' [[George_Bartell]] trash for cash', "" [[Sara]] you 're selling expired ice cream ?"", "" [[George_Bartell]] it 's still good"", ' [[Sara]] oh', ' [[Nick]] go on , please', ' [[George_Bartell]] i wanted to give al his piece of the action , 88 bucks', ' [[George_Bartell]] we , uh , walked into the break room , and someone was smashing up the candy machine', ' ( Quick flashback to : Someone in a ski mask with a gun smashing the vending machines . )', ' ( He looks up and sees GEORGE . )', ' ( End of flashback . )', ' ( Resume to present . )', ' [[Sam_Vega]] ski mask ?', ' [[George_Bartell]] yeah', ' [[George_Bartell]] and he had a gun', ' ( Quick flashback to : The man with the gun leads AL SESTO and GEORGE into the freezer . )', ' [[Al_Sesto]] better chill , bro', ' [[Gunman]] okay', ' [[Gunman]] get back', "" [[Al_Sesto]] do n't shoot !"", ' [[Gunman]] shut up !', ' ( The GUNMAN cocks the rifle . )', "" [[Al_Sesto]] do n't shoot"", ' ( The gunman fires . )', ' ( End of flashback . )', ' ( Resume to present . )', ' [[George_Bartell]] he shot al', ' [[George_Bartell]] then the guy hauls off and brains me', ' [[George_Bartell]] and after that , everything went black', "" ( SARA checks the back of GEORGE 'S head and finds the bruise . )"", ' [[Nick]] everything went black ?', "" [[Sara]] that 's a pretty nasty bruise"", ' [[George_Bartell]] yeah , i told you', ' [[Sam_Vega]] so , you blacked out', ' [[Sam_Vega]] then what happened ?', ' [[George_Bartell]] i was blindfolded , shoved into the trunk of some car and , uh , drove around for almost an hour', ' ( GEORGE proudly shows them his watch . )', ' [[George_Bartell]] it , uh , glows in the dark', ' [[Nick]] oh , yeah', ' [[Sara]] hmm', ' [[Nick]] so , uh , now , how did you get out ?', ' [[George_Bartell]] tire iron', ' [[George_Bartell]] i felt around in the dark , and , uh , there it was', ' [[Nick]] where ?', ' ( As they talk , SARA puts on her gloves . )', ' [[George_Bartell]] under the , uh , the trunk liner', ' [[George_Bartell]] i had to really twist to get at it', ' [[Sara]] which hand did you use ?', ' [[George_Bartell]] right', ' [[Sam_Vega]] and then what ?', ' [[George_Bartell]] i popped the trunk', ' ( Quick flashback of GEORGE using the tire iron and popping the trunk . )', ' ( He falls out of the trunk . )', ' ( End of flashback . )', ' ( Resume to present . )', ' [[George_Bartell]] i-i was in pahrump', ' [[George_Bartell]] i got family out there , but nobody was home', ' [[Sara]] all right , macgyver , could you do me a favor ?', ' [[Sara]] could you stand up and hold your arms out ?', "" [[Sara]] i 'm just going to check you out here"", ' ( SARA checks his clothes and takes a tape lift sample . )', "" ( As she presses the tape into GEORGE 'S chest , he chuckles . )"", ' ( SARA looks up at GEORGE . )', "" [[George_Bartell]] i 'm ticklish"", ' [[Sara]] oh', ' ( SARA checks the rest of his shirt and his pants . )', ' ( She finds dried blood in the cuff of his pants . )', ' [[Sara]] george', "" [[Sara]] i 'm afraid you and your pants are going to be here for a while""]",1,Evidence
14,"[' ( The SPEAKER , dressed in a costume , gives a lecture to a room full of people . )', ' [[Speaker]] in the eight ages of man , erikson states that the child often indulges in fantasies of being a tiger , but in his dream , runs in terror for dear life , thus leaving the child forever divided in himself , as his true potential is squashed by the observing superego of society', ' ( In his seat , GRISSOM listens , captivated by the topic . )', ' [[Speaker]] birth is-is not destiny', "" [[Speaker]] and a human form does n't always come with a human spirit"", ' [[Speaker]] we gather here to embrace our inner animal , and to bring our true nature to bear', ' [[Speaker]] so to speak', ' [[Speaker]] five-minute break', "" ( The stage lights turn of and there 's a light smattering of applause in the room . )"", ' ( GRISSOM turns to the animal next to him as asks . )', ' [[Grissom]] excuse me', ' [[Grissom]] do you recognize this man , robert pitt ?', ' ( GRISSOM shows him the photo of ROBERT PITT . )', ' ( The animal shakes his head . )']",0,None
15,"[' ( CATHERINE walks up to a group of normally dressed people holding stuffed animals . )', ' [[Catherine]] hello , guys', ' [[Catherine]] pardon me', ' [[Catherine]] uh , can you help me out here ?', ' [[Catherine]] do you recognize this guy ?', ' ( The MAN shakes his head . )', ' [[Catherine]] look-look again', ' [[The_Man]] uh-uh', ' [[Catherine]] hmm', ' [[Catherine]] nice dog', ' ( The MAN possessively yanks the stuffed dog away from CATHERINE not wanting her to touch it . )', ' ( CATHERINE walks away . )']",0,None
16,"[' ( GRISSOM is looking at the different wares at the vendor tables . )', ' ( On the table in front of him , GRISSOM looks through some photographs of the animals at the PAF-CON . )', ' [[Voice]] may i have your attention , please ?', ' [[Voice]] stop by the fur-bidden treasures in the next half-hour and get an added twenty percent off on all collars', ' ( He picks up a photo of Rocky Raccoon with another animal . )', ' ( GRISSOM pays for the photo . )', ' [[Grissom]] there you go', ' ( He takes his photo . )', ' ( Behind him , he hears a cat purr . )', ' ( GRISSOM turns to look and finds himself looking at a person in a blue cat costume . )']",1,Evidence
17,"[' ( The WOLF in sunglasses on stage does the cat walk . )', ' ( CATHERINE watches from the side . )', ' ( In the back of the stage , a person in blue cat costume dances forward across the stage . )', ' ( CATHERINE walks up to the stage . )', "" [[Catherine]] i 'm catherine willows"", "" [[Catherine]] i 'm with the crime lab"", ' ( CATHERINE holds up her I.D . )', ' ( The cat hisses , then turns around and walks to the back of the stage leaving CATHERINE standing there . )']",0,None
18,"[' ( GRISSOM walks back to the center of the lobby with two blue cats following him . )', ' ( CATHERINE escorts the blue cat toward GRISSOM . )', "" [[Grissom]] i guess we 're lucky that blue 's not a more popular color"", ' [[Sexy_(Bud_Simmons)]] hello', ' [[Sexy_(Bud_Simmons)]] this is racial profiling', "" [[Catherine]] um , we 're going to need samples of your fur"", "" [[Grissom]] we 're also going to need to talk to you without the masks on"", ' ( The two blue Cats who walked in with GRISSOM remove their masks . )', ' ( They turn to look at the blue cat with CATHERINE and she shakes her head . )', ' [[Sexy_(Bud_Simmons)]] uh-uh', ' [[Catherine]] you have a problem with that ?', "" [[Sexy_(Bud_Simmons)]] you would n't ask a human lady to take her makeup off"", "" [[Sexy_(Bud_Simmons)]] if you want to talk to me , this is the me you 're going to talk to"", ' ( CATHERINE and GRISSOM look at each other . )']",0,None
