scene_id,scene_text,in_summary,aspects
0,"[' ( A PARK RANGER driving along the road route and notices a car parked on the side of the road . )', ' ( He stops the car to check it out . )', ' ( Garbled radio transmissions can be heard in the background . )', ' ( He gets out of the car and puts on his park ranger hat . )', ' ( The officer walks to the edge of the road , slips and rolls down the hill . )', ' ( When he comes to a stop , he lands next to a dead body . )', "" ( In the shadow of the bright light , there 's a man holding a shovel , digging a hole - caught in the act trying to bury the body . )"", ' ( Frozen for a moment , the man springs into action . )', ' ( He throws the shovel aside and tries to run , the officer stops him . )', ' [[Benjamin_Jennings]] no !', ' [[Benjamin_Jennings]] no !']",0,None
1,"[' ( GRISSOM and NICK make their way down the ledge to the crime scene . )', ' ( There are five police vehicles there and a swarm of officers near the crime scene looking for further evidence on the grounds . )', ' ( Kneeling next to the body is a Technician with a clipboard . )', "" ( SGT O'RILEY meets up with GRISSOM and NICK . )"", ' [[Grissom]] call said one dead body', "" [[Sgt._O'Riley]] caught him red-handed"", "" [[Sgt._O'Riley]] ben jennings"", ' ( Off to the side , BENJAMIN JENNINGS stands hands cuffed behind his back with three officers standing watch over him . )', ' ( NICK and GRISSOM approach the men . )', ' [[Nick]] nick stokes , gil grissom , las vegas crime lab', "" [[Nick]] you want to tell us what 's going on ?"", ' [[Nick]] what happened here ?', "" ( BENJAMIN JENNINGS does n't respond . )"", ' [[Grissom]] you have anything to say ?', "" ( He still does n't respond . )"", "" [[Grissom]] you do n't have to talk to us"", ' ( GRISSOM shines the light of his flashlight on the dead body . )', "" [[Grissom]] he 'll talk to us""]",1,Perpetrator
2,"[' ( Camera opens on the body . )', ' ( GRISSOM and NICK are crouched low examining the body . )', ' ( Garbled radio transmissions can be heard in the background . )', ' [[Nick]] see that lividity ?', ' [[Nick]] blood settled at the time of death', "" [[Grissom]] body 's been moved from the murder scene"", ' [[Grissom]] impound his car', ' ( SARA shows up . )', ' [[Sara]] sorry , guys', ' [[Sara]] i lost you at the fork', ' [[Nick]] my bad , sara', ' ( GRISSOM looks up at BENJAMIN JENNINGS . )', "" [[Grissom]] let 's process this guy shall we ?"", ' [[Grissom]] officer , would you uncuff him , please ?', ' ( The officer uncuffs BENJAMIN JENNINGS . )', ' ( GRISSOM takes out a black light and begins examining him from the back . )', ' ( NICK puts his CSI kit down . )', ' [[Nick]] okay , make like a scarecrow for me , partner', "" ( BENJAMIN JENNINGS does n't move . )"", ' ( NICK spreads his arms out to show him what he means . )', ' ( BENJAMIN JENNINGS copies him . )', ' [[Nick]] arms out , away from your body', "" [[Nick]] that 's it"", ' [[Nick]] stay just like that', ' ( SARA crouches low on the ground to collect his shoe prints . )', ' [[Sara]] give me your right foot', ' [[Sara]] other right', ' [[Sara]] put it down', ' [[Sara]] lift it up', ' ( NICK checks out the front and begins collecting . )', ' ( GRISSOM finds something on his back . )', ' [[Grissom]] hold still', ' ( He finds a single strand of hair and holds it up . )', ' [[Grissom]] possible secondary transfer', ' [[Nick]] got some red fibers', ' [[Sara]] other foot', ' [[Sara]] lift it up', ' [[Sara]] put it down', "" ( GRISSOM examines BENJAMIN JENNINGS ' arms )"", ' [[Grissom]] no defensive wounds', ' [[Grissom]] no hematomas', "" [[Nick]] victim did n't fight back"", "" [[Nick]] probably did n't see it coming"", ' [[Grissom]] matthew ... tag that body for special processing , vip room', "" [[Grissom]] do n't wash it till i get there , and do n't touch his fingernails""]",0,None
3,"["" ( WARRICK 'S SUV stops outside the hotel . )"", ' ( CATHERINE is holding a piece of paper and reading as she and WARRICK enter the hotel . )', "" [[Catherine]] 'd.b"", "" [[Catherine]] ... mediterranean casino ... women 's spa '""]",0,None
4,"[' ( BRASS is already there when WARRICK and CATHERINE enter the locker room area . )', ' ( BRASS meets them and they all start walking to the body . )', ' [[Brass]] body is shelley danvers', ' [[Brass]] dob : 10/10/81', ' [[Brass]] employee walked in to get towels']",1,Victim
5,"[' [[Brass]] ... found her here', "" [[Catherine]] a young woman , healthy , just reading a magazine and all of a sudden she dfo 's ?"", ' [[Brass]] done fell out', "" [[Brass]] that 's what the night manager says"", ' ( WARRICK turns his head and sees the Night Manager talking with an officer . )', ' [[Warrick]] miss ?', ' ( WARRICK approaches the Night Manager . )', ' [[Kim_Marita]] excuse me', "" [[Warrick]] we 're from the crime lab"", ' [[Warrick]] you found the deceased ?', ' [[Kim_Marita]] yes , i was , um ... just getting some towels and i walked in and she was there', ' ( CATHERINE looks at the body and notices the knot on the robe on the deceased . )', ' [[Catherine]] hey , brass ... you touch this body ?', ' [[Brass]] yeah , i was born yesterday', ' [[Catherine]] well , it looks as if the sash may have been tied by somebody else', ' [[Catherine]] miss ... you know anything about redressing the body ?', ' [[Kim_Marita]] well , she was naked', ' [[Kim_Marita]] i-i-i thought she should be covered', ' [[Catherine]] did you move the body here , too ?', ' [[Kim_Marita]] guests were looking in', ' [[Kim_Marita]] i put a robe on her', "" [[Kim_Marita]] it 's not like it 's a crime or anything"", ' [[Catherine]] actually , it is', "" [[Warrick]] makes us doubt the circumstances surrounding the victim 's death"", "" ( Camera holds on KIM MARITA 'S concerned look . )""]",0,None
6,"["" ( SARA scrapes off something from the dead body 's forehead . )"", ' [[Sara]] flour , maybe ?', ' [[Grissom]] but what kind ?', ' [[Grissom]] all-purpose ?', ' [[Grissom]] self-rising ?', ' [[Grissom]] pastry ?', ' [[Sara]] trace will probably have a better idea', "" [[Sara]] i 'll get dna to see if there 's bits of ben under the fingernails"", ' [[Grissom]] what about the neck ?', ' [[Grissom]] any fibers in the wound ?', ' [[Sara]] you told me to wait for you', "" [[Grissom]] well , that has n't stopped you yet"", ' [[Sara]] i did observe some fibers in the wound', "" [[Sara]] i did n't collect them , though"", ' [[Grissom]] be my guest', "" ( SARA picks up the fibers from the dead body 's neck . )"", ' ( Camera close up on the fibers . )', ' [[Sara]] yellow', ' [[Sara]] not cotton ; satin , maybe', ' ( GRISSOM straightens and looks down at the body . )', ' ( He notices something . )', ' [[Grissom]] dress shirt ... but no tie', ' [[Sara]] strangled with his own tie ?', ' [[Grissom]] find me on the flour', ' ( GRISSOM leaves . )']",0,None
7,"["" ( A red-bordered bar scrolls down the spa 's appointment list of names on the computer for that night . )"", "" [[Warrick]] 'shelley danvers ' -- appointment 8:00"", ' [[Catherine]] ms marita , did the deceased use the jacuzzi facilities this evening ?', ' [[Kim_Marita]] not that i remember , no', ' [[Kim_Marita]] what ?', "" [[Kim_Marita]] you do n't believe me ?"", ' [[Warrick]] well , you lied to us before', "" [[Catherine]] it 's , uh , not uncommon to drown in a jacuzzi"", ' [[Catherine]] hair gets caught in the whirl a person gets dragged under', "" [[Catherine]] the hotel would n't be considered unsafe"", "" [[Kim_Marita]] well , that did n't happen here"", ' [[Kim_Marita]] she did not drown on these premises', "" [[Warrick]] well , if she did , the coroner would find water in her lungs but it 'd be worse hearing it from him than from you""]",0,None
8,"[' [[Robbins]] oliver dunne', ' [[Robbins]] corporate lawyer', ' [[Robbins]] father of two', ' [[Grissom]] you get all that from his ... uh ... dentals ?', ' [[Robbins]] his wife -- widow', ' [[Robbins]] she came down to i.d', ' [[Robbins]] his property', ' [[Grissom]] .380s ?', ' [[Robbins]] last one i recovered entered through his abdominals', ' ( CGI POV flash to white as the bullet penetrates an x-ray black and white replication of the body . )', ' ( Resume to present . )', ' ( Camera on GRISSOM . )', ' [[Robbins]] ... pierced the liver , lodged in the oblique', "" [[Grissom]] that 's not what killed him , is it ?"", ' [[Grissom]] we pulled a yellow fiber out of the neck wound', "" [[Grissom]] i think it 's from his tie"", ' [[Robbins]] you might be right', ' [[Robbins]] he died of asphyxiation', ' [[Robbins]] tie probably closed the windpipe', ' ( White flash to CGI POV as an x-ray bluish-white replication of a hand grasping a neck . )', ' ( Sounds of a person choking . )', ' ( Camera moves up the body through the mouth , down the throat , through the windpipe , into the lungs to a magnification of red and black colored air sacs . )', ' ( End of CGI POV . )', ' ( Resume on ROBBINS . )', ' [[Robbins]] without oxygen , the alveoli capillaries wither and dry up', ' [[Robbins]] whole pulmonary system shut down', ' [[Robbins]] what you may have here is the smallest sliver of the murder weapon', ' [[Grissom]] why would a guy shoot a man three times and then strangle him with his own tie ?', ' ( SARA enters holding the file folder with the results of the flour test . )', ' [[Sara]] i can not tell you why , but i might be able to tell you where', ' [[Sara]] a pizza shop', "" [[Sara]] the flour on oliver dunne has a low gluten content -- seven percent protein -- it 's typical of flour used to make cakes , pizzas , that kind of thing"", ' [[Grissom]] so , why did you rule out bakeries ?', ' [[Sara]] well , the subtype of flour is another subtype -- double zero', "" [[Sara]] it 's a very fine flour used only in pizza-baking ovens"", ' [[Sara]] oh , and trace picked up some oregano in the sample', ' [[Sara]] when are you set to interview ben ?', ' ( Camera holds on GRISSOM . )']",1,"Victim,Death cause,Evidence"
9,"["" [[Brass]] you 're the registered owner of a lorcin .380"", ' [[Brass]] takes the same caliber bullet as the slugs we took out of the victim', "" [[Brass]] so , i 'm going to ask you one more time"", "" [[Brass]] where 's your gun ?"", ' [[Benjamin_Jennings]] i lost it', ' [[Brass]] do you think we believe that ?', ' [[Brass]] do you think', ' [[Grissom]] are you employed , ben ?', "" [[Benjamin_Jennings]] yeah ... yeah , um ... it 's a place called dante 's pizzeria"", "" [[Benjamin_Jennings]] it 's behind the strato '"", ' [[Grissom]] you make pizzas ?', ' [[Benjamin_Jennings]] well , i deliver the pizzas', "" [[Benjamin_Jennings]] it 's too hot back there with all the ovens and stuff"", "" [[Grissom]] do you , uh ... ever come into contact with the baking flour at dante 's ?"", ' [[Benjamine_Jennings]] mostly pizza boxes', ' [[Benjamine_Jennings]] why ?', "" [[Grissom]] well , 'cause we found flour on the victim and it 's the kind that 's used to make pizza"", ' [[Grissom]] can you explain that ?', ' [[Benjamin_Jennings]] no', "" [[Grissom]] ben , why do n't you earn yourself some points by telling me what the science is going to tell me anyway ?"", "" [[Benjamin_Jennings]] well , i do n't have to talk"", "" [[Grissom]] no ... but we 're going to figure it out"", ' [[Benjamin_Jennings]] look , if you know so much about these murders what do you need me for ?', ' [[Grissom]] murders ?', ' [[Grissom]] there are more bodies ?', ' ( Camera holds on BENJAMIN JENNINGS . )']",0,None
