scene_id,scene_text,in_summary,aspects
0,"[' ( The limo pulls up in front of the hotel . )', "" ( Cut to : A woman leans out the driver 's window and hands the valet a cash tip . )"", ' [[Valet_1]] thank you', ' [[Valet_1]] have a good night', ' ( The woman drives away . )', ' ( As he heads back , a second valet walks by him on his way to his own customer . )', ' [[Valet_2]] eagles covered , bro', ' [[Valet_2]] cough up the twenty', ' [[Valet_1]] man , backdoor touchdown', ' [[Valet_1]] man , kills you every time', ' ( The first valet hands the money over to the second valet . )', ' ( He grins and laughs as he checks the bill out . )', ' [[Valet_2]] ha-ha !', ' ( Cut back to the front door : SHERIFF RORY ATWATER and his dinner party walk out of the hotel . )', ' ( The women laugh at something he says . )', ' ( He heads over to the valet . )', "" ( Cut to : [_DRIVER_'S_POV_] ADAM WATSON drives up the hotel front heading for the valet service . )"", "" ( Resume : VALET 2 walks toward the driver 's window . )"", ' ( Cut to : SHERIFF RORY ATWATER tips the HEAD VALET and hands him the ticket for his car . )', "" ( VALET 2 reaches the car 's driver and leans in through the open window . )"", ' [[Valet_2]] welcome to the orpheus', ' [[Valet_2]] you checking in or just donating ?', ' [[Adam_Watson]] checking in', ' [[Valet_2]] any bags , sir ?', ' ( ADAM WATSON looks at the passenger seat to indicate the carry-on next to him . )', ' [[Adam_Watson]] i got this one', ' [[Adam_Watson]] grab the one in the trunk', ' ( VALET 2 walks around the back of the car . )', ' ( No sooner than he reaches the trunk , it explodes sending him flying high up into the air . )', ' ( Patrons around the area scream and duck at the unexpected attack ; fire engulfs the car interior shattering the car glass . )', "" ( The VALET 'S body lands on the asphalt with a thud . )"", ' ( SHERIFF RORY ATWATER watches from the side , crouched low . )']",1,"Crime scene,Victim,Death cause"
1,"[' ( Emergency Personnel , Fire Units and Officer Cars assist with helping the injured . )', ' ( The Fire Units work on putting the car fire out . )', ' ( GRISSOM and CATHERINE exit their vehicle and make their way toward the scene . )', ' ( SHERIFF RORY ATWATER speaks with a couple of members of the BOMB SQUAD . )', ' ( He looks up and sees GRISSOM and CATHERINE walking toward him . )', ' ( He turns and heads toward them . )', ' [[Sheriff_Rory_Atwater]] car bomb', ' [[Sheriff_Rory_Atwater]] driver and valet are dead', ' [[Sheriff_Rory_Atwater]] another valet is critical', ' [[Sheriff_Rory_Atwater]] got at least a dozen injured', ' [[Sheriff_Rory_Atwater]] i was having dinner here ; was on my way out', "" [[Sheriff_Rory_Atwater]] it 'd gone off a couple of seconds later , you 'd be picking my badge up off the ground"", "" [[Grissom]] thank god you 're all right"", ' [[Grissom]] sheriff , did they , uh , sweep the area for secondaries ?', "" [[Sheriff_Rory_Atwater]] bomb squad says it 's all clear"", "" [[Catherine]] we 'll photo-document the scene"", ' [[Catherine]] overalls from all angles', ' [[Catherine]] aerials as well', ' ( Suddenly consecutive gunfire rings out in the area . )', ' ( GRISSOM grabs CATHERINE and pushes her toward the nearest vehicle to shield her from the gunfire . )', ' ( The SHERIFF ducks down and heads for the vehicle as well . )', ' ( Uninjured people scream and run for cover . )', ' ( The gunfire continues . )', ' ( GRISSOM stays where he his using his body to cover CATHERINE . )', ' ( The SHERIFF draws his gun and stands up looking around for the shooter . )', ' ( GRISSOM looks around . )', ' ( The gunfire stops . )']",0,None
2,"[' ( GRISSOM and SHERIFF RORY ATWATER look into the open trunk at the partially burned suitcase inside . )', "" [[Sheriff_Rory_Atwater]] guess it was n't a sniper"", ' [[Grissom]] fixed ammunition in the trunk', ' [[Grissom]] the gunpowder must have heated up , and the , uh , rounds cooked off', ' ( Quick CGI of : Inside the back of the trunk , the suitcase is burning . )', ' ( Camera pushes into the suitcase where we see the box of ammunition burning . )', ' ( Sounds of the rounds going off as they heat up and explode . )', ' ( End of CGI . )', ' ( Resume to present . )', ' ( CATHERINE stands to the side of the car . )', "" [[Catherine]] i 'm going to start marking the evidence"", ' ( She steps away . )', ' ( GRISSOM moves from the back of the car to the front as he narrates what he thinks happened . )', ' [[Grissom]] i believe the , uh , glass pressure traveled from the rear of the vehicle , through the front', "" ( GRISSOM reaches the driver 's side shining his flashlight on the steering wheel . )"", ' ( He moves the light down to the floor where he finds a pair of feet flat on the floor cut off at the ankles . )', "" [[Grissom]] ... and evidently separated the driver 's body at the ankles"", ' [[Grissom]] david , we have body parts in the car !', "" [[David_Phillips]] i 've been looking for the feet"", "" [[Grissom]] i found 'em"", "" ( The SHERIFF stands to the side , his arms crossed looking at what GRISSOM 'S showing him . )"", ' [[Sheriff_Rory_Atwater]] we got ta id the driver asap', ' ( GRISSOM looks at the dash . )', "" [[Grissom]] well , the vin number 's still attached"", ' [[Sheriff_Rory_Atwater]] write that down', ' [[Sheriff_Rory_Atwater]] call in the dmv', ' [[Officer]] yes , sir', ' ( Cut to : DAVID PHILLIPS holds a burned hand cut off at the wrist . )', ' ( He gently wraps it in a white cloth . )', ' ( Cut to : CATHERINE places evidence markers on the ground as she sees something worth examining further . )', ' ( She places evidence marker # 34 on the ground next to an empty bullet casing . )', ' ( She straightens , takes a couple steps forward then places evidence marker # 35 on the ground next to what looks like a gun . )', ' ( She photographs it . )', ' ( In the background , a black vehicle pulls up . )', ' ( NICK exits the car . )', ' ( He looks around , sees her and walks over to her . )', ' [[Nick]] sorry , catherine', "" [[Nick]] traffic 's backed up all the way to the strip"", ' ( CATHERINE picks up the gun . )', ' [[Catherine]] got a sig-sauer', "" [[Catherine]] probably the driver 's"", "" [[Nick]] i 'll start bagging"", ' [[Nick]] gather the detritus and separate out the bomb components', ' [[Catherine]] okay', ' ( She points the camera downward and snaps another picture . )', ' ( Cut back to : The media van pulls up in front of the hotel . )', "" [[Grissom]] here 's press"", "" [[Grissom]] you 're on"", ' [[Grissom]] wish i could help , but , uh , i got a vehicle to process', ' ( The SHERIFF runs a hand through his hair . )', "" [[Sheriff_Rory_Atwater]] come on , grissom -- a bomb goes off these days , they 're going to assume it 's a hit"", ' [[Sheriff_Rory_Atwater]] what are you thinking ?', "" [[Grissom]] i 'm not thinking"", "" [[Grissom]] i 'm just looking"", ' ( The SHERIFF heads for the media vans and crew setting up their equipment . )', "" [[Sheriff_Rory_Atwater]] that 's good"", ' [[Sheriff_Rory_Atwater]] can i use that ?']",0,None
3,"["" ( Camera pans across the strip to a large lit billboard on THE MEDITERRANEAN for MYLES RUEBEN , 'Prince of Soul ' . )"", ' ( WARRICK , SARA and a detective walk into the hotel suite . )', "" ( There 's a body floating face down in the bubbling hot tub . )"", ' [[Detective_Vartann]] amelia rueben', ' [[Detective_Vartann]] twenty-five', ' [[Warrick]] she a guest ?', ' [[Warrick]] or a guest of a guest ?', "" [[Detective_Vartann]] myles rueben 's wife"", ' [[Sara]] who found her ?', "" [[Detective_Vartann]] about forty minutes ago , a maid walked in for 'turn-down ' service"", ' [[Detective_Vartann]] called hotel security', ' ( WARRICK starts taking pictures of the scene . )', ' [[Sara]] still on a timer', ' ( SARA sees something . )', ' ( She puts her kit down and reaches into the tub to pull out a glass . )', ' [[Sara]] got a wine glass', ' [[Warrick]] does myles know ?', "" [[Detective_Vartann]] he 's still onstage"", ' ( MYLES RUEBEN is on stage singing to a thrilled audience . )', "" [[Myles_Ruben]] hold up , slow to row / let 's lay low before you go too far / remember who you are / why you want to start givin ' me the third degree / all of this responsibility ... /"", ' ( HOTEL SUITE )', ' ( SARA opens her kit . )', ' ( WARRICK looks around the room and finds the wine bottle on the dressing table . )', ' [[Warrick]] got a wine bottle', ' ( He takes a picture of it , puts his camera aside and picks up the bottle to check it . )', ' [[Warrick]] almost empty', ' ( SARA glances over her shoulder at WARRICK . )', ' ( ON STAGE )', "" [[Myles_Ruben]] love ai n't gon na get me till i know i 'm ready"", ' ( HOTEL SUITE )', ' ( WARRICK glances from the bottle to SARA . )', ' [[Warrick]] alcohol', ' [[Warrick]] hot tub', ' [[Warrick]] a little bit too relaxed', ' ( Camera shot of AMELIA RUEBEN face down in the tub . )', ' ( ON STAGE )', ' [[Myles_Ruben]] ... that you see / you see / just a part of me / just a part of me', ' ( HOTEL SUITE )', ' ( ROBBINS checks the body temperature . )', ' ( The body is now out of the hot tub and on a gurney . )', ' [[Robbins]] temperature of the spa water makes liver temp irrelevant', "" [[Robbins]] but given the redness of her eyes , i 'd estimate she 's been dead less than an hour"", ' ( SARA processes the hot tub buttons . )', ' ( In the background , we can hear MYLES RUEBEN sing . )', ' ( ON STAGE )', "" [[Myles_Ruben]] you 're having visions of happy ever after , lost in love /"", ' ( HOTEL SUITE )', "" ( ROBBINS places the white sheet over AMELIA RUEBEN 'S head , covering her . )"", ' ( ON STAGE )', "" [[Myles_Ruben]] why you want the rush / why you want the rush / but yeah , i care for you / but i ca n't trust my heart the way that youdo / 'cause when it comes/to love"", ' ( HOTEL SUITE )', "" ( The CORONER 'S office wheels the gurney away . )"", ' ( SARA lifts a print off of the hot tub button . )', "" [[Warrick]] it just dawned on me what 's rueben 's biggest hit was"", "" [[Sara]] what 's that ?"", "" [[Warrick]] 'amelia '"", ' ( SARA turns and glances over her shoulder at WARRICK . )', ' ( ON STAGE )', "" [[Myles_Ruben]] girl , love ai n't gon na get me / gon na get me / till i know i 'm ready / you think you know me / oh / but i 'm hopin ' thatyou see / you see / just a fantasy"", "" ( Backstage , the curtains shift as WARRICK , SARA and SAM HOPKINS , MYLES ' manager enter . )"", ' ( They stand on the side and watch MYLES RUEBEN onstage . )', "" [[Sam_Hopkins]] i 'll handle this when myles breaks for the encore"", "" [[Sam_Hopkins]] been the kid 's manager since '97"", "" [[Myles_Ruben]] but i 'm hopin ' that you see"", ' [[Sam_Hopkins]] i should be the one to tell him', "" [[Myles_Ruben]] just a part of me / i 'm always gon na be / just a fantasy / a fantasy"", ' ( The song ends to the audience cheering and applauding . )', ' ( MYLES RUEBEN backs away and rushes off stage . )', ' ( A towel is handed to him and he walks down the steps toward SAM . )', ' ( Using the towel , MYLES dabs the sweat from his face . )', ' [[Myles_Ruben]] how was that , sam ?', ' [[Myles_Ruben]] sound good ?', ' [[Sam_Hopkins]] great , myles', ' [[Sam_Hopkins]] the best', ' [[Myles_Ruben]] what ?', "" [[Myles_Ruben]] what 's wrong ?"", ' [[Myles_Ruben]] i missed a high note , huh ?', ' [[Myles_Ruben]] man', ' [[Sam_Hopkins]] no , no , no', ' [[Sam_Hopkins]] everything sounded great', ' [[Sam_Hopkins]] listen , myles , these are crime scene investigators', "" [[Sam_Hopkins]] myles , uh ... there 's been an accident"", ' [[Myles_Ruben]] an accident ?', ' [[Myles_Ruben]] what , is it my mother ?', ' [[Myles_Ruben]] did-did something happen back east ?', "" [[Sam_Hopkins]] your mother 's fine"", "" [[Sam_Hopkins]] look , myles , it 's , uh"", ' ( SAM falters . )', ' ( He looks down , unable to continue . )', ' ( SARA picks it up . )', "" [[Sara]] mr rueben , i 'm very sorry to have to tell you this , but your wife is dead"", ' ( MYLES is stunned . )', ' ( He looks at SAM . )', ' ( SAM nods . )', ' ( MYLES looks around , lost . )', ' [[Myles_Ruben]] i got ta', ' [[Myles_Ruben]] i got ta', ' ( He turns and looks back at the audience who is clapping and chanting for an encore . )', ' [[Audience]] amelia !', ' [[Audience]] amelia !', ' ( He shakes his head and turns to SAM . )', ' [[Myles_Ruben]] turn the houselights up , sam', "" [[Myles_Ruben]] there 's no encore tonight"", ' ( MYLES walks past SAM and heads out . )', ' ( Everyone watches him go . )']",1,"Crime scene,Victim"
4,"[' ( GREG turns the hallway corner and walks into the garage where GRISSOM is working on the car . )', ' [[Greg]] i heard about the bombing', "" [[Greg]] i 'm here to help"", ' [[Grissom]] i located the seat of the explosion', ' [[Grissom]] the bomb was attached to the fuel tank', ' [[Greg]] gas-enhanced', ' [[Greg]] bomber maximized his bang', "" ( GRISSOM does n't look up , but motions to under the car . )"", ' [[Grissom]] you really want to help , climb under here and find the initiation switch', ' ( INTERCUT WITH : [_UNDER_THE_CAR_] GREG is on a dolly and pushes himself under the car . )', ' ( He uses his flashlight to examine under the car . )', ' ( GRISSOM examines the car steering wheel . )', ' ( GREG continues to examine under the car . )', ' ( He finds something . )', ' [[Greg]] got a stray wire', ' ( He follows the wire . )', ' [[Greg]] leading away from the gas tank , right into the center of the dash', ' ( Camera zooms to show us a close up of the frayed edge of the wire . )', ' [[Greg]] nowhere near the loom', ' ( Back in the front seat , GRISSOM shifts his gaze from examining the steering wheel to the dash . )', ' ( The damaged dash morphs back into its pre-explosion state . )', ' ( GRISSOM sees something . )', ' ( Quick CGI through the digital clock in the dash in to the mechanism inside . )', ' ( A small jolt of electricity sets off inside the clock . )', ' [[Grissom]] the digital clock was the switch', ' ( The camera follows the blue electrical jolt through the wiring in the digital clock . )', ' ( End of quick CGI . )', ' ( Resume to GRISSOM . )', ' [[Grissom]] it was time-activated', "" [[Greg]] what 's next ?"", ' [[Grissom]] nick has to reconstruct the bomb']",0,None
5,"[' ( NICK empties the tray with the bomb parts onto the table . )', ' ( He separates the larger pieces out of the mix and sets them aside . )', ' ( He picks up a piece , looks at it , then sets it aside . )', ' ( He picks up another piece , examines it and sets that aside next to the first piece . )', ' ( He empties the contents of the second tray onto the table and sorts through those items He examines every item piece by piece and sorts through them . )', "" ( Finally , he 's left with the wire . )"", ' ( He examines the wire and sets it aside . )', ' ( Camera zooms in to the group of small fragments on the table . )', ' ( Quick CGI : The fragments assemble themselves to show a pipe . )', ' ( Inside the pipe , is the wire . )', ' ( Finally , the exploding cap twists onto the end of the pipe . )', ' ( Camera pulls away to show the pipe resting on some clay stuck to two red stands . )', ' ( End of quick CGI . )', ' ( Resume to: )', ' ( NICK reports his findings to GRISSOM and SHERIFF RORY ATWATER . )', ' [[Nick]] it was a pipe bomb', ' [[Nick]] initiated by a lightbulb filament', ' [[Grissom]] bomb was attached to the fuel tank', ' [[Nick]] there were still magnet and solder fragments attached to the pipe', ' ( NICK shows the photo to the SHERIFF . )', ' [[Sheriff_Rory_Atwater]] did you find any kind of timing device ?', ' [[Nick]] digital clock in the dash', ' [[Sheriff_Rory_Atwater]] what about the type of explosive used ?', ' [[Grissom]] not yet', ' [[Nick]] i was about to analyze the chemical residue left on the bomb frags', ' [[Grissom]] be sure to do an organics and inorganics test', ' [[Nick]] will do', ' ( NICK leaves the office . )', "" ( The SHERIFF sighs , steps toward the seat in front of GRISSOM 'S desk and sits down . )"", ' [[Sheriff_Rory_Atwater]] so ... what does it all mean ?', ' [[Grissom]] what does what all mean ?', "" [[Sheriff_Rory_Atwater]] do n't play dumb with me , gil"", ' [[Sheriff_Rory_Atwater]] explosions lead the news', ' [[Sheriff_Rory_Atwater]] i need to know who , and i need to know why', ' [[Grissom]] well , the evidence is only teaching us about the bomb , not the bomber', ' [[Sheriff_Rory_Atwater]] what about a signature ?', ' [[Sheriff_Rory_Atwater]] is there anything distinct , unusual about this particular bomb ?', ' [[Grissom]] no', ' [[Grissom]] nothing']",0,None
6,"[' ( ROBBINS goes over the preliminary findings with SARA and WARRICK . )', "" [[Robbins]] amelia rueben did n't drown"", "" [[Robbins]] if she had , there 'd be fluid in her nasal sinuses"", ' ( Quick CGI to : AMELIA RUEBEN face-down in the water . )', ' ( Her head is submerged under the water . )', ' ( Camera zooms in toward her nose and in through her nose to show her sinuses . )', ' ( Water fills up the sinuses . )', ' [[Robbins]] clear as a bell', ' ( End of quick CGI . )', ' ( Resume to present . )', ' [[Sara]] what was the cause of death ?', ' [[Robbins]] cardiac arrest', ' ( WARRICK opens and references back to the file folder . )', ' [[Warrick]] she was only 25', ' [[Warrick]] was there some kind of defect ?', ' [[Robbins]] no , her heart was in perfect condition', ' [[Robbins]] in fact , i have it over here', ' ( ROBBINS motions to the side . )', ' ( They all step to gather around the tray with the heart in it . )', ' [[Robbins]] see the myocardium ?', "" [[Robbins]] there 's no evidence of hemorrhage , infarct or scarring"", ' [[Robbins]] no coronary occlusions', "" [[Robbins]] i ca n't explain it"", "" [[Warrick]] it 's like a mystery of the heart"", ' ( ROBBINS and SARA turn to look at WARRICK . )', ' ( He raises his head to look back at them . )']",0,None
7,"[' ( Scene opens on the burned gun in a tray . )', ' ( BOBBY DAWSON explains his findings to CATHERINE . )', ' [[Bobby_Dawson]] so , that sig-sauer you found', ' [[Catherine]] yes', ' [[Bobby_Dawson]] relatively nondescript', ' [[Bobby_Dawson]] uh , the blue stuff , sent a sample to trace', "" [[Bobby_Dawson]] pretty sure it 's from some sort of bag that melted in the explosion"", ' [[Catherine]] right', "" [[Catherine]] and the bullets from the camaro 's trunk ?"", ' [[Bobby_Dawson]] a-ha', ' [[Bobby_Dawson]] pre-fragmented ammo', "" [[Bobby_Dawson]] now they 're unique"", "" [[Bobby_Dawson]] exemplar 's under the magnifier"", ' ( CATHERINE looks at the bullet under the magnifier . )', ' ( Camera zooms in to the bullet for a close-up . )', ' [[Bobby_Dawson]] copper jacket contains lead shot sealed with a clear epoxy plug', "" [[Catherine]] i 've never seen anything like that"", "" [[Bobby_Dawson]] it 's designed to enter a target , but not exit"", ' ( Quick flash to : A bullet is fired from a gun and impacts through a clothed target . )', ' ( The shirt disappears to reveal the chest and an x-ray view of the chest . )', ' ( The camera angle turns sideways to show the bullet enter the chest and dissipate inside the body . )', ' ( End of quick flash . )', ' ( Resume to present . )', ' [[Catherine]] penetration , not perforation', ' [[Catherine]] why ?', "" [[Bobby_Dawson]] well , say you 're on a commercial flight"", ' [[Bobby_Dawson]] plane gets hijacked', ' [[Bobby_Dawson]] us air marshal needs to take down the hijacker', ' [[Catherine]] ... but not the plane', ' [[Bobby_Dawson]] right', "" [[Bobby_Dawson]] nowadays , magsafes are sold commercially , but there 's really not much of a market"", "" [[Bobby_Dawson]] so chances are , your driver 's a federal air marshal""]",0,None
8,"[' ( Scene opens on a close up of two prints , side-by-side , on the monitor screen . )', ' ( The computer is trying to match the print through the database . )', ' ( Different angle on the room . )', ' ( SARA sits behind the monitor while WARRICK watches next to her . )', ' ( The computer beeps . )', ' ( Back to the monitor to show the print match . )', "" [[Sara]] it 's a match"", ' [[Sara]] prt on the hot tub dial was sam hopkins', ' ( Monitor shows the following information: )', "" [[Warrick]] rueben 's manager ?"", ' [[Warrick]] amelia was butt-naked in the hot tub', ' [[Warrick]] what was he doing in her room tweaking dials ?', "" [[Sara]] while her husband 's onstage ?"", ' ( GREG walks into the lab . )', ' [[Greg]] spectroscopy just got back', ' [[Greg]] hydrofluoric acid in her system', "" [[Sara]] is n't that an industrial solvent ?"", ' [[Greg]] high-powered stuff', ' [[Greg]] mainly used to remove rust , clean glass , brighten aluminum , dissolve silicas ... and commit murder', ' [[Warrick]] she was poisoned', ' [[Warrick]] that would explain her heart attack']",1,Death cause
9,"[' ( SAM HOPKINS is standing center stage while the spotlight is on him . )', ' ( He shields his eyes from the lights and yells to the LightMan , Jimmy . )', "" [[Sam_Hopkins]] you 're killing me , jimmy"", "" [[Sam_Hopkins]] you 're killing me"", ' [[Sam_Hopkins]] all night the spotlight was off', ' [[Sam_Hopkins]] way too hot on his face', "" [[Sam_Hopkins]] it 's too hot on me right now"", "" [[Sam_Hopkins]] they guy 's not wayne newton , all right ?"", ' [[Sam_Hopkins]] can you see it on my face , jim ?', ' [[Sam_Hopkins]] i need ... jimmy', ' [[Sam_Hopkins]] thank', ' [[Sam_Hopkins]] i need a cast shadow on him for all the love songs', ' ( SARA and WARRICK stand in front of the stage . )', ' [[Warrick]] mr hopkins , could you answer the question , please', ' ( SAM HOPKINS steps aside to pay attention to them . )', ' [[Sam_Hopkins]] sorry', ' ( He kneels down on stage to look at them . )', "" [[Sam_Hopkins]] yes , i was in amelia 's room"", "" [[Sam_Hopkins]] i 'm in there all the time"", "" [[Sam_Hopkins]] we 're like family"", ' [[Sara]] we know you were close', ' [[Sara]] do you always turn on the hot tub for her ?', ' [[Sam_Hopkins]] i represent one of the biggest headliners in town', ' [[Sam_Hopkins]] wear a lot of hats : manager , marriage counselor , confidante', ' [[Sam_Hopkins]] i kept myles happy by keeping her happy', ' ( Quick flashback to : [_BATHROOM_] AMELIA is in the hot tub as the water runs , filling the tub . )', ' ( SAM HOPKINS stands nearby . )', ' [[Sam_Hopkins]] amelia , anything else i can get for you ?', "" ( AMELIA does n't answer , although she glances at SAM . )"", "" ( Cut to : AMELIA again does n't answer . )"", ' ( SAM kneels down next to the hot tub . )', ' [[Sam_Hopkins]] look , sweetheart', "" [[Sam_Hopkins]] here 's how this works"", ' [[Sam_Hopkins]] you give him his space , he sings his heart out', ' [[Sam_Hopkins]] honey , we all prosper', ' [[Sam_Hopkins]] let me set up a dinner for you two -- quiet , alone -- after the show', ' [[Amelia_Ruben]] no work', ' [[Amelia_Ruben]] never happen', ' [[Sam_Hopkins]] relax', ' ( He reaches and turns the water off . )', ' [[Sam_Hopkins]] give me an hour', ' ( He turns to leave the bathroom . )', ' ( AMELIA reaches for her wineglass . )', ' ( End of flashback . )', ' ( Resume to present . )', "" [[Warrick]] but you must admit , the boss ' wife , naked in a hot tub , looks kind of funky"", ' [[Sam_Hopkins]] look at me', ' [[Sam_Hopkins]] do i look like a threat ?', "" [[Sam_Hopkins]] the reason i 've succeeded in this business , i do n't squat where i eat , you know what i mean ?"", "" [[Sara]] all right , let 's talk about drinking"", ' [[Sara]] there was a bottle of wine found near the tub', ' [[Sara]] did you have a drink with her ?', ' [[Sam_Hopkins]] no', ' [[Sam_Hopkins]] never', "" [[Sam_Hopkins]] i do n't touch it"", "" [[Sam_Hopkins]] i 'm on call 24/7"", ' [[Sam_Hopkins]] myles can pick up the phone , have me do anything , anytime', ' [[Sam_Hopkins]] fly to l.a. , pick someone up at the airport', "" [[Warrick]] so , you 'd do just about anything for him then ?"", ' [[Sam_Hopkins]] when it comes to myles , yeah', "" [[Sam_Hopkins]] what 's this all about ?"", "" [[Sara]] mr hopkins , amelia did n't drown"", ' [[Sara]] she was poisoned', ' [[Sam_Hopkins]] poisoned ?', ' [[Sam_Hopkins]] by who ?', "" [[Warrick]] that 's what we 're trying to find out""]",0,None
