scene_id,scene_text,in_summary,aspects
0,"[' ( GRISSOM and CATHERINE stand next to a film projector and watch the film on screen . )', ' ( The FILM PROCESSOR , who called it in , stands on the opposite side of the projector . )', "" ( On screen , she 's showing them the p0rn film she recently developed . )"", ' ( On screen , the man finishes and the woman lies back on the bed . )', ' [[FILM_PROCESSOR_(WOMAN)]] okay , this is where it got weird', ' ( On screen , the man pulls the woman off of the bed by the wrist . )', ' ( He holds her up close , his back to the camera . )', ' ( He pulls a knife . )', ' ( The woman struggles to get out of his grip . )', "" ( The man puts the knife against the woman 's neck . )"", "" [[Woman]] do n't"", "" ( He pulls the knife and cuts the woman 's neck , blood spatters everywhere . )"", ' ( The woman struggles to breathe , then falls to the floor and out of camera frame . )', "" ( CATHERINE is n't unaffected by the film . )"", "" [[FILM_PROCESSOR_(WOMAN)]] i 've processed hundreds of bogus snuff films but this , this one just felt different"", ' [[Catherine]] yeah , it should', ' [[Catherine]] arterial spray was real', ' ( GRISSOM watches grimly as the blood drops on the camera lens slowly slide downward . )', "" [[Grissom]] it 's not fake blood"", "" [[Grissom]] it 's human"", ' [[Grissom]] that was a murder ... on 16 millimeter', ' ( GRISSOM puts on his gloves to handle the film . )', ' [[Grissom]] has this pornographer sent you film to be developed in the past ?', "" [[FILM_PROCESSOR_(WOMAN)]] i 'm sure he has"", ' [[FILM_PROCESSOR_(WOMAN)]] we get raw film from hundreds of adult film companies', ' [[FILM_PROCESSOR_(WOMAN)]] no names , just those private boxes', "" [[FILM_PROCESSOR_(WOMAN)]] you can film p0rn , develop it , sell it , buy it but you ca n't send it through the u.s. mail"", "" [[Catherine]] i 've got several envelopes here from various private shipping companies"", "" [[Grissom]] we 'll be taking those with us as well"", ' [[FILM_PROCESSOR_(WOMAN)]] whatever', "" ( GRISSOM 'S cell phone rings . )"", ' ( He answers it . )', ' [[Grissom]] grissom', "" [[Brass]] it 's brass""]",1,"Crime scene,Victim,Death cause"
1,"[' [[Brass]] i got a d.b', ' [[Brass]] out on henderson road', "" [[Grissom]] i 'm already on a case"", ' [[Brass]] yeah , well , reconsider', ' [[Brass]] i mean , these ants came flying out of the body', "" [[Brass]] they 're taking chunks out of the coroner"", "" [[Brass]] the csi day guy says he 's not going near the body again !"", "" [[Grissom]] they 're fire ants , brass"", ' [[Grissom]] keep everyone away from the colony', "" [[Grissom]] they 're evidence"", ' ( Behind BRASS , DAVID PHILLIPS tries to get the ants off of him . )', ' [[Brass]] reconsider', ' [[Brass]] bring bug spray', ' [[Grissom]] no bug spray !']",0,None
2,"[' ( BRASS escorts GRISSOM to the dead body . )', ' [[Brass]] so a kid was driving along and spotted the tool box', ' [[Brass]] he thought it would look good in his pickup truck', ' [[Brass]] so he looked inside and freaked out', ' [[Brass]] ran to call for help', ' ( GRISSOM and BRASS reach DAVID PHILLIPS . )', ' [[David_Phillips]] hey ... grissom', ' [[David_Phillips]] you ever see anything like this ?', ' ( DAVID holds his arm out for GRISSOM to look at . )', ' ( There are angry puffy bite marks on his arm . )', "" [[Grissom]] well , any species that finds itself in a place it does n't belong can do this kind of damage"", ' [[Grissom]] what are you using ?', ' [[David_Phillips]] cortisone', "" [[Grissom]] that 'll help"", ' ( GRISSOM and BRASS continue on to the body . )', ' [[Brass]] you know , i heard that these things can kill a deer', ' [[Brass]] is that ... is that right ?', ' [[Grissom]] well , with enough colonies they can kill people', ' [[Brass]] what about our person ?', ' [[Grissom]] well , only if they also learned how to put him in a box and dump him in a ditch']",1,"Crime scene,Victim"
3,"[' ( The tool box lid opens . )', ' ( Inside is a dead body eaten away down to its bones . )', ' ( The entire body is covered with fire ants . )', ' ( Behind him , BRASS coughs at the smell . )', ' [[Brass]] man or woman ?', ' ( GRISSOM brushes away some of the flying ants from his sight . )', ' [[Grissom]] ant hill', "" [[Grissom]] they 're using this body as a colony site"", "" [[Grissom]] i 'm going to have to take this box and the specimen back to the lab as is"", ' [[Grissom]] these insects are evidence']",0,None
4,"[' ( CATHERINE and DET SULIK walk in the hallway as he fills her in on the info about the snuff film . )', ' [[Det._Sulik]] i followed up on the private mail depot for our snuff movie', ' [[Det._Sulik]] the place has got over a thousand boxes no records of renters and they deal in cash only', ' [[Catherine]] dead trail', ' [[Det._Sulik]] yeah', ' [[Catherine]] i got archie to digitize that film blow up a head shot of our victim', ' ( CATHERINE hands DET SULIK a photograph of the woman . )', "" [[Det._Sulik]] i find any missing persons that match her description , i 'll beep you"", ' [[Catherine]] thanks , sulik']",0,None
5,"[' ( SARA is looking at the film negative with a magnifying glass . )', ' ( CATHERINE walks into the lab . )', ' [[Catherine]] find any fingerprints ?', ' [[Sara]] i should be able to', "" [[Sara]] imaging components on a filmstrip are held together by gelatin same stuff that makes jell-o jiggle , but they 're smudged"", ' [[Sara]] i can tell you that the film was manufactured in 2002 by a big company', "" [[Sara]] homicide 's contacting them now to get a buyer 's list"", ' ( CATHERINE puts on a pair of gloves . )', "" [[Catherine]] wo n't help"", "" [[Catherine]] pornos buy 'short ends ' from legitimate clearing houses"", "" [[Catherine]] saves money and they 're impossible to trace"", ' [[Sara]] really ?', ' [[Catherine]] i pulled a porno ring using teenage girls a couple years ago', ' [[Catherine]] learned all you want to know about the adult entertainment industry', ' ( CATHERING picks up a film negative strip and looks at it through a magnifying glass . )', ' [[Catherine]] hell of a way to go', "" ( SARA 'S silent for a moment . )"", ' [[Sara]] i always thought that snuff films were an urban myth', ' [[Sara]] i mean , outside of urban bangkok', ' ( CATHERINE puts the film down and looks at SARA . )', "" [[Catherine]] fbi 's official position on snuff films in the u.s. of a ?"", ' [[Catherine]] no such thing', "" [[Sara]] what 's their unofficial position ?"", ' [[Catherine]] single film goes for hundred grand ... original negative', ' ( CATHERINE goes back to looking at the negative . )', ' [[Sara]] and this snuff filmmaker decided to send his film out to get processed', "" [[Catherine]] greedy does n't mean smart""]",0,None
6,"[' ( DOC ROBBINS struggles to put on his protective suit around his leg . )', ' ( Next to him , GRISSOM also puts on his suit . )', ' [[Robbins]] come on , you bitch !', "" [[Robbins]] i 'm allergic to red ants , you know"", ' ( GRISSOM puts his head gear on and works to put his gloves on . )', ' ( ROBBINS does the same . )', ' [[Grissom]] yeah ?', ' [[Grissom]] i put them on my eggs', "" [[Robbins]] if they 're dead , i hope"", ' ( They both enter the autopsy room . )']",0,None
7,"[' ( GRISSOM and ROBBINS carry the body to the examining table . )', ' ( The entire room is covered with plastic to keep the insects inside . )', ' ( GRISSOM starts to sprinkle white powder along the edge of the table . )', "" [[Robbins]] something tells me that is n't black flag"", ' [[Grissom]] ecozone pyrethrum', ' [[Grissom]] toxic to ants , fleas , roaches and silverfish', ' [[Robbins]] and how does an entomologist feel about putting ants to death ?', "" [[Grissom]] i view them as martyrs in a scientist 's holy war"", ' [[Robbins]] i see', ' [[Robbins]] man without a face', ' [[Grissom]] timeline for death ?', ' [[Robbins]] hard to say between the insects and the elements', ' [[Robbins]] at least a year', ' [[Grissom]] it smells more like two', ' [[Robbins]] multiple fractures of both clavicles', ' ( Quick CGI POV to the right clavicle of the body . )', ' ( The ants and grime disappear and only the clean bone is left for us to view . )', ' ( The bone breaks . )', ' [[Robbins]] right clavicle healed ... broken four months before death', ' ( The bone heals up . )', ' ( Camera moves over the ant-infested body to the left clavicle and focuses in on the second break . )', ' [[Robbins]] left was more recent ... hairline fractures are still present', ' ( End of CGI POV . )', ' ( Resume to present . )', ' [[Robbins]] give me a hand turning him over , will you ?', ' ( They turn the body over . )', ' [[Grissom]] what are these ?', "" ( GRISSOM sticks his fingers in two almost identical wounds on the body 's back . )"", "" [[Robbins]] i 'm not sure"", ' [[Robbins]] sharp impact wounds to the interscapular', ' [[Robbins]] same trauma here in the vertebrel', ' [[Grissom]] stab wounds ?', "" [[Robbins]] i ca n't say"", ' [[Robbins]] uh , maybe some round weapon of some sort', ' [[Grissom]] what , two feet apart ?', ' [[Grissom]] more like 18 inches', ' ( GRISSOM sees something . )', ' ( He digs in his pocket for a forceps and removes something from the body . )', ' ( He holds it up . )', ' [[Robbins]] what ?', ' [[Grissom]] a pupa case', ' [[Robbins]] is that a good thing or a bad thing ?', "" [[Grissom]] it 's a good thing"", ' [[Grissom]] if i can postdate the pupa i can establish an entomological timeline']",1,Evidence
8,"[' ( WARRICK and ARCHIE work on getting information from the snuff film . )', "" [[Warrick]] okay , all right , let 's run this back again from the beginning"", ' [[Warrick]] this time without the sound', ' ( ARCHIE clicks on the keyboard and the film rewinds . )', ' [[Warrick]] all right', ' ( They reach the beginning of the film where the woman is on the bed and the man in the robe walks into the room . )', ' ( The man disrobes . )', ' [[Warrick]] stop', ' ( ARCHIE punches a key on the keyboard and the film pauses . )', ' [[Warrick]] can you zoom in on his back ?', "" ( ARCHIE boxes and enlarges a mark on the man 's back . )"", ' [[Warrick]] what is that ?', ' [[Warrick]] a mole ?', ' [[Archie_Johnson]] non-cancerous', ' [[Warrick]] you think ?', ' [[Warrick]] too bad , the b*st*rd', ' [[Warrick]] this room is like a dime a dozen it could be anywhere in vegas', ' [[Warrick]] between the drapes can you get any other detail outside of that window ?', ' [[Archie_Johnson]] uh', "" [[Archie_Johnson]] i 'll reverse the polarization see if we can get any more information from this frame"", ' [[Warrick]] that looks like a blob outside of the window', "" [[Warrick]] it 's spherical"", ' [[Archie_Johnson]] blow it up', ' [[Archie_Johnson]] times ten', ' [[Warrick]] the stratosphere tower', ' [[Warrick]] south face maybe ?', ' [[Warrick]] using that stratosphere tower as a point of reference could you triangulate and pinpoint the street that this was filmed on ?', ' [[Archie_Johnson]] i can', ' ( ARCHIE gets to work . )']",1,Evidence
9,"[' ( DET SULIK , CATHERINE , SARA and WARRICK make their way up the driveway . )', "" [[Det._Sulik]] hotel 's in receivership"", ' [[Det._Sulik]] the security guy says the elevator still works', "" [[Warrick]] we 're going to need to talk to him"", ' [[Det._Sulik]] soon as he gets off the phone with the owner']",0,None
