caseID	sentID	speaker	word	killer_gold	other_gold	suspect_gold	human_guess	medion_time	start_time	end_time	i1_time	i2_time	i3_time	i4_time	i5_time
1	0	None	laureltrent	N	Y	N	N	00:00:11.301	00:00:06.002000	00:00:16.600000	00:00:06.24000	00:00:06.87467	00:00:12.17067	00:00:12.43200	00:00:14.05333
1	0	None	stands	N	N	N	N	00:00:11.301	00:00:06.002000	00:00:16.600000	00:00:06.24000	00:00:06.87467	00:00:12.17067	00:00:12.43200	00:00:14.05333
1	0	None	at	N	N	N	N	00:00:11.301	00:00:06.002000	00:00:16.600000	00:00:06.24000	00:00:06.87467	00:00:12.17067	00:00:12.43200	00:00:14.05333
1	0	None	the	N	N	N	N	00:00:11.301	00:00:06.002000	00:00:16.600000	00:00:06.24000	00:00:06.87467	00:00:12.17067	00:00:12.43200	00:00:14.05333
1	0	None	kitchen	N	N	N	N	00:00:11.301	00:00:06.002000	00:00:16.600000	00:00:06.24000	00:00:06.87467	00:00:12.17067	00:00:12.43200	00:00:14.05333
1	0	None	sink	N	N	N	N	00:00:11.301	00:00:06.002000	00:00:16.600000	00:00:06.24000	00:00:06.87467	00:00:12.17067	00:00:12.43200	00:00:14.05333
1	0	None	washing	N	N	N	N	00:00:11.301	00:00:06.002000	00:00:16.600000	00:00:06.24000	00:00:06.87467	00:00:12.17067	00:00:12.43200	00:00:14.05333
1	0	None	the	N	N	N	N	00:00:11.301	00:00:06.002000	00:00:16.600000	00:00:06.24000	00:00:06.87467	00:00:12.17067	00:00:12.43200	00:00:14.05333
1	0	None	coffee	N	N	N	N	00:00:11.301	00:00:06.002000	00:00:16.600000	00:00:06.24000	00:00:06.87467	00:00:12.17067	00:00:12.43200	00:00:14.05333
1	0	None	cup	N	N	N	N	00:00:11.301	00:00:06.002000	00:00:16.600000	00:00:06.24000	00:00:06.87467	00:00:12.17067	00:00:12.43200	00:00:14.05333
1	0	None	wiping	N	N	N	N	00:00:11.301	00:00:06.002000	00:00:16.600000	00:00:06.24000	00:00:06.87467	00:00:12.17067	00:00:12.43200	00:00:14.05333
1	0	None	it	N	N	N	N	00:00:11.301	00:00:06.002000	00:00:16.600000	00:00:06.24000	00:00:06.87467	00:00:12.17067	00:00:12.43200	00:00:14.05333
1	0	None	and	N	N	N	N	00:00:11.301	00:00:06.002000	00:00:16.600000	00:00:06.24000	00:00:06.87467	00:00:12.17067	00:00:12.43200	00:00:14.05333
1	0	None	putting	N	N	N	N	00:00:11.301	00:00:06.002000	00:00:16.600000	00:00:06.24000	00:00:06.87467	00:00:12.17067	00:00:12.43200	00:00:14.05333
1	0	None	it	N	N	N	N	00:00:11.301	00:00:06.002000	00:00:16.600000	00:00:06.24000	00:00:06.87467	00:00:12.17067	00:00:12.43200	00:00:14.05333
1	0	None	aside	N	N	N	N	00:00:11.301	00:00:06.002000	00:00:16.600000	00:00:06.24000	00:00:06.87467	00:00:12.17067	00:00:12.43200	00:00:14.05333
1	0	None	as	N	N	N	N	00:00:11.301	00:00:06.002000	00:00:16.600000	00:00:06.24000	00:00:06.87467	00:00:12.17067	00:00:12.43200	00:00:14.05333
