caseID	sentID	speaker	word	killer_gold	other_gold	suspect_gold	human_guess	medion_time	start_time	end_time	i1_time	i2_time	i3_time	i4_time	i5_time
1	0	None	a	N	N	N	N	00:00:09.321	00:00:06.002000	00:00:12.640000	00:00:06.24000	00:00:06.90133	00:00:07.45067	00:00:07.61067	00:00:12.49067
1	0	None	police	N	N	N	N	00:00:09.321	00:00:06.002000	00:00:12.640000	00:00:06.24000	00:00:06.90133	00:00:07.45067	00:00:07.61067	00:00:12.49067
1	0	None	car	N	N	N	N	00:00:09.321	00:00:06.002000	00:00:12.640000	00:00:06.24000	00:00:06.90133	00:00:07.45067	00:00:07.61067	00:00:12.49067
1	0	None	pulls	N	N	N	N	00:00:09.321	00:00:06.002000	00:00:12.640000	00:00:06.24000	00:00:06.90133	00:00:07.45067	00:00:07.61067	00:00:12.49067
1	0	None	up	N	N	N	N	00:00:09.321	00:00:06.002000	00:00:12.640000	00:00:06.24000	00:00:06.90133	00:00:07.45067	00:00:07.61067	00:00:12.49067
1	0	None	the	N	N	N	N	00:00:09.321	00:00:06.002000	00:00:12.640000	00:00:06.24000	00:00:06.90133	00:00:07.45067	00:00:07.61067	00:00:12.49067
1	0	None	parking	N	N	N	N	00:00:09.321	00:00:06.002000	00:00:12.640000	00:00:06.24000	00:00:06.90133	00:00:07.45067	00:00:07.61067	00:00:12.49067
1	0	None	lot	N	N	N	N	00:00:09.321	00:00:06.002000	00:00:12.640000	00:00:06.24000	00:00:06.90133	00:00:07.45067	00:00:07.61067	00:00:12.49067
1	0	None	and	N	N	N	N	00:00:09.321	00:00:06.002000	00:00:12.640000	00:00:06.24000	00:00:06.90133	00:00:07.45067	00:00:07.61067	00:00:12.49067
1	0	None	stops	N	N	N	N	00:00:09.321	00:00:06.002000	00:00:12.640000	00:00:06.24000	00:00:06.90133	00:00:07.45067	00:00:07.61067	00:00:12.49067
1	0	None	in	N	N	N	N	00:00:09.321	00:00:06.002000	00:00:12.640000	00:00:06.24000	00:00:06.90133	00:00:07.45067	00:00:07.61067	00:00:12.49067
1	0	None	front	N	N	N	N	00:00:09.321	00:00:06.002000	00:00:12.640000	00:00:06.24000	00:00:06.90133	00:00:07.45067	00:00:07.61067	00:00:12.49067
