scene_id,scene_text,in_summary,aspects
0,"[' ( Camera holds over the city . )', ' ( Thunder rumbles ; lightning flashes in the sky . )']",0,None
1,"[' ( The front left glass door is open . )', ' ( Building number 5595 . )', ' ( Thunder rumbles outside . )']",0,None
2,"[' ( Camera moves slowly down the hallway toward the bedroom door . )', "" ( There 's a bicycle resting against the wall in the hallway ; the light from outside illuminates the bathroom . )"", ' ( Lightning flashes . )', ' ( The camera turns the corner and enters the bedroom . )', "" ( There 's someone asleep in the bed . )"", ' ( The camera lingers in the doorway . )']",0,None
3,"[' ( EILEEN SNOW suddenly gets up . )', ' ( She sits up in bed and looks out the open bedroom door . )', ' ( Thunder rumbles ; lightning flashes . )', ' ( She looks outside the bedroom window , then around the bedroom . )', ' ( The closet light is on . )', ' ( She lies back down in bed , leans on her side and tries to go back to sleep . )', ' ( Again , she suddenly gets up in bed . )', ' ( Thunder claps outside as lightning flashes through the window . )', ' ( She swallows as she stares straight ahead at the shadows in front of her . )', ' ( Lightning flashes . )', "" ( This time , there 's a man holding a cord in his hands and standing at the foot of the bed . )"", "" ( He 's wearing a hooded sweatshirt that covers his face . )"", ' ( EILEEN SNOW starts screaming . )', ' ( The man snaps the iron cord . )', ' ( EILEEN SNOW backs away from him . )', ' ( The iron falls . )', ' ( EILEEN SNOW screams )']",1,"Crime scene,Victim"
4,"[' ( GRISSOM walks into the bedroom carrying his kit . )', ' ( BRASS follows behind him . )', ' ( There are other officers already in the room . )', "" ( Though we ca n't see the body , GRISSOM pauses near the bed , his eyes glued to the body . )"", ' [[Brass]] eileen jane snow', "" [[Brass]] lady she carpools with could n't get her to answer the door"", ' [[Brass]] police broke in', ' [[Grissom]] this is exactly the same as the last two', ' [[Brass]] audrey hayes was strangled in her basement and the other one ended up in a park', "" [[Grissom]] different m.o. , but it 's the same signature"", ' [[Brass]] m.o', "" [[Brass]] is how he breaks in signature 's what he does once inside"", ' ( A Camera flashes . )', ' ( Close up of EILEEN SNOW on the bed . )', ' ( Her hands are tied together to the bed metal headboard . )', ' ( Her mouth is bruised . )', ' ( Her eyes are open . )', ' ( Cut back to GRISSOM . )', ' [[Grissom]] three or four overpowering blows to the head from a homemade weapon fashioned at the scene', ' ( A camera flash to : Close up of the iron used to subdue EILEEN SNOW . )', ' ( Cut back to GRISSOM . )', ' [[Grissom]] forces her to drink a mixture of sodium amytal as a chemical restraint', ' ( Flash to white . )', "" ( Close up of the drinking glass discarded on it 's side . )"", ' [[Grissom]] overligature of the victim', ' [[Grissom]] ... and an object rape', ' [[Grissom]] then he strangles her', ' [[Grissom]] ejaculates on the bedsheets', ' ( SARA walks in and sees the body . )', ' [[Grissom]] and as a final act of degradation he poses her like a pinup', ' ( She reacts to the sight of yet another body in a series of serial rapes . )', ' [[Sara]] damn it', ' ( BRASS turns around to look at SARA . )', ' [[Brass]] sara', ' [[Sara]] damn that guy', ' ( SARA starts to walk out of the bedroom . )', ' ( GRISSOM follows her outside to the hallway . )']",1,None
5,"[' ( GRISSOM takes SARA out into the hallway . )', ' [[Grissom]] listen , no emotions in here', "" [[Sara]] he 's escalating , grissom"", "" [[Grissom]] that 's the pattern ; it 's a continuum"", ' [[Sara]] guess he wants to get caught', ' [[Grissom]] signature killers never want to get caught', "" [[Grissom]] and they wo n't stop until they do""]",0,None
6,"[' ( SARA and WARRICK are in the bedroom near the bed . )', ' ( SARA is looking at the tape lift in her hand ; WARRICK is going through the sheets on the bed . )', "" [[Sara]] i have tape-lifted , roll-lifted -- i 'm not finding one hair"", ' ( GRISSOM walks into the room and lingers near the door . )', "" ( He 's carrying a clipboard as he watches them work . )"", ' [[Grissom]] i wonder what that might mean', ' [[Sara]] he vacuumed this place before he left', "" [[Sara]] we 've established that he utilizes materials from the victim 's domicile"", ' ( Thinking about it , SARA walks over to the closet to look for the vacuum cleaner . )', ' ( She pushes the closet door open to reveal the vacuum cleaner just inside . )', ' ( GRISSOM leans over to look at the bedside table . )', ' ( WARRICK continues to check the bed sheets . )', ' ( SARA opens the machine and looks inside . )', ' [[Sara]] hey , guys', ' [[Sara]] he took the bag', ' ( GRISSOM shakes his head . )', ' [[Grissom]] well , look for prints', "" ( Before she can do anything , CATHERINE walks in She 's carrying something that looks for prints and is wearing protective eyewear . )"", "" [[Catherine]] do n't bother"", "" [[Catherine]] there are n't any"", ' [[Catherine]] just like the last time', "" [[Catherine]] the guy 's mr clean"", ' [[Catherine]] here , knock yourself out', ' [[Sara]] thanks', ' ( CATHERINE hands it over to SARA who takes it . )', ' [[Grissom]] he stalked this woman', ' [[Grissom]] he knew how much time he had in this apartment to kill her , and to clean up after himself', "" [[Catherine]] i 'll tell brass to check for s*x offenders in a two-mile radius"", ' [[Grissom]] yeah , have him check peeping toms , too five years back', "" [[Grissom]] that 's how they get started"", ' ( CATHERINE turns to leave the room . )', ' ( WARRICK looks up from his spot near the bed . )', ' [[Warrick]] peeping toms to murderers ?', "" [[Grissom]] it 's about crossing boundaries"", "" [[Grissom]] it 's like , uh , with cake , you know ?"", "" [[Grissom]] you 're just going to have a little bit of the frosting and you end up eating the entire plate"", ' ( WARRICK pulls the bed cover aside . )', ' ( He sees a single hair strand . )', ' [[Warrick]] nobody move', ' ( He picks it up and holds it up . )', ' [[Warrick]] mr clean needs a maid', "" [[Warrick]] i 'm going to take this back to the lab"", ' ( SHERIFF BRIAN MOBLEY walks up to the door and looks around . )', ' ( He sees GRISSOM . )', ' [[Sheriff_Brian_Mobley]] gil', ' [[Sheriff_Brian_Mobley]] i need a word with you outside', ' ( GRISSOM sighs . )', ' ( The SHERIFF leaves . )', ' ( GRISSOM glances over at WARRICK . )']",0,None
7,"[' ( THE SHERIFF walks out of the apartment . )', ' ( GRISSOM is close behind him . )', ' ( The SHERIFF is headed somewhere . )', "" [[Grissom]] you 're bringing the fbi in ?"", ' [[Grissom]] why ?', "" [[Sheriff_Brian_Mobley]] they offered their assistance , and i 'm inclined to take it"", "" [[Sheriff_Brian_Mobley]] of course , uh , i 'd want to make sure you 're okay with that"", ' ( GRISSOM puts his sunglasses on . )', ' ( In the background , we hear people from the news media talking . )', "" [[Grissom]] i-i do n't believe the investigation should go that way , brian"", ' [[Grissom]] i mean , roadblocks and special ops ?', "" [[Sheriff_Brian_Mobley]] oh , that 's a pity , 'cause i do"", "" [[Sheriff_Brian_Mobley]] maybe you 'll feel different when you meet rick culpepper"", ' ( A man in a suit approaches them . )', ' ( He holds out his hand to the Sheriff . )', ' ( Behind him standing just behind the crime scene tape is the news media . )', ' [[Agent_Rick_Culpepper]] sheriff mobley', ' [[Sheriff_Brian_Mobley]] rick', ' ( They shake hands . )', ' ( AGENT RICK CULPEPPER turns to GRISSOM . )', ' [[Agent_Rick_Culpepper]] hi , rick culpepper', ' [[Agent_Rick_Culpepper]] federal bureau of investigation', ' ( They shake hands . )', ' [[Grissom]] gil grissom , agent culpepper', "" [[Agent_Rick_Culpepper]] uh , 'special agent '"", "" [[Agent_Rick_Culpepper]] it 's great to meet you"", ' [[Agent_Rick_Culpepper]] all our kids back in quantico are always going on about your bugs', "" ( GRISSOM does n't say anything . )"", ' ( AGENT RICK CULPEPPER takes off his sunglasses and looks at GRISSOM . )', ' [[Agent_Rick_Culpepper]] well , listen , the fbi is here to help you and your people at csi', ' [[Agent_Rick_Culpepper]] of course , uh , as sac , the investigation will run through me', ' [[Agent_Rick_Culpepper]] sheriff probably already told you that', ' ( GRISSOM glances at the SHERIFF standing silently next to him . )', "" [[Grissom]] no , he did n't mention that , either"", ' [[Agent_Rick_Culpepper]] all rivers run through rome so to speak', "" [[Agent_Rick_Culpepper]] but , uh , you get an 'attaboy '"", "" [[Agent_Rick_Culpepper]] three women dead 'cause you could n't get the job done"", "" [[Agent_Rick_Culpepper]] there 's not many guys who would hand the case over to us fibbies"", "" [[Grissom]] i 'm not handing it over"", "" [[Grissom]] i 'm willing to work in conjunction with you"", "" [[Agent_Culpepper]] well , that 's fine"", "" [[Agent_Culpepper]] we 'll work the 'strip strangler ' case in conjunction"", ' [[Grissom]] the what ?', ' [[Agent_Rick_Culpepper]] he strangles them near las vegas boulevard then removes their clothes', ' [[Agent_Rick_Culpepper]] strip strangler', ' [[Agent_Rick_Culpepper]] why ?', ' [[Agent_Rick_Culpepper]] what do you call him ?', ' [[Grissom]] unknown signature homicide , metropolitan las vegas', ' [[Agent_Rick_Culpepper]] oh', "" [[Agent_Rick_Culpepper]] he 's not kidding , is he ?"", ' ( THE SHERIFF shakes his head . )', "" [[Sgt._O'Riley]] excuse me"", "" [[Sgt._O'Riley]] guy over here 's got something you might want to hear"", "" [[Sgt._O'Riley]] syd goggle"", "" [[Sgt._O'Riley]] he 's a security guard"", "" [[Sgt._O'Riley]] community patrol"", "" [[Sgt._O'Riley]] says he saw a man speeding away from here last night"", "" ( GRISSOM follows SGT O'RILEY to the security guard . )"", ' ( He approaches the crowd behind the yellow police tape . )', ' [[Grissom]] mr , uh , goggle ?', ' [[Grissom]] gil grissom', ' ( SYD GOGGLE is let through the police tape . )', ' [[Syd_Goggle]] i know who you are , sir', "" [[Syd_Goggle]] i 've seen you on tv"", ' [[Agent_Rick_Culpepper]] special agent culpepper', ' [[Agent_Rick_Culpepper]] you have information for us , sir ?', ' [[Agent_Rick_Culpepper]] about a man fleeing the scene ?', "" [[Syd_Goggle]] i did n't get his license"", "" [[Syd_Goggle]] i did n't think of it till this morning"", ' [[Syd_Goggle]] but he was really burning rubber , though', "" [[Grissom]] would you please give detective o'riley a full statement ?"", "" [[Grissom]] if we have any more questions , we 'll get back to you"", ' [[Syd_Goggle]] listen , if you need any help in your investigation , mr grissom', ' [[Grissom]] the last time a security guard tried to help me , he ended up dead', ' [[Grissom]] but thank you', "" ( SYD GOGGLE walks past GRISSOM and follows SGT O'RILEY . )"", "" [[Sgt._O'Riley]] this way"", ' ( GRISSOM turns to the other two men . )', "" [[Grissom]] i 'm late for an autopsy"", ' ( GRISSOM turns and leaves . )', ' ( AGENT RICK CULPEPPER puts his sunglasses back on and watches GRISSOM leave . )', "" [[Sheriff_Brian_Mobley]] he 'll need a little patience"", "" [[Agent_Rick_Culpepper]] would n't respect him if he did n't"", ' ( Both men head back toward the apartments . )']",1,Perpetrator
8,"[' ( DR. ROBBINS goes over the body with NICK and GRISSOM . )', ' [[Nick]] what can you tell us ?', "" [[Dr._Albert_Robbins]] nothing you do n't know"", ' [[Dr._Albert_Robbins]] trauma to the head with a blunt object', ' [[Dr._Albert_Robbins]] overwhelmed her', ' ( Quick flashback to : In the bedroom , the intruder hits Eileen Snow . )', ' ( Hard . )', ' ( End of flashback . )', ' ( Resume to present . )', ' [[Dr._Albert_Robbins]] he got a mixture of sodium amytal in her', ' [[Nick]] a hypnotic', ' ( Quick flashback to : In the bedroom , EILEEN SNOW is out on the bed . )', ' ( The intruder is straddled across her as he forces the liquid down her throat . )', ' ( End of flashback . )', ' ( Resume to present . )', ' [[Dr._Albert_Robbins]] allowed him to control her for up to six hours', ' [[Dr._Albert_Robbins]] torture her', ' [[Dr._Albert_Robbins]] look at the bruises', ' ( He points to the purple bruises on her face and neck . )', ' ( GRISSOM leans in to look . )', ' [[Dr._Albert_Robbins]] purple means she was alive for all of it', ' ( Quick flashback to : In the bedroom , the intruder strangles EILEEN SNOW . )', ' ( End of flashback . )', ' ( Resume to present . )', ' [[Nick]] percussive control', ' [[Grissom]] he choked her unconscious and then brought her to multiple times', ' [[Grissom]] what about the rape ?', ' [[Dr._Albert_Robbins]] same as the others : indeterminate object caused severe internal lacerations', ' ( DR. ROBBINS turns back to get the sample . )', ' [[Dr._Albert_Robbins]] i did find a small trace of something creviced in the uterine wall', ' [[Dr._Albert_Robbins]] looks like an everyday polymer to me', ' ( He hands it over to NICK to look at . )', ' ( Camera zooms in for a close up of the item . )', "" ( Broken piece of unknown object with the letters 'THA ' on it . )"", ' [[Nick]] okay', "" [[Nick]] i 'll go back to the scene , try to find something like it"", ' [[Grissom]] be careful , nicky', "" [[Grissom]] the cliché 's true"", ' [[Grissom]] signatures return to their scenes', ' [[Nick]] will do', ' ( NICK turns and leaves . )', ' [[Grissom]] are we done ?', "" [[Dr._Albert_Robbins]] something we did n't find with the other two women"", ' ( DR. ROBBINS turns around and picks up a single strand of cotton fiber . )', ' ( He hands it to GRISSOM . )', ' [[Dr._Albert_Robbins]] fibers', ' [[Dr._Albert_Robbins]] one in the back of her throat', ' ( Camera CGI POV close up of a fiber stuck in between two teeth . )', ' ( Flash to white . )', ' ( Resume GRISSOM . )', ' [[Dr._Albert_Robbins]] one stuck between her lower molars', ' [[Grissom]] this looks like cotton', ' [[Grissom]] maybe terry cloth', ' [[Dr._Albert_Robbins]] hmmm', ' ( GRISSOM glances at the body , then back at the fiber . )', ' [[Grissom]] could be silencing them with ... white bath towels ?', "" [[Dr._Albert_Robbins]] well , it would explain why no one hears the victim 's screams"", ' [[Grissom]] he brings it with him and takes it away after', "" [[Grissom]] so , somewhere , there 's evidence of this victim on a towel"", ' [[Dr._Albert_Robbins]] kind of a forensic smoking gun', ' [[Grissom]] mmm', "" [[Grissom]] now we just have to find the guy and hope that he has n't done his laundry""]",1,Evidence
9,"["" ( CATHERINE is in GREG 'S lab . )"", ' ( GREG reaches over to get the file folder . )', "" [[Greg_Sanders]] the semen taken from this morning 's homicide matches the semen taken from the bedsheets of the last two female victims"", ' ( GREG opens the file folder and takes out a sheet of paper . )', ' ( He hands it to CATHERINE . )', "" [[Catherine]] so , we 're looking at the same guy"", ' [[Greg_Sanders]] yeah , but , check this out', ' [[Greg_Sanders]] the ejaculate sample', ' ( GREG points to the microscope . )', ' ( CATHERINE looks at the sample through the scope . )', "" [[Catherine]] what 's the red stuff ?"", ' [[Greg_Sanders]] mystery substance', ' [[Catherine]] not blood ?', ' [[Greg_Sanders]] no', "" [[Catherine]] so , what , this guy 's got some strange chemical in his mutated dna ?"", ' [[Greg_Sanders]] freaky , huh ?', ' ( CATHERINE sighs and turns to leave the lab . )', ' ( As she leaves , she turns around . )', "" [[Catherine]] freakiest semen i 've seen in a while"", ' [[Catherine]] call me', ' ( CATHERINE steps out of the DNA lab and nearly bumps into the SHERIFF in the hallway . )', ' ( Literally . )', ' [[Catherine]] oh']",0,None
