scene_id,scene_text,in_summary,aspects
0,"[' ( Camera close up of a hammer pounding a nail into the board . )', ' ( Close up of : A circular saw being used to cut a board into two . )', ' ( Close up of : A tape measure extended to measure the width , then snapping shut . )', ' ( Close up of : A power drill . )', ' ( Close up of : A power stapler drilling nails into wood . )', ' ( The CONSTRUCTION WORKER carries a box into the building frame . )', ' ( He puts a roll of tape on the box and uses his free arm to push away the plastic sheeting as he walks into the section of the house . )', ' ( He looks up , sees something horrible , then drops the box to the ground . )', ' ( Camera pulls away to show the dead body , face down on the floor in the center of the room . )', ' ( The CONSTRUCTION WORKER backs out of the room . )', ' [[Construction_Worker]] boss !', ' [[Construction_Worker]] boss !', ' ( In the background , GREGORY CURTWELL steps down from the ladder as he looks at the CONSTRUCTION WORKER . )', ' [[Construction_Worker]] we-we got a problem']",1,Crime scene
1,"[' ( The building frame is taped off with crime scene tape . )', ' ( GRISSOM ducks under the tape and enters the building . )', ' ( In the background , sirens and indistinct radio chatter sound . )', ' ( GRISSOM makes his way to the room . )', ' ( He enters the room . )', ' ( BRASS is already there , crouched low on the side and looking at the body . )', ' ( GRISSOM takes his glasses off and looks at the teenager face down , his head in a splatter of blood . )', ' ( He looks around at the walls . )', ' [[Grissom]] well , clean surfaces make for good analysis', ' ( BRASS gets to his feet . )', ' ( In the background we see what they see , the far walls are covered with blood . )', ' [[Brass]] yeah', ' [[Brass]] well , that may be the only good thing', ' [[Brass]] i checked for a wallet , no id', ' [[Brass]] nothing on him', ' ( GRISSOM puts his kit down on the ground . )', ' [[Brass]] the kid looks like a minor', "" [[Brass]] coroner 's investigator says he 's been dead for over twelve hours"", ' [[Brass]] happened sometime this weekend', ' ( By the camera angle , we see that the kid is in his underwear , his pants down around his knees . )', "" ( GRISSOM kneels down next to the body and sees something in the kid 's grip . )"", ' [[Brass]] you going to pry that piece of cloth from his hand ?', ' [[Grissom]] not just yet', ' [[Brass]] help me out here', ' [[Brass]] got any ideas on this one ?', ' ( GRISSOM looks around . )', ' [[Grissom]] well , based on his pants around the knees , i would say a crime of passion', ' ( GRISSOM gets to his feet . )', ' ( Camera shows a top view of the room to give us a better image of the entire scene at play . )', "" ( The body lies in the center of the empty room , the kid 's head in a large spatter of blood . )"", ' [[Grissom]] given the brutality of it ... seems to me an act of rage']",0,None
2,"[' ( BRASS talks with the CONSTRUCTION SITE FOREMAN . )', ' ( In the background , a black car drives up and parks . )', ' [[Foreman]] you know , i lose an hour a day cleaning up their beer bottles and their cigarette butts', ' [[Brass]] kids use it as a hangout , huh ?', ' [[Foreman]] oh , sure', "" [[Foreman]] they think the house does n't have a lock , it belongs to them"", "" [[Brass]] well , it 's a crime scene , so it belongs to us now"", ' [[Foreman]] yeah', ' [[Foreman]] how long ?', ' [[Brass]] as long as it takes', ' ( WARRICK and SARA get out of the car . )', "" [[Foreman]] you know , i got two teenagers at home , and they know how to respect other people 's property"", "" [[Foreman]] now , who 's going to feed them when i do n't get paid for today , huh ?"", ' [[Brass]] huh ?', "" [[Brass]] i ca n't tell you that""]",0,None
3,"[' ( GRISSOM is in the room taking photos when WARRICK and SARA walk in )', ' [[Grissom]] take a look at his head , tell me what you see', ' ( SARA steps forward to look down at the body . )', ' ( WARRICK is kneeling in front of the body . )', "" ( He takes off his glasses , then reaches out and pushes the shirt collar aside to show the back of the kid 's head . )"", ' ( Camera zooms in on the impact marking . )', ' [[Warrick]] definitely blunt force', ' ( SARA recognizes the markings . )', "" [[Sara]] that 's a hammerhead"", ' ( GRISSOM looks at SARA . )', ' [[Grissom]] i thought you might say that', ' ( SARA steps back and heads toward the door . )', ' ( She looks back at GRISSOM . )', "" [[Grissom]] well , we know that people often commit crimes in places they 're familiar with"", ' ( SARA gets it . )', ' ( She turns and heads out the door . )', ' ( She glances out the hallway , then sees that every single construction worker has their own hammer hooked to their utility belt . )', "" ( That 's a lot of hammers . )"", ' ( SARA looks back at GRISSOM . )', ' [[Sara]] you got to be kidding me', "" ( GRISSOM looks at SARA and does n't say anything . )"", ' ( He turns his attention to the walls . )', ' ( SARA glares at GRISSOM , then heads out to get those hammers . )', ' ( GRISSOM takes a picture of the blood spatter on the walls . )', "" [[Warrick]] i 'll swab the blood and see if it 's all his"", "" ( WARRICK takes a swab of the blood on the floor under the victim 's head . )"", "" ( He then pushes the victim 's jacket aside to reveal a bloody shoe print underneath . )"", ' [[Warrick]] grissom ?', ' ( GRISSOM turns and looks at the shoe print . )', ' ( He looks at WARRICK . )', ' [[Grissom]] well , that should help', ' ( SARA sets up a table to bag and tag the hammers . )', "" [[Construction_Worker]] i 'll trade you a hammer for a screw"", ' ( He laughs and turns to glance back at the long line of workers behind him . )', ' ( They also chuckle along with him . )', ' [[Sara]] name , please', "" [[Construction_Worker]] i 'll tell you mine , you tell me yours"", "" ( SARA does n't smile . )"", ' [[Construction_Worker]] oh , come on , baby', "" [[Construction_Worker]] i 'm stuck with these ugly fools all day"", ' [[Construction_Worker]] a pretty girl comes by', ' [[Construction_Worker]] just having a little fun', ' [[Sara]] yeah , murder always makes me feel a little randy , too', ' [[Construction_Worker]] ooh', "" ( The CONSTRUCTION WORKER puts his hammer into SARA 'S bag . )""]",1,Death cause
4,"[' ( DAVID PHILLIPS and DET SAM VEGA stand around the body of a WOMAN face-up on the grass . )', ' ( NICK approaches the scene . )', ' [[Nick]] fellows', ' [[David_Phillips]] hey , uh , mrs marlene mitchell , 32', ' [[David_Phillips]] apparent gunshot wound to the chest', ' [[David_Phillips]] entry , no exit', ' [[David_Phillips]] no other apparent injuries', ' ( NICK looks at VEGA . )', ' [[Nick]] do we know who shot her ?', ' [[Vega]] i patted down all her friends', "" [[Vega]] nobody 's carrying"", ' [[Vega]] got a couple officers scanning the neighborhood in case the , uh , weapon got tossed', ' [[Vega]] she was breaking up a fight when she went down', ' [[Nick]] nobody saw anything ?', ' [[Nick]] nobody heard anything ?', ' [[Vega]] no', "" [[Nick]] somebody 's lying"", ' ( NICK turns back to see a MAN talking with an OFFICER . )', ' [[Nick]] that the husband ?', ' [[Vega]] the current one', "" [[Vega]] the other one -- he 's the ex"", ' ( NICK turns to see another man talking with another OFFICER . )', ' [[Nick]] interesting family reunion', ' [[Nick]] whose brilliant idea was that ?', "" [[Vega]] the mitchell 's were moving in the ex stopped by to say hi"", "" [[Nick]] do n't you hate it when hello leads to gunfire ?"", ' ( VEGA nods . )', "" [[Nick]] i 'll need to gsr both"", ' ( NICK walks over to the husband . )', ' [[Nick]] sir ?', "" [[Nick]] i 'm going to need to test your hands for gsr"", "" [[Mr._Mitchell]] what 's that ?"", ' [[Nick]] gunshot residue', ' [[Mr._Mitchell]] why ?', ' [[Nick]] to rule you out', ' [[Mr._Mitchell]] you think i shot my wife the day after our honeymoon', "" ( NICK does n't say anything . )"", ' ( He continues to test for GSR . )', ' [[Mr._Mitchell]] we were just moving our stuff', ' [[Mr._Mitchell]] her ex , todd , shows up', "" [[Mr._Mitchell]] he knows he 's not supposed to come within 100 yards of her"", ' [[Mr._Mitchell]] but he did', ' ( Quick flashback to : MR MITCHELL and TODD are locked in a fight when MARLENE walks up to them to break it up . )', ' [[Marlene_Mitchell]] stop it !', ' [[Marlene_Mitchell]] please ?', ' ( Suddenly , she slumps back and hits the table out on the lawn . )', ' ( MR MITCHELL turns from TODD to rush over to MARLENE . )', ' [[Mr._Mitchell]] marlene ?', "" ( She does n't respond . )"", ' ( MR MITCHELL turns to TODD . )', ' [[Mr._Mitchell]] call 911', ' ( End of flashback . )', ' ( Resume to present . )', ' [[Mr._Mitchell]] i thought it was a heart attack', ' [[Mr._Mitchell]] then i saw the blood', "" ( NICK finishes the test , then turns to see VEGA talking with TODD , MARLENE 'S ex-husband . )"", "" ( We hear part of what he 's saying . )"", ' [[Vega]] yes , but there was a restraining order against you', ' [[Vega]] why were you here ?', ' ( NICK turns back to MR MITCHELL . )', ' [[Nick]] thank you', ' ( NICK steps away . )']",1,"Crime scene,Victim,Death cause"
5,"["" ( GRISSOM takes the piece of cloth out of the kid 's grip . )"", "" ( Cut to : GRISSOM holds the piece of cloth to the dog 's nose . )"", ' [[K-9_Officer]] distinguish !', ' ( The K-9 OFFICER stands next to SARA as they watch GRISSOM prep the dog . )', ' [[K-9_Officer]] you ready to run ?', ' ( GRISSOM points to SARA . )', ' [[Grissom]] she does all my running', ' [[Sara]] thanks', ' ( The K-9 OFFICERS and SARA head out . )', ' [[K-9_Officer]] trail !']",0,None
6,"[' ( The OFFICERS and SARA follow PENNY , the dog , through the mall , down the stopped escalator . )', "" [[Sara]] it 's a hell of a place to get lost"", ' [[K-9_Officer]] yeah', ' [[K-9_Officer]] we have five million olfactory sensory receptors', "" [[K-9_Officer]] penny 's got 220 million"", ' [[K-9_Officer]] she sees the world differently', ' ( Low Camera shot in black and white with a reddish trail through the mall . )', "" ( She pauses at various other colored 'smells ' indicated by blues and green hues , but it 's the reddish trail she 's following . )"", ' ( PENNY stops . )', ' [[K-9_Officer]] the suspect stopped here', ' ( PENNY howls and whimpers . )', ' ( She continues . )', ' ( Low camera shot in black and white with the reddish smell trailing through the mall . )', ' ( cc ) Trail is still strong here . )', ' ( The group continues to follow PENNY . )', ' ( The door opens and the small group exits the mall . )', ' ( PENNY howls and leads them to the dumpster . )', "" [[K-9_Officer]] she 's got a hit on the dumpster"", ' ( SARA opens the dumpster lid and takes out an empty drink and tray . )', ' ( She holds it out for PENNY to sniff . )', "" [[K-9_Officer]] she 's getting nothing , but penny will pick up on anything they touched"", ' ( SARA tosses it aside and reaches into the dumpster for the next item . )', ' ( She pulls out two plastic garbage bags . )', ' ( PENNY howls as she sniffs the abandoned shopping bag . )', ' [[K-9_Officer]] there we go', ' ( SARA opens the bag . )', "" [[K-9_Officer]] there 's something in the silver bag"", ' ( PENNY smells inside . )', ' ( We see by the reddish hue that the smell is inside the bag . )', ' [[Sara]] what do you think ?', ' [[Sara]] bought new clothes , ditched the old ones ?', ' ( SARA takes out a sweater from the bag . )', "" [[K-9_Officer]] what 's missing from that sweater 's what that dead kid had in his hand"", ' ( SARA stands up . )', "" [[Sara]] so , we 're looking for a girl who bought a new outfit"", ' ( She looks at the receipts from the bag . )', ' ( Receipt 2 reads: )', ' [[Sara]] some earrings and a latte', ' [[Sara]] oh , an iced cappuccino , actually']",1,Evidence
7,"[' ( ROBBINS has the chest cavity open . )', ' ( NICK stands next to the table watching ROBBINS work on the body . )', ' [[Robbins]] congealed blood in the pericardium', "" [[Robbins]] heart 's what took the bullet"", ' [[Nick]] explains why she just dropped', ' [[Robbins]] yeah , she was dead in seconds', ' [[Robbins]] hmm', "" [[Robbins]] bullet 's still in the heart"", ' ( He cuts the heart open . )', ' [[Robbins]] here we go', ' ( He removes the bullet . )', ' [[Robbins]] there', ' ( He holds the bullet out for NICK . )', ' ( NICK takes the bullet and looks at it . )', ' [[Nick]] well , it looks like a nine millimeter', "" [[Nick]] i 'll let vega know"", ' [[Robbins]] fairly intact', ' [[Robbins]] want to do the honors ?', ' [[Nick]] sure', ' ( NICK takes a rod and sticks it into the heart to find the depth of the bullet . )', "" [[Robbins]] that 's it"", ' ( He removes the rod and measures it . )', ' [[Nick]] four inches ?', "" [[Nick]] that 's shallow"", "" [[Nick]] standard handgun bullet penetration 's twelve"", ' [[Robbins]] right', ' [[Nick]] give me a hand , will you ?', ' [[Robbins]] sure', ' ( He hands the ruler to ROBBINS who holds it up as NICK measures the angle . )', ' [[Nick]] eighty-five degree downward angle ?', "" [[Robbins]] well , that 's , uh , fairly standard"", ' [[Robbins]] most gunshot wounds are ninety degrees , give or take', ' ( NICK puts the bloody bullet in the bindle . )', ' [[Nick]] oh', ' [[Nick]] thanks , doc', ' [[Robbins]] right', ' ( NICK turns to leave the room . )']",1,Evidence
8,"[' ( WARRICK swabs the hammer heads and tests them for blood . )', ' ( One by one , they turn up negative . )', ' ( He tosses the used swabs to the side and keeps opening up fresh swabs . )', ' ( Finally , he finds the hammer that turns the swab pink . )', ' ( He looks at the label on the evidence bag . )']",0,None
9,"[' ( ARCHIE reviews the dressing room security tapes . )', ' ( The time stamp at the bottom of the screen reads : 07:52:15 : ... )', "" [[Archie_Johnson]] they say in america , you 're on camera an average of seven times a day"", ' [[Archie_Johnson]] go to a mall , and you can at least triple that', ' ( SARA stands next to ARCHIE watching the video . )', "" [[Sara]] i guess that 's good for us"", "" [[Sara]] i 'm going to think twice the next time i try on a shirt"", "" [[Archie]] well , legally , they ca n't put cameras in dressing rooms , but there 's legal , and then there 's what people do"", ' [[Sara]] our girl bought her clothes at 8:31', "" [[Sara]] let 's scan the dressing room footage from 8:00 on"", ' ( ARCHIE sets the video up and starts the tape . )', ' [[Sara]] hold it', ' ( At 08:01:09 , SARA sees the GIRL on the table . )', "" [[Sara]] that 's our sweater"", "" [[Sara]] and that 's our girl"", ' ( ARCHIE speeds the tape up and sees the girl walk out of the store wearing the new clothes . )', ' [[Archie]] she did a walk out', "" [[Sara]] a 'walk out ?"", ' [[Archie]] yeah , my girlfriend does it all the time', ' [[Archie]] she finds something she likes , rips the tags off in the dressing room , hands them to the clerk , and walks out wearing the new stuff', ' [[Sara]] you go shopping with your girlfriend ?', "" [[Sara]] that 's nice"", ' ( ARCHIE smiles . )', ' ( He freeze-frames the video to 08:16:08 . )', ' [[Archie]] well , you can get her prints from the receipts', ' [[Archie]] dna from the sweater', "" [[Archie]] and you 've got a face"", "" [[Archie]] you 're close"", ' [[Sara]] well , look at her', "" [[Sara]] she 's a minor"", ' [[Sara]] she paid in cash', "" [[Sara]] she 's not going to be in any database"", "" [[Sara]] without a name , we do n't have much"", ' ( WARRICK enters the lab . )', ' [[Warrick]] okay , one of our hammers had blood on it', "" [[Warrick]] it matches the victim 's"", ' [[Sara]] did greg analyze the clothes from the dumpster yet ?', ' [[Warrick]] yeah', "" [[Warrick]] blood 's a match , too"", ' [[Sara]] okay', ' [[Sara]] so , the question is , what is the connection between this girl and a construction worker ?']",1,Perpetrator
