scene_id,scene_text,in_summary,aspects
0,"[' ( Various flashes of a Man and a Woman nearly-naked and kissing passionately . )', ' ( A man quickly walks out from his driveway , his wife struggles to keep up with him . )', ' [[Wife]] honey , slow down', ' ( He pauses for a moment as she catches up with him . )', ' ( They keep going . )', "" ( She 's trying to put her heels on as they cross the street to the neighbor 's house . )"", ' [[Wife]] hold on a second', ' [[Wife]] hold on', ' [[Husband]] leave it alone', "" [[Husband]] we 're already late"", "" [[Wife]] well , if you had n't told the sitter the wrong time"", "" ( They 're nearly there . )"", ' [[Wife]] how do i look ?', "" ( He does n't look . )"", ' [[Husband]] you look great', "" ( They continue on to the neighbor 's house . )"", ' ( The doorbell rings . )', ' ( Erin Brady , the Hostess of the party , opens the door . )', "" ( She 's wearing a see-through black teddy as she greets her guests . )"", ' ( There are others at the party also semi-dressed . )', ' [[Erin_Brady]] well , hey', "" [[Husband]] sorry we 're late"", "" [[Erin_Brady]] no , i 'm so glad you guys could make it"", ' ( She reaches out and grabs the bottle of champagne the Husband is holding . )', ' ( She turns and motions them inside the house . )', ' ( The party is well under way . )', "" ( The guests are half-naked and making-out on the couches and wherever there 's space . )"", ' ( As the hostess heads into the house , a woman party guest is leaving . )', ' [[Party_Guest]] hey , sweetie , i got ta run', ' [[Party_Guest]] thanks for everything', ' [[Erin_Brady]] got ta be safe', ' [[Party_Guest]] bye-bye', ' ( The party guest leaves as the hostess heads further into the house . )', ' [[Erin_Brady]] you guys want a drink ?', ' [[Wife]] mm', "" [[Wife]] i 'll have champagne"", ' [[Erin_Brady]] coming up', ' ( The Husband reclines on the couch next to a woman in her black , lacy underwear . )', ' ( The woman smiles and meets the wife as the wife heads off in a different direction leaving her husband with the woman . )', ' ( On the dining room table , a man and a woman , party guests , are necking . )', ' ( The Wife continues walking through the house . )', ' ( She stops in the kitchen and greets another couple . )', ' ( In the middle of the kitchen , she removes her dress . )', ' ( A woman jumps into the pool . )', ' ( At poolside , a Man is kissing a Woman on his right . )', ' ( He turns and kisses the woman on his left . )', ' ( The party continues . )']",0,None
1,"[' ( A dog barks . )', ' ( Inside , the party continues . )', ' ( A woman screams )', ' ( Everyone stops and looks in the same direction . )', ' [[WOMAN_Guest]] did you hear that ?']",0,None
2,"["" ( There 's a dead woman 's body in the water fountain in the center of the road . )"", ' ( David Phillips leans over the edge of the fountain as he waits for the water to be turned off . )', ' ( Brass walks up to him . )', "" [[Brass]] what 's the matter ?"", "" [[Brass]] ca n't do your work ?"", "" [[Brass]] hey , fellas , what 's the holdup ?"", ' [[Brass]] come on', ' [[Brass]] i told you half an hour ago turn the damn fountain off !', ' [[Brass]] give me a break', ' ( Together , Grissom and Sara duck under the crime scene tape on the way to the fountain Just outside the tape are the party-goers . )', ' ( Grissom puts his kit down . )', "" [[Brass]] you ca n't find good help"", "" [[Grissom]] as lord byron once said , 'in the desert , a fountain is springing '"", ' [[Brass]] well , this one sprung a dead woman ... vanessa keaton', ' [[Brass]] she lived over there', ' [[Brass]] a neighbor walking her dog found her', ' ( Grissom takes note of the crowd around the tape . )', ' [[Grissom]] this is a pretty well-dressed crowd for this time of night', "" [[Brass]] well , you know , it 's a shindig"", ' [[Brass]] 43 niagara circle', ' [[Brass]] the vic was there with her husband', ' [[Brass]] who left the party early', "" [[Brass]] that 's dan keaton , and that 's his daughter amy"", ' [[Grissom]] you know , you might want to sneak some photos of this crowd', "" [[Sara]] a gated community , middle of nowhere -- if this was n't an accident , they 're all suspects , are n't they ?"", ' ( Sara turns around and snaps photos of the people in the crowd . )', ' ( The water in the fountain is still running . )', ' ( David does the best he can as he looks at the body . )', ' [[David_Phillips]] foam in her nose and mouth', "" [[David_Phillips]] it 's consistent with drowning"", ' [[David_Phillips]] abrasion on her forehead is fresh', ' [[David_Phillips]] and', ' [[David_Phillips]] ... lividity is unfixed', ' [[Grissom]] well , since water motion has no effect', "" [[David_Phillips]] she 's been dead less than two hours"", ' ( The fountain water shuts off . )', ' [[Brass]] thank you', ' [[Brass]] finally !', ' [[Grissom]] still waters run deep']",1,"Crime scene,Victim"
3,"[' ( Brass interviews Dan Keaton who is moaning and rubbing his head . )', "" [[Dan_Keaton]] i ca n't do this right now"", ' [[Brass]] what , a little hung over ?', ' [[Brass]] too much to drink , maybe ?', "" [[Brass]] we 'll have a police officer get you some water"", ' ( Brass turns to the officer standing behind him . )', ' [[Brass]] danny , help him out', ' ( Danny leaves to get the water . )', ' [[Brass]] so , the last time you saw your wife was at the party ?', "" [[Dan_Keaton]] erin and paul brady 's"", ' [[Brass]] but you left early without your wife , right ?', "" [[Dan_Keaton]] yeah , i was n't in the mood"", ' [[Dan_Keaton]] she was', ' [[Brass]] for what ?', ' [[Dan_Keaton]] partying', ' [[Brass]] what time did you leave ?', ' ( Amy Keaton walks down the stairs . )', ' [[Dan_Keaton]] around 11:00 , i think', ' [[Brass]] anyone see you come home ?', ' [[Brass]] maybe your daughter ?', ' [[Brass]] this is amy , right ?', ' [[Amy_Keaton]] i went out with friends', "" [[Amy_Keaton]] my curfew 's 1:00"", ' [[Amy_Keaton]] i was a little late', ' [[Brass]] so , amy , did you see your parents when you came in ?', ' [[Amy_Keaton]] my mom was in detroit', "" [[Amy_Keaton]] vanessa 's my stepmom"", ' [[Amy_Keaton]] the tv was on in their room', ' [[Amy_Keaton]] i snuck into my room and went to bed', ' [[Amy_Keaton]] the sirens woke me up', ' [[Brass]] the sirens , huh ?']",1,Perpetrator
4,"[' ( The Coroners remove the body on the gurney . )', ' ( Sara and Greg watch . )', ' ( Greg is holding the camera . )', ' [[Sara]] you know , they never go home until they see the body taken away ?', ' [[Greg]] necrophilic voyeurism', ' ( The crowd starts to disburse . )', ' ( Sara kneels down next to the fountain and looks inside . )', ' ( She picks up a black shoe . )', ' [[Greg]] hot shoes', ' [[Sara]] you think these are sexy , huh ?', ' ( Greg shrugs . )', ' [[Sara]] did you know that shoes like these put degenerative stress on the hip joints , throw off the curve of the spine , and the tilt to the pelvis , over time , women get headaches , sore backs , shortened calf muscles and bunions , of course', ' ( Sara stands up . )', ' [[Greg]] i take it back', ' [[Sara]] first thoughts ?', ' [[Greg]] vanessa keaton was walking home', ' [[Greg]] she had a few', ' [[Greg]] her feet hurt', ' [[Greg]] she takes off her shoes', ' [[Greg]] dolce vida', ' ( Quick flash to : [_NIGHT_] Vanessa Keaton is barefoot and playing on the fountain She walks on the concrete side , laughing . )', ' ( She slips and falls into the fountain , hitting her head on the concrete center . )', ' ( End of flash . )', ' ( Resume to present . )', "" [[Sara]] there 's no sign of blood or hair"", ' [[Sara]] nothing to suggest contact', ' [[Greg]] the fountain was on', ' [[Greg]] maybe the action of the water washed away evidence', ' [[Sara]] how do we know it was an accident ?', "" [[Sara]] maybe she was n't alone"", ' ( Greg things about it . )', "" [[Greg]] we do n't know that"", "" [[Sara]] we 're going to need a water sample and a bag for the shoe , of course"", ' [[Greg]] okay', ' ( Greg walks over to his kit to get the things . )']",0,None
5,"[' ( Nick and Warrick duck under the crime scene tape . )', ' [[Nick]] you okay to drive ?', ' [[Warrick]] no', "" [[Warrick]] after a triple and three back-to-back scenes , i 'm tired"", "" [[Warrick]] i 'm going to take a ten in the car before we head back"", "" [[Nick]] that 's better than bouncing off the curb , i guess"", ' [[Warrick]] yeah', ' [[Warrick]] okay , you ready to run it ?', ' [[Nick]] sure', "" [[Nick]] landlord 's working late , trying to fix up the place for the new tenant , kicking up dust , paint fumes"", "" [[Nick]] door 's open for ventilation"", "" [[Nick]] killer strolls in next thing you know , landlord 's deli meat"", ' ( Quick flash to : The Landlord is leaning over the saw as he works . )', ' ( The saw is running ; his back is to the door . )', ' ( Someone walks up to him and pushes him down into the saw . )', ' ( He screams Blood spatters on the wall . )', ' ( End of flash . )', ' ( Resume to present . )', ' [[Warrick]] well , we have this eviction notice', ' [[Warrick]] so , that means no business', ' [[Warrick]] no business , no cash , so that could rule out robbery as a motive', "" [[Nick]] i 'm having detective cavalier run down the evicted tenants"", "" [[Nick]] it 's a melissa poolie and a charlie pinscher"", ' ( A man dressed in a white worker outfit walks into the door . )', ' ( The officer tries to stop him . )', "" [[Officer_At_Door]] sorry , ca n't let you in"", ' ( He points to his hat . )', ' [[Marty_Gleason]] take a look', ' ( He heads into the place carrying his kit . )', ' [[Marty_Gleason]] hey , you guys call yourselves investigators ?', "" [[Marty_Gleason]] you 've been here four hours"", "" [[Marty_Gleason]] you have n't figured this out yet ?"", ' [[Nick]] crime scene cleanup', ' [[Warrick]] blood bucket brigade', ' [[Marty_Gleason]] hey , i prefer bio-recovery services', "" [[Nick]] you know , it 's funny"", "" [[Nick]] i do n't see an american bio-recovery badge"", ' [[Marty_Gleason]] see , all you really need is a strong stomach , a thorough knowledge of solvents , a little sensitivity , a little tact', ' [[Marty_Gleason]] whoa', ' [[Marty_Gleason]] man !', ' [[Marty_Gleason]] there must be three quarts of blood in there', "" [[Marty_Gleason]] hey , you 're using anhydron"", ' [[Marty_Gleason]] i charge extra for that', ' [[Marty_Gleason]] cha-ching , cha-ching', ' [[Marty_Gleason]] you got photos , swabs', ' [[Marty_Gleason]] did you finish the sketch ?', ' [[Nick]] yeah', ' [[Marty_Gleason]] great', ' [[Marty_Gleason]] hey , you guys have done everything but leave', "" [[Warrick]] what 's the rush , marty ?"", ' [[Marty_Gleason]] ah , the wife of the deceased , she would like this mess cleaned up as soon as possible', ' [[Marty_Gleason]] new tenant moves in on the first', ' [[Nick]] okay , marty', "" [[Nick]] i 'll have the detective release the scene"", ' [[Marty_Gleason]] all right', "" [[Marty_Gleason]] well , i 'll get my gear"", ' ( Marty heads out . )', ' ( Nick yawns . )']",1,"Crime scene,Victim,Perpetrator"
6,"[' ( Robbins finishes stitching up the Y-incision . )', ' ( Grissom stands next to the table watching . )', "" [[Robbins]] one of the most attractive women i 've had on my table"", "" [[Robbins]] but beauty 's skin deep and inside , we all look pretty much the same"", ' [[Grissom]] what about this abrasion ?', ' [[Robbins]] have you no poet in you ?', ' [[Grissom]] beauty is truth , truth , beauty', ' [[Grissom]] that is all you know on earth and all you need to know -- except cause of death', ' [[Robbins]] pulmonary edema due to drowning', ' [[Robbins]] i sent samples of the water in her lungs to trace', "" [[Robbins]] the abrasion 's serious enough to cause loss of consciousness"", ' [[Robbins]] you may want to look at this though', ' [[Robbins]] you want to come over here ?', "" [[Robbins]] let 's turn her over"", ' ( Grissom walks around the table . )', ' ( They turn over the body where Robbins points out four holes in her back . )', ' [[Grissom]] puncture wounds ?', ' [[Robbins]] four , uniform diameter , perimortem , non-lethal', ' [[Robbins]] no corresponding holes in her dress', "" [[Grissom]] so she was n't wearing it when she was stabbed"", ' [[Robbins]] collected lubricant from the labia', ' [[Robbins]] which means , uh', "" [[Robbins]] i do n't know if she had a date with her husband or herself"", ' [[Robbins]] i sent an sae kit to dna', ' [[Robbins]] personal observation -', "" [[Robbins]] -- you do n't wear la perla to a tupperware party"", ' [[Grissom]] la perla ?', ' [[Robbins]] very expensive', ' [[Robbins]] i gave some to my wife once', ' [[Robbins]] she accused me of having an affair', ' [[Robbins]] you know , s*x on the steel', ' [[Grissom]] lubricant and lingerie', "" [[Grissom]] i do n't think the evening turned out the way she planned , do you ?"", ' [[Robbins]] nope']",1,Death cause
7,"[' ( Det Cavaliere interviews Charlie Pinscher . )', ' [[Det._Cavaliere]] so your business goes bust and mr basengi evicts you', ' [[Charles_Pinscher]] pac-man , pong , loved these games', ' [[Charles_Pinscher]] thought it was a sure thing', ' ( Nick walks into the room . )', "" [[Det._Cavaliere]] well , today , it 's all 3-d interactive"", ' [[Det._Cavaliere]] you know , i got kids', ' [[Charles_Pinscher]] you want some advice ?', ' [[Det._Cavaliere]] no', "" [[Charles_Pinscher]] never go into business with somebody you 're sleeping with"", ' [[Nick]] melissa poolie ?', ' [[Charles_Pinscher]] bitch', "" [[Det._Cavaliere]] we have n't been able to find her"", ' [[Det._Cavaliere]] you know where she is ?', ' [[Charles_Pinscher]] we broke up', ' [[Charles_Pinscher]] at least i think we broke up', ' [[Charles_Pinscher]] she skipped town without telling me , stuck me with the rent', ' ( Det Cavaliere walks around the table and sits down . )', ' [[Det._Cavaliere]] so you were angry at her , you were angry at him', "" [[Charles_Pinscher]] i did n't kill him"", ' [[Nick]] he was holding your inventory hostage', ' [[Nick]] how much you got tied up in centipede and space invaders ?', ' [[Charles_Pinscher]] every penny i got', ' [[Charles_Pinscher]] about 20k', ' [[Det._Cavaliere]] you must have wanted it back', ' [[Det._Cavaliere]] hey , did you stop by the store last night ?', ' ( Charlie hesitates . )', ' [[Charles_Pinscher]] no , but i called him', ' [[Charles_Pinscher]] asked if we could maybe work something out', "" [[Charles_Pinscher]] told me to go screw myself , he 'd see me in court"", "" [[Nick]] mr pinscher , i 'm going to need to go ahead and get your fingerprints"", ' ( Charlie Pinscher groans . )', "" [[Charles_Pinscher]] you 're going to find my prints all over that place"", "" [[Charles_Pinscher]] it was my store , mine and melissa 's"", ' [[Nick]] i expect to find your prints in certain places , sir', "" [[Nick]] we 're just doing this to rule you out"", ' [[Charles_Pinscher]] oh']",1,"Victim,Perpetrator"
8,"[' ( Mia Dickerson is in the lab putting her latex gloves on . )', ' ( David Hodges walks by in the hallway and notices something . )', ' ( He opens the lab door and walks inside . )', ' [[David_Hodges]] you alternate hands when you double glove ?', ' [[Mia_Dickerson]] yes', "" [[Mia_Dickerson]] and i do n't like being watched"", "" [[David_Hodges]] if you alternate , there 's more contact between the exposed latex of the first glove and atmospheric microbes"", ' ( She stares at him for a beat , then starts removing her latex gloves . )', ' [[David_Hodges]] what ?', "" [[Mia_Dickerson]] you know , it would have been better if you did n't say anything , but you did making it impossible for me to concentrate"", ' [[Mia_Dickerson]] and now i have to sanitize and start over', ' ( The opposite door opens . )', ' [[Greg]] hey , hodges , you got the results of our drowning victim ?', ' ( Hodges turns to look back at Greg . )', ' [[David_Hodges]] yeah , in five', "" [[David_Hodges]] i 'm in the middle of the rest of my life"", ' [[Greg]] well , i kind of need them now', ' ( Hodges turns and smiles at Greg . )', "" [[David_Hodges]] i 'll be back"", ' ( Mia rolls her eyes at Hodges and Greg leave the lab . )', ' ( Hodges and Greg walk back into the Trace Lab . )', "" [[David_Hodges]] good thing you did n't have to take a spelling test to work the field"", ' ( David picks up the jar and shows the label to Greg . )', "" [[David_Hodges]] 'funtain ' water ?"", ' ( The label reads: )', ' [[Greg]] my people are norwegian', "" [[Greg]] that 's how we spell it"", "" [[Greg]] so , is the 'funtain ' water in her lungs ?"", ' [[David_Hodges]] all bodies of water contain unicellular algae', ' ( Hodges sets up the scope . )', "" [[Greg]] called diatoms they 're unique , like fingerprints"", "" [[Greg]] diatoms from one body of water do n't match those from any other"", "" [[David_Hodges]] well , you 're roughly right"", ' [[David_Hodges]] here , take a look', ' ( He moves aside and lets Greg look through the scope . )', ' ( There are two sets of diatoms )', "" [[David_Hodges]] the diatoms on the left are from the water found in your victim 's lungs and the diatoms on the right are from the fountain not a match"", ' [[Greg]] not even close', "" [[Greg]] which means she did n't drown there"", "" [[David_Hodges]] i 'll throw you a bone"", ' ( Hodges turns around to get something from the counter . )', "" [[Greg]] she blew you off , did n't she ?"", ' ( Hodges turns back with a test tube . )', ' [[David_Hodges]] the water from the fountain is heavily chlorinated', "" [[David_Hodges]] no , she did n't blow me off"", "" [[David_Hodges]] i did n't ask her out"", "" [[David_Hodges]] but this sample , found in your vic 's lungs , contains polymethylhexalene biguanide ... and anyway , i heard she blew you off first"", "" [[David_Hodges]] it 's a chlorine alternative"", "" [[David_Hodges]] it 's less irritating"", ' [[Greg]] vanessa keaton died in a pool', "" [[David_Hodges]] or a spa ... and by the way , that 's spelled s-p-a in any language""]",0,Evidence
9,"[' ( Nick and Warrick are going through the crime scene photos they spread out on the table in front of them . )', ' [[Nick]] only new items brought into the arcade post-eviction were the tools , tarps and paint cans', ' [[Nick]] no prints from charlie pincher on any of them', ' [[Nick]] just the landlord and some unknowns on the saw', ' [[Warrick]] no hits off of afis', ' ( Nick shakes his head . )', ' [[Warrick]] according to cavaliere , the table saw was a rental', ' [[Warrick]] so , there could have been any number of prints on that one', "" [[Nick]] yeah , but you do n't just lie down when somebody 's trying to kill you , man"", ' [[Nick]] there had to have been a struggle', ' [[Warrick]] yeah , from that spinning blade , there was blood everywhere', "" [[Warrick]] some of it had to transfer to the killer 's clothes and shoes"", ' [[Nick]] i still like charlie for this', "" [[Nick]] i know we do n't have enough for a warrant"", "" ( There 's a knock on the door . )"", ' [[Secretary]] excuse me , guys', "" [[Secretary]] there 's a mr gleason to see you"", ' [[Secretary]] i told him you were busy', "" [[Secretary]] he wo n't leave"", ' ( Warrick and Nick look at each other . )']",0,None
10,"[' ( Nick and Warrick head out through the hallway . )', "" [[Warrick]] what 's the problem , marty ?"", ' [[Marty_Gleason]] you and you', ' [[Marty_Gleason]] you treat me like a janitor , like a garbage man', "" [[Marty_Gleason]] i 'm a professional , same as you ... an unsung hero that 's worthy of respect"", ' [[Nick]] okay , marty', "" [[Marty_Gleason]] you know exactly what i 'm talking about"", ' [[Marty_Gleason]] the smell back at the store', ' [[Marty_Gleason]] i know decomp as well as you , maybe better , okay ?', ' [[Marty_Gleason]] so what was it ?', ' [[Marty_Gleason]] your lunch ?', ' [[Marty_Gleason]] rotten shrimp ?', ' [[Marty_Gleason]] clams , maybe ?', ' [[Marty_Gleason]] whatever you hid there , i am going to find', "" [[Warrick]] we did n't even bring lunch there , marty"", "" [[Warrick]] and this was n't a decomp scene"", "" [[Marty_Gleason]] you 're jealous"", "" [[Marty_Gleason]] you 're stuck in a dead-end civil service job while i 'm grossing six figures"", ' [[Nick]] oh , six figures', ' [[Warrick]] yeah', ' [[Warrick]] picture that', "" [[Marty_Gleason]] we 're colleagues"", ' [[Marty_Gleason]] my job starts where your job ends', ' [[Marty_Gleason]] you should not be messing with me !', "" [[Warrick]] nobody 's messing with you , marty"", ' ( Nick shakes his head . )', ' ( Warrick and Nick look at each other . )']",0,None
11,"[' ( Warrick and Nick return to the Video Arcade with Marty Gleason . )', ' ( They step into the arcade and smell it immediately . )', ' [[Warrick]] phew ... ooh', "" [[Nick]] it 's decomp"", "" [[Nick]] subtle , but it 's in here"", ' [[Marty_Gleason]] the nose knows', "" [[Warrick]] how 'd we miss that ?"", ' [[Nick]] we were tired', ' ( They take out their flashlights and start looking around the place for the source of the smell . )', ' [[Warrick]] did you steam clean ?', ' [[Marty_Gleason]] yeah', ' [[Warrick]] the heating process must have brought the smell out', "" [[Marty_Gleason]] you know , i do n't get paid until this place smells like eternity for men"", ' ( Nick and Warrick continue to look around the arcade . )', ' [[Nick]] could be a dead rat', ' [[Warrick]] lot of possibilities', "" [[Nick]] i do n't know , rick"", ' [[Nick]] your guess is as good as mine', ' [[Warrick]] i know how to find it', ' ( Warrick motions for Nick to follow him . )', ' ( He turns the thermostat all the way up . )', ' [[Warrick]] okay , rich guy', "" [[Warrick]] shut down your gear , you 're taking us to lunch"", ' ( Marty nods . )']",0,None
12,"[' ( Sara interviews Dan Keaton as they stand outside the empty pool in his back yard . )', "" ( Amy Keaton sits on the pool 's edge a short distance away from them . )"", ' [[Dan_Keaton]] crack runs right through the deep end', ' [[Dan_Keaton]] had to drain it', ' [[Dan_Keaton]] half the neighbors have cracked slabs , leaky roofs', "" [[Dan_Keaton]] this was perfect when vanessa and i moved in place is n't built to last"", ' [[Sara]] mr keaton , i know this must be hard for you and your daughter', ' [[Dan_Keaton]] why are you here ?', "" [[Sara]] your wife did n't die in a fountain we 're taking water samples of every pool and spa in this community"", "" [[Sara]] was there swimming at the brady 's party ?"", ' [[Dan_Keaton]] why ?', ' [[Sara]] routine question', ' [[Dan_Keaton]] some , i guess', ' [[Dan_Keaton]] it was that kind of party', ' [[Sara]] was your wife in the pool ?', ' [[Dan_Keaton]] she could have been', ' [[Dan_Keaton]] after i left', ' [[Dan_Keaton]] what does this have to do with her accident ?', ' [[Sara]] did anyone behave inappropriately towards her ?', ' [[Dan_Keaton]] we were with our friends', ' [[Dan_Keaton]] our best friends', "" [[Dan_Keaton]] i would n't have left her there if i did n't think she was safe"", ' ( Dan looks over at Amy who looks away . )']",0,None
13,"[' ( Greg takes a sample of the pool water . )', ' ( He takes the sample as Grissom logs it on the clipboard . )', ' ( Brass is interviewing Erin Brady , the party hostess . )', "" [[Erin_Brady]] no one 's allowed to treat their pools with chlorine"", "" [[Erin_Brady]] it 's in the homeowners ' regulations"", ' ( Paul Brady walks outside and joins them . )', ' [[Paul_Brady]] what the hell is going on ?', ' [[Erin_Brady]] they have a warrant', ' [[Paul_Brady]] a warrant for what ?', ' [[Grissom]] when was the last time you had your pool cleaned ?', ' [[Paul_Brady]] guy was here this morning', ' [[Paul_Brady]] why ?', "" [[Brass]] we 're asking the questions , mr brady"", "" [[Erin_Brady]] look , look ... we 're all in shock"", ' [[Erin_Brady]] vanessa was one of those people who was so alive , so much fun', ' [[Brass]] so , tell me about last night', ' [[Brass]] was it a special occasion ?', ' [[Erin_Brady]] we just had the neighbors in for cocktails', ' [[Paul_Brady]] we do it once a month', ' [[Paul_Brady]] we , uh ... we all take turns', ' [[Grissom]] was mrs keaton wearing this dress last night ?', ' ( Grissom shows them a picture of the dress . )', ' ( Erin Brady looks at it and nods . )', ' [[Erin_Brady]] yes', ' [[Erin_Brady]] i noticed -- i have the same one in pink', ' [[Brass]] you notice anything else , anything out of the ordinary ?', ' [[Brass]] like an argument or a fight ?', ' [[Paul_Brady]] no , no , no', ' [[Paul_Brady]] we are a friendly group', ' [[Grissom]] did she leave alone ?', ' [[Erin_Brady]] her husband left about an hour earlier', ' [[Brass]] he seem upset when he left ?', ' [[Erin_Brady]] not that i noticed', "" [[Erin_Brady]] vanessa 's death was an accident , right ?"", ' ( Greg finishes putting the label on the sample jar . )', ' ( He stands up . )', ' [[Greg]] got it', ' [[Grissom]] may we take a look inside your house ?', ' ( She steps aside . )', ' [[Erin_Brady]] look wherever you want', ' ( Grissom walks by her between her and her husband . )', ' ( He glances at Brass who smiles at him . )', ' ( Grissom heads into the house . )', ' ( Grissom puts on his latex gloves and looks around the clean living room . )', "" [[Grissom]] well , by the way you 've cleaned up , mrs brady , i would n't even know you had a party in here last night"", ' ( Erin and Paul stand inside the living room . )', ' [[Erin_Brady]] thank you', ' [[Grissom]] what kind of party was it ?', ' [[Erin_Brady]] a mixer', ' ( Grissom and Greg look at each other . )', ' ( Grissom heads into the kitchen while Greg lingers in the living room . )', ' ( Grissom looks around the kitchen . )', ' ( He opens the case on the counter and finds two of the four skewers in the case . )', ' ( He takes one out . )', ' [[Grissom]] mrs brady , would you join me in here , please ?', ' ( Erin Brady walks into the kitchen . )', ' [[Grissom]] where are your other skewers ?', "" [[Erin_Brady]] i do n't know"", ' ( The dishwasher finishes . )', ' ( Grissom walks over to it and opens it . )', ' ( He pulls out the top rack in the dishwasher and picks up a light-colored dildo . )', ' [[Grissom]] well , cleanliness is next to godliness', ' ( Erin shrugs . )', "" ( Paul looks back at Greg who ca n't help but chuckle . )""]",0,None
14,"[' ( Marty Gleason carries out two red plastic bags from the arcade as Nick and Warrick sit on the sidewalk curb eating their lunches.. )', ' [[Marty_Gleason]] after overhead and costs , fifty cents a pound for waste disposal , i clear about three to five bills a job', ' ( Marty puts the two bags in the back of his van . )', ' [[Warrick]] how many cases do you get a week ?', ' [[Marty_Gleason]] how many cases do you do a week ?', ' [[Warrick]] rate gets us ten to twenty', ' [[Marty_Gleason]] ditto', ' [[Nick]] you trying to tell me you make between three and ten grand a week ?', "" [[Marty_Gleason]] you 've got to be authorized to clean up biologicals"", "" [[Marty_Gleason]] if some high school wage slave mops up a nose bleed at mickey d 's , they 're breaking the law"", "" [[Marty_Gleason]] i 've got three employees making thirty bucks an hour"", ' [[Marty_Gleason]] if you guys are interested in earning a little extra on the side ?', ' [[Warrick]] working for you , no thanks', ' [[Marty_Gleason]] crime rate is on the rise , my friends', "" [[Marty_Gleason]] you 'd be wise to get in on the ground floor"", ' [[Marty_Gleason]] i am thinking about starting a franchise in arizona', ' [[Marty_Gleason]] retirees die messy', ' [[Marty_Gleason]] like , bodies been on the floor for a while', ' [[Marty_Gleason]] sometimes you got to replace the entire floor', ' [[Marty_Gleason]] oh , look , i install floors , and drywall', ' ( He hands each of them his card . )', ' ( A car horn beeps . )', "" [[Marty_Gleason]] ceilings , too , and homeowner 's insurance picks up the tab"", ' ( A black SUV pulls up . )', ' ( Marty walks over to Mrs Basengi . )', "" [[Mrs._Basengi]] what 's going on , marty ?"", "" [[Mrs._Basengi]] you 're still here ?"", ' [[Mrs._Basengi]] you promised the place would be clean', ' [[Mrs._Basengi]] i found a contractor to finish the work', "" [[Marty_Gleason]] it 's out of my hands , ma'am"", "" [[Marty_Gleason]] the lab boys , they have n't quite released the scene yet"", ' ( He indicates Warrick and Nick behind him . )', ' ( Warrick and Nick look at each other and shake their heads . )', "" [[Marty_Gleason]] they 're moving at the speed of government"", ' [[Marty_Gleason]] how are you doing with the funeral arrangements ?', ' [[Mrs._Basengi]] your cousin is taking very good care of me , thank you', ' [[Marty_Gleason]] we are here for you', "" [[Marty_Gleason]] now , i tell you what , i 'm going to call you as soon as i 'm done , okay ?"", ' [[Mrs._Basengi]] okay', "" [[Marty_Gleason]] thank you , ma'am"", ' ( Mrs Basengi drives away . )', ' [[Nick]] you should be ashamed of yourself , marty', ' [[Marty_Gleason]] oh , no', ' [[Marty_Gleason]] the bereaved often find a southern accent very comforting', ' ( Marty heads back into the arcade . )']",0,None
