scene_id,scene_text,in_summary,aspects
0,"[' ( A box is on the autopsy table . )', ' ( ROBBINS cuts the string and cuts the box open . )', ' ( Inside is a large blue plastic tub . )', ' ( ROBBINS takes the tub out and pushes the empty box to the side as he concentrates on the blue tub . )', ' ( He cuts the tape around the cover of the tub and opens the lid . )', ' ( Inside is a head . )', ' [[Robbins]] hmm', ' ( ROBBINS puts his glasses on to examine the head . )', ' ( GRISSOM walks into the room and appears at his side . )', ' [[Grissom]] i heard you got some head', "" [[Robbins]] just came in how 'd you know ?"", ' [[Grissom]] i arranged house seats for david to see celine , so he pages me the minute you get anything perishable', ' [[Robbins]] sellout', ' ( ROBBINS reaches into the tub and removes the head . )', ' ( GRISSOM takes a deep breath . )', ' [[Grissom]] oh ... formaldehyde', ' [[Robbins]] yeah , it fixes tissue , but it destroys dna', ' [[Grissom]] no id through codis', ' [[Grissom]] quite a bit of leaf litter', ' [[Robbins]] puncture wound above the orbital plate', ' [[Grissom]] that looks like animal activity', ' [[Robbins]] heavy decomp', "" [[Robbins]] it 's going to be , uh ... virtually impossible to determine time of death"", "" [[Robbins]] this neck was n't severed"", ' [[Robbins]] it was disarticulated', ' [[Robbins]] no skill involved', ' ( ROBBINS puts the head down on the table and turns it to the left . )', "" ( On the left cheek , there 's a knife cut . )"", ' [[Robbins]] oh-oh', ' [[Robbins]] i take that back', ' [[Grissom]] that took skill', ' ( Quick CGI POV : Camera zooms into the cut - past the skin , into the muscle and flesh . )', ' ( End of CGI POV . )', ' ( Resume to present . )', ' ( ROBBINS turns to look at GRISSOM . )', ' [[Grissom]] the unkindest cut of all', ' [[Robbins]] hmm']",1,Evidence
1,"[' ( DAVID HODGES removes the leaf litter from the head while ROBBINS works on washing the head . )', "" [[David_Hodges]] there 's more plant material here than geological"", ' [[Robbins]] hair roots and scalp are relatively clean', "" [[David_Hodges]] so the vic was n't buried ?"", ' [[Robbins]] you tell me', ' [[David_Hodges]] i will', "" [[David_Hodges]] leaves and needles and dirt -- that 's good as a map"", ' ( CATHERINE walks into the room and up to the table . )', ' ( She frowns when she sees HODGES and ROBBINS working on the head . )', "" [[Catherine]] any idea when grissom 'll be back ?"", ' [[Robbins]] nope', "" [[Robbins]] it 's going to be a while"", ' ( CATHERINE glances down at the paper work in her hand . )', ' [[Catherine]] jackpot , nevada', ' [[Catherine]] where the hell is that ?']",0,None
2,"[' ( The sign says : PAY AT THE PUMP . )', "" ( GRISSOM 'S car travels up the road , past the gas station , and parks next to the Sheriff 's car in the diner parking lot . )""]",0,None
3,"[' ( GRISSOM walks into the diner . )', "" [[Cook]] order 's up , sweetie"", ' ( GRISSOM closes the door behind him . )', "" ( There 's quite a lot of activity in the full diner . )"", ' ( He takes off his glasses and heads for the waitress behind the counter . )', ' [[Grissom]] good morning', "" [[Grissom]] i 'm with the las vegas crime lab , and i"", ' [[Gloria]] hey , alan !', "" [[Gloria]] 's guy 's here about the head"", ' ( GRISSOM looks around . )', "" ( The Sheriff 's sitting at the table and waves him over . )"", ' ( As he heads in that direction , it appears that everyone in the diner already knows about the head . )', ' [[Man]] bet a wolf got him', "" [[Man_2]] there 's no wolves around here dumbass"", ' [[Man_2]] bears', ' [[Man_3]] ten bucks says satanic cult', "" ( GRISSOM approaches the Sheriff 's table . )"", ' [[Alan_Brooks]] lieutenant alan brooks', ' [[Alan_Brooks]] this is my brother leland', ' [[Leland_Brooks]] how do you do ?', ' [[Grissom]] gil grissom , las vegas crime lab', ' [[Grissom]] may i ?', ' [[Alan_Brooks]] have a seat', ' [[Alan_Brooks]] things must be pretty slow in vegas to get one of you guys out here so quick', ' [[Grissom]] well , the elko county sheriff made the request', ' [[Grissom]] we were happy to respond', "" [[Grissom]] it 's an interesting case"", ' [[Alan_Brooks]] mmm , not particularly', ' [[Leland_Brooks]] it was probably some hiker or transient who got lost , took a bad luck fall', ' [[Grissom]] must have been a heck of a fall', "" [[Grissom]] his head 's in a plastic jar"", ' [[Alan_Brooks]] listen , i filed the report', ' [[Alan_Brooks]] i sent in the head', "" [[Alan_Brooks]] five 'll get you ten , there 's not much left of that body out there but coyote turds"", ' ( LELAND chuckles . )', "" [[Alan_Brooks]] look , nobody from this community 's been reported missing"", "" [[Alan_Brooks]] and i just do n't have the resources to go searching for what might be left"", ' [[Grissom]] well , you do now', "" [[Alan_Brooks]] there 'd better be a whole lot more of you out there"", ' ( MARTY COOPERMAN gets up and heads for the door . )', ' [[Alan_Brooks]] have a good one , marty', ' ( MARTY COOPERMAN leaves without saying a word . )', "" [[Grissom]] lieutenant , the preliminary autopsy revealed a single , straight , two-inch cut on the victim 's jaw"", ' [[Grissom]] it was a blade mark', "" [[Grissom]] so , there 's not just a body out there , there 's also a killer""]",0,None
4,"["" ( DAVID HODGES explains what CATHERINE 'S looking at in the scope . )"", ' [[David_Hodges]] of all the plant life gathered from the head , the conifers are the key', ' [[David_Hodges]] the one on the left -- abies zasiocarpa', ' [[David_Hodges]] the one on the right is picea engelmannii , engelmann spruce', ' [[Catherine]] spruce and fir trees', ' [[Catherine]] typical mountain forest', ' [[David_Hodges]] typical for 9,000 feet above sea level', ' [[David_Hodges]] the wood fragments are either cottonwood or aspen', ' [[David_Hodges]] and aspens only grow in areas that have been cleared', ' [[Catherine]] fire , roads or ... logging', ' [[David_Hodges]] after a major forest fire , manzanita bushes grow like weeds for decades', ' [[Catherine]] no manzanita leaves here', ' [[David_Hodges]] which means that the head was on a damp north-facing slope , at least 9,000 feet up , cleared , but not recently exposed to fire']",0,None
5,"[' ( GRISSOM and ALAN BROOKS leave the diner . )', "" ( GRISSOM 'S phone rings . )"", ' ( He answers it . )', ' [[Grissom]] grissom']",0,None
6,"[' [[Catherine]] is the service actually bad out there or are you just keeping your phone off ?', "" [[Grissom]] i 'm sorry"", "" [[Grissom]] i should 've called"", "" [[Catherine]] this trip would n't have anything to do with you ducking case reviews , now would it ?"", ' [[Grissom]] how can you think that ?', "" [[Grissom]] you would n't mind taking care of those for me , would you ?"", ' [[Catherine]] oh , your job , my pay', ' [[Catherine]] why would i care ?', "" [[Grissom]] i 'll make it up to you"", ' [[Catherine]] yeah , you had better', "" ( CATHERINE reaches GRISSOM 'S office and her jaw drops at the stacks of files on his desk that he needs to review . )"", ' ( The desk is a mess . )', "" [[Catherine]] hodges id 'd your leaf litter"", ' [[Grissom]] good', ' [[Grissom]] thanks', ' [[Grissom]] i owe you one', ' ( GRISSOM hangs up . )', ' [[Alan_Brooks]] trouble with the wife ?', ' [[Grissom]] yeah', "" [[Grissom]] she hates it when we 're apart"", ' ( He shrugs . )']",0,None
7,"[' ( GRISSOM interviews SYLVIA ROGERS while ALAN BROOKS watches . )', ' [[Grissom]] so your dog found the head ?', "" [[Sylvia_Rogers]] well , tripper 's not exactly a chihuahua"", ' [[Sylvia_Rogers]] goes where he wants , comes back for dinner', ' [[Sylvia_Rogers]] sometimes he brings dinner back', ' ( Quick flashback to : SYLVIA ROGERS walks out of the house with a dish of food for the dog . )', ' [[Sylvia_Rogers]] tripper !', ' [[Sylvia_Rogers]] come on , buddy , dinner', ' ( She puts the dish down . )', ' ( The dog barks and she looks . )', "" ( She sees he 's playing with the head . )"", ' [[Sylvia_Rogers]] oh , what is it this time , a rabbit or a possum ?', ' ( End of flashback . )', ' ( Resume to present . )', ' [[Grissom]] is he okay ?', ' [[Sylvia_Rogers]] well , he got a little lethargic after chewing on that he took him to the vet , ran some tests', ' [[Sylvia_Rogers]] he got better', ' [[Sylvia_Rogers]] i just want to keep him that way', "" [[Sylvia_Rogers]] where there 's a head there 's got to be hands and feet , and sooner or later , he 'll dig 'em up"", "" [[Alan_Brooks]] or what 's left of 'em"", "" [[Alan_Brooks]] no offense , sylvia , but he 's not exactly a scent hound"", ' [[Grissom]] all animals can smell rotting flesh', ' [[Grissom]] studies have shown that when domestic pets bring back human body parts , usually the remains are within a half-mile radius', ' [[Sylvia_Rogers]] they do studies on that ?', ' [[Grissom]] it occurs more than you think', ' [[Grissom]] have you noticed any buzzards or vultures around ?', ' [[Sylvia_Rogers]] all the time', ' [[Grissom]] thanks', ' ( She leaves . )', ' ( GRISSOM turns and looks at the hillside . )', ' [[Alan_Brooks]] so , are we done here ?', "" [[Grissom]] this slope faces north , does n't it ?"", ' [[Alan_Brooks]] yeah', "" [[Grissom]] you know that old expression , 'heads will roll ' ?"", "" [[Grissom]] it 's true -- especially downhill"", ' ( GRISSOM heads for the north slope . )', ' [[Alan_Brooks]] barry , drop the doughnut', "" [[Alan_Brooks]] you 're gon na earn your pay today""]",0,None
8,"[' ( A couple of OFFICERS walk up the slope . )', ' ( GRISSOM and ALAN BROOKS follow them . )', ' [[Alan_Brooks]] afraid you gon na trip over something ?', "" [[Grissom]] i 'm hoping"", ' [[Grissom]] bodies make good fertilizer', ' [[Grissom]] you often see fresh , green shoots near a gravesite', ' [[Alan_Brooks]] must be nice to know the answer to every little thing', ' [[Grissom]] i prefer questions actually', "" [[Alan_Brooks]] and i do n't , i suppose"", ' [[Alan_Brooks]] remember that waitress , doris ?', "" [[Alan_Brooks]] well , she 's got an ex-husband likes to smack her around every once in a while"", "" [[Alan_Brooks]] high school 's got a dozen meth-heads who like boosting motorcycles and then drag racing 'em down main street , when they think nobody 's watching"", "" [[Alan_Brooks]] fire chief 's a closet pyro , and so forth"", "" [[Alan_Brooks]] see , i do n't have a lot of time to ask questions about buzzards and such"", "" ( He points to the tree GRISOSM 'S looking at . )"", "" [[Alan_Brooks]] that 's an aspen tree , in case you were wondering"", ' ( Up on the hillside the OFFICERS call down to them . )', ' [[Officer]] lieutenant !', ' [[Officer]] over here']",0,None
9,"[' ( GRISSOM reaches the top of the hill and sees the two OFFICERS standing just over the body . )', ' ( One of them is gagging . )', ' [[Grissom]] step away from there , would you please , fellas ?', "" [[Grissom]] do n't disturb the scene"", ' ( They both rush aside as one of the OFFICERS throw up . )', ' ( GRISSOM kneels next to the body . )', ' [[Grissom]] carabid beetles', ' [[Grissom]] second instar maggots', ' ( GRISSOM picks up a bug . )', ' [[Grissom]] formica obscuripes', ' ( Camera zooms in for a close up . )', ' [[Alan_Brooks]] let me guess', ' [[Alan_Brooks]] you like bugs ?', ' [[Grissom]] yeah , i do', "" [[Grissom]] they 're perfect"", ' [[Grissom]] they always do their jobs', ' ( He glances at the Sheriff . )', "" [[Grissom]] this body 's been here four to seven days"", ' ( GRISSOM stands up . )', ' [[Grissom]] how deep would you say this hole is , lieutenant ?', "" [[Alan_Brooks]] i 'd say about four feet , depending on ... how he 's stuffed in there"", "" [[Grissom]] takes a fair amount of dedication to dig a hole this deep up here , do n't you think ?"", ' [[Alan_Brooks]] unless the killer had help', ' [[Grissom]] maybe', ' ( GRISSOM takes a picture of the blood on the rock near the body , then kneels down to look at the spatter . )', "" [[Alan_Brooks]] it 's like you said -- he was cut"", "" [[Grissom]] this blood 's not from a cut"", ' [[Grissom]] the drops imply directionality', ' [[Grissom]] the stellated circles imply', ' ( Quick CGI POV of : The blood spatters on the rock . )', ' [[Grissom]] ... perpendicular impact', ' ( End of CGI POV . )', ' ( Resume to present . )', "" [[Grissom]] this spatter is in direct line with the victim 's carotid"", "" [[Grissom]] it 's arterial spurt"", ' [[Alan_Brooks]] are you saying he was alive when he was buried ?', ' [[Grissom]] i think that the cut we found on his jaw ... was a lure to draw predators', "" ( Quick flashback to : The knife cuts into the victim 's cheek as he screams Cut to : Growling as the animal rushes forward . )"", ' ( The victim screams Cut to : Blood spattering on the rock . )', ' ( End of flashback . )', ' ( Resume to present . )', ' ( GRISSOM and gets to his feet . )', "" [[Grissom]] this was n't just murder"", ' [[Grissom]] it was torture']",1,Crime scene
