scene_id,scene_text,in_summary,aspects
0,"[' ( The chains pull the roller coaster up the large ramp . )', ' ( The MOTHER and DAUGHTER sit in their seat just behind JOEY . )', "" [[Daughter]] i do n't wan na go !"", ' [[Daughter]] ooh !', ' [[Daughter]] oh , mommy', ' ( JOEY unbuckles his seat belt and turns around to look back at them . )', "" [[Joey]] we 're all going to die"", ' [[Daughter]] cut it out !', ' [[Mother]] joey , put your seat belt on', ' [[Mother]] now !', ' ( The cars reach the top and they can feel it as it starts its journey down the rails . )', ' [[Voice]] here we go !', ' [[Voice]] voice : oh , my goodness !', ' [[Voice]] voice : whoa !', ' ( A close up of the coaster wheels shows it wobbling . )', ' ( Various cuts of the roller coaster ride with some emphasis on the wheels . )', ' ( The roller coaster comes to a stop at the platform . )', ' [[Mother]] okay , guys , come on', ' ( The family gets off of the ride . )', ' [[Daughter]] that was so fun', ' ( The next set of passengers board the coaster ride . )', "" [[Zack_Lawrence]] all right , ladies and gentlemen , welcome to pharaoh 's fever"", ' [[Zack_Lawrence]] buckle up', ' [[Zack_Lawrence]] get ready to scream', ' ( The passengers are locked in and the ride starts . )', ' ( The young family steps out onto the walkway and heads over to the nearby food vendor . )', ' ( The kids are still excited about the ride . )', ' [[Joey]] that was so awesome', ' [[Daughter]] when can we ride again ?', "" [[Mother]] um , we 'll ride it in a minute"", ' ( The MOTHER turns to place in the order . )', ' [[Mother]] um , four king tut burgers , uh , two nile river ice teas and two milks', ' [[Daughter]] milk is nasty', ' [[Mother]] yeah', ' ( At the sounds of the excessive screams , the family looks up in time to see the roller coaster cars fly off of the tracks )', ' ( The roller coaster cars crash head first into the red car parked in the parking lot . )']",0,None
1,"[' ( BRASS stands in front of the wrecked car . )', ' ( The bodies of the riders are still on the pavement . )', ' ( GRISSOM ducks under the crime scene tape and walks over to BRASS . )', ' [[Brass]] so , dr thrillseeker , you ever been on this roller coaster ?', ' ( GRISSOM looks up at the ride . )', "" [[Grissom]] pharaoh 's fever , yeah ... but my ride ended at the platform"", ' [[Grissom]] what do you know ?', ' [[Brass]] six dead', ' [[Brass]] park full of eyewitnesses saw the train fly off the tracks', ' [[Brass]] four-oh-one-b', ' [[Grissom]] accident with injury', ' [[Brass]] uh-huh', "" [[Grissom]] it 's also a four-eighteen-b"", ' [[Brass]] a runaway ?', ' [[Grissom]] a runaway train']",1,Crime scene
2,"[' ( The amusement park parking lot is filled with personnel , curious on-lookers and the media . )', ' ( An OFFICER holds up the tape for NICK , SARA and GREG . )', "" ( GREG is carrying SARA 'S kit for her in addition to his own . )"", ' ( They make their way over to GRISSOM . )', ' [[Nick]] hey', "" [[Nick]] sorry we 're late"", ' [[Nick]] there was a news van blocking the entrance', ' [[Grissom]] this is the first time a roller coaster has derailed in clark county', ' [[Grissom]] huge criminal and civil liabilities issues , so keep it quiet', ' [[Grissom]] photograph the scene', ' [[Grissom]] bag and tag all the detritus', ' [[Grissom]] forklift anything bigger than greg', "" [[Grissom]] we 're going to put up a tent on the other side of the parking lot for accident reconstruction"", ' [[Grissom]] questions ?', ' [[Greg]] yeah', "" [[Greg]] what 's that guy doing so far away from the others ?"", ' ( They look over at the lone body on the ground away from the wreckage . )', "" [[Grissom]] curious , is n't it ?"", ' ( GRISSOM turns and leaves . )', ' ( GREG looks at SARA . )', "" [[Greg]] so , when he asks if anybody has any questions , he 's not really asking ?"", "" [[Sara]] well , i do n't know much about roller coaster accidents , but in auto collisions , the victims found furthest away from the car usually were n't wearing a seat belt"", "" [[Sara]] that 'd be my bet"", ' ( Quick flashback to : [_DAY_] The roller coaster car flies off the track . )', ' ( The lone body flies out of the car . )', ' ( End of flashback . )', ' ( Resume to present . )', "" [[Nick]] okay , let 's go to work"", ' [[Greg]] what should i do ?', ' [[Nick]] uh , photo-evidence log -- just record everything we collect , okay ?']",0,None
3,"[' ( The OFFICER shows WARRICK and CATHERINE to the body . )', ' ( DAVID PHILLIPS is already there logging his findings . )', ' [[Officer]] couple of mountain bikers called in the body', ' [[Officer]] coroner just arrived', ' [[Catherine]] hi , david', ' [[David_Phillips]] hey', ' [[David_Phillips]] tessa press', ' [[David_Phillips]] school i.d', ' [[David_Phillips]] was in her pocket', "" [[David_Phillips]] she 's 13"", ' ( CATHERINE and WARRICK kneels down next to the body to get a better look . )', ' [[Warrick]] i hate these cases', ' [[Catherine]] now ... the body position is inconsistent with her lividity', ' [[David_Phillips]] after she died , blood settled to her anterior and lividity fixed', ' [[Catherine]] so she had been facedown', ' [[David_Phillips]] yeah', ' [[Warrick]] and someone dumped her face up', ' ( DAVID PHILLIPS nods . )', ' [[Catherine]] how long has she been here ?', "" [[David_Phillips]] i 'll defer that question to the insects"", ' ( DAVID rolls the body and shows them to CATHERINE . )', ' [[Catherine]] instar maggots', "" [[David_Phillips]] given the ambient temperature and last night 's rain , i 'd estimate she 's been out here twenty-four hours"", ' [[Catherine]] takes that long for blowfly eggs to hatch', "" [[Warrick]] i guess the rain would 've washed away any trace evidence : tire prints , shoe impressions"", "" [[Catherine]] let 's just hope there 's some evidence on her body"", "" [[David_Phillips]] if you 're going to drive all the way out here to dump a body , why not take another ten minutes and bury her ?"", "" [[Warrick]] guess it was n't worth the killer 's time""]",1,"Crime scene,Victim"
4,"[' ( SARA continues to snap photos of the evidence and evidence markers on the asphalt . )', ' ( NICK bags the evidence while GREG logs them down . )', ' ( They work methodotically . )', ' ( In the background , we see the CORONERS remove the bodies . )', ' ( A large crane arrives to move the larger pieces -- smashed red car and roller coaster car . )']",0,None
5,"[' ( BRASS questions ZACK LAWRENCE . )', ' [[Brass]] so , how long you been operating the roller coaster ?', ' [[Zack_Lawrence]] couple of months', ' [[Zack_Lawrence]] i got a promotion', ' [[Zack_Lawrence]] i used to work the merry-go-round', "" [[Brass]] that 's a promotion , huh ?"", ' [[Zack_Lawrence]] yeah', ' [[Zack_Lawrence]] only little kids go on the merry-go-round', ' [[Brass]] oh , i see', "" [[Brass]] so you get to meet girls your own age on pharaoh 's fever"", ' [[Zack_Lawrence]] yeah , something like that', ' [[Brass]] what kind of training do you get to be an operator ?', ' [[Zack_Lawrence]] training ?', ' [[Zack_Lawrence]] i release the brake', ' [[Zack_Lawrence]] i press a button', "" [[Zack_Lawrence]] it 's green and marked 'start '"", ' [[Brass]] i get the picture', "" [[Brass]] all right , look , there are six victims it 'd be helpful to know where each of them was sitting"", ' [[Zack_Lawrence]] um ... front bench was a girl', ' [[Zack_Lawrence]] she was blond', ' [[Brass]] yeah ?', ' [[Zack_Lawrence]] cute', ' ( Quick flashback to : ZACK presses the green button . )', ' ( The ride starts . )', ' [[Zack_Lawrence]] uh , followed by a punk , old folks and some other dude', ' ( End of flashback . )', ' ( Resume to present . )', "" [[Brass]] that 's only five"", "" [[Zack_Lawrence]] that 's all i remember"", ' ( BRASS looks over at the photo vendor stand . )', "" ( There 's a big sign on it : SEE YOURSELF SCREAM ! )"", "" [[Brass]] 'see yourself scream ' ?"", "" [[Brass]] what 's this about ?"", ' [[Zack_Lawrence]] we got a digital camera', "" [[Zack_Lawrence]] it 's mounted right over there"", ' [[Brass]] how does that work ?', "" [[Zack_Lawrence]] camera 's on a trigger"", "" [[Zack_Lawrence]] train passes by , automatically snaps a picture and stores it in the computer 's hard drive"", ' [[Zack_Lawrence]] the train was airborne', ' [[Zack_Lawrence]] never even got close to the camera', "" [[Brass]] i 'm still going to want to take that computer""]",0,None
6,"[' ( GRISSOM interviews WOODY . )', "" [[Woody]] i 'm the park 's chief engineer"", "" [[Woody]] been working on coasters since before i was tall enough to ride 'em"", ' [[Grissom]] you responsible for maintaining this roller coaster ?', ' [[Woody]] i keep all the rides up to code', ' [[Grissom]] you have any idea what would cause this train to go off the track ?', "" [[Woody]] well , in theory , i did n't think it was possible"", "" [[Woody]] there 's never been an accident like this anywhere"", "" [[Grissom]] so , you 're an expert ?"", ' [[Woody]] on roller coasters ?', ' [[Woody]] hell yeah', "" [[Woody]] ten years of service on six flags ' american eagle before moving to vegas"", ' ( GRISSOM looks down and sees the nut . )', ' ( He uses his pen and picks it up . )', ' [[Grissom]] do you know what that is ?', "" [[Woody]] that 's a nut"", ' [[Woody]] it , uh ... secures the wheel to the screw', "" [[Grissom]] well , one loose screw ... could n't cause a train to derail , could it ?"", "" [[Woody]] no , no , there 's , uh ... eight wheels per train they-they 'd all have to be loose , and , uh ... that just does n't happen"", ' ( Camera holds on a close up of the nut . )']",1,Evidence
7,"["" ( They 've set up a large tent in the parking lot . )"", ' ( Inside , GRISSOM walks in A long table has been set up with the various pieces of evidence gathered on it . )', ' ( NICK , SARA and GREG are going through everything . )', "" [[Grissom]] 'there are three things in human life that are important"", "" [[Grissom]] the first is to be kind ; the second one is to be kind ; and the third one is to be kind '"", ' [[Sara]] henry james', ' [[Grissom]] very good', ' [[Grissom]] author of one of the greatest horror stories ever written : turn of the screw', "" [[Grissom]] and i 'm looking for one"", ' ( He holds up the baggie with the nut . )', ' [[Sara]] a screw ?', ' [[Grissom]] yes', ' [[Nick]] oh , well ... technically , these are eccentric shafts , not screws', "" [[Grissom]] well , as long as you can screw a nut on it , it 's a screw"", "" [[Sara]] 'turn of the screw ' is n't really a horror story"", "" [[Sara]] it 's more of a mystery"", ' [[Sara]] did the governess kill the little boy , or did the ghost do it ?', "" [[Grissom]] well , it 's only a mystery if you believe in ghosts"", ' ( GRISSOM picks up a screw and looks at the threads . )', ' [[Grissom]] end threads are stripped', ' [[Nick]] means the nuts were loose', "" [[Nick]] excessive play on the screws would 've worn down the threads"", "" [[Grissom]] and the nuts would 've popped off"", ' ( Quick flashback to : [_ROLLER_COASTER_WHEELS_] The nut is loose and pops off . )', ' ( End of flashback . )', ' ( Resume to present . )', "" [[Greg]] nuts do n't just pop off by themselves"", ' [[Grissom]] we got tool marks', ' [[Grissom]] vertical striations , evenly spaced', "" [[Nick]] could 've been a pipe wrench"", ' [[Sara]] maybe whoever maintains the roll coaster uses a pipe wrench to tighten the nuts', ' [[Nick]] or whoever loosened the nuts screwed up']",0,None
8,"[' ( WARRICK hands the morgue photo to RAINA to look at . )', "" [[Raina_Press]] it 's tessa"", "" [[Raina_Press]] i do n't understand"", ' [[Raina_Press]] how could this ... ?', ' [[Raina_Press]] my baby', "" [[Catherine]] i 'm very sorry"", "" [[Raina_Press]] she 's beautiful , is n't she ?"", "" [[Warrick]] ma'am , the coroner believes that tessa died over twenty-four hours ago"", ' [[Warrick]] had you reported her missing ?', "" [[Raina_Press]] couple nights a week , she 'd sleep at her friend carrie 's"", "" [[Raina_Press]] there 's just the two of us"", "" [[Raina_Press]] i 'm a waitress"", ' [[Raina_Press]] work nights', ' [[Raina_Press]] that way i can ... make her breakfast and be there when she gets home from school', ' [[Warrick]] when was the last time that you saw her ?', ' [[Raina_Press]] yesterday morning', ' [[Raina_Press]] i got home around 6:00', ' [[Raina_Press]] we made pancakes', ' [[Raina_Press]] i packed her lunch and kissed her good-bye', "" [[Raina_Press]] when she did n't come home from school , i just figured she was at carrie 's"", "" [[Raina_Press]] i should have called , but i did n't want to be a nag"", ' [[Raina_Press]] i want to see her', "" [[Catherine]] officer , could you please escort ms press ... to the morgue when 's the last time you went twenty-four hours without talking to lindsey ?"", ' [[Catherine]] a single mother , working nights', "" [[Warrick]] i 'm just saying , she did n't check on her own kid , you know ?"", ' [[Catherine]] ah , you do the best you can']",1,Perpetrator
9,"[' ( ROBBINS goes over the bodies with GRISSOM . )', ' [[Robbins]] introductions', ' [[Robbins]] shelly hoffman , 25', ' [[Robbins]] cause of death -- lacerated ventricle', ' [[Robbins]] noah nuland , 15', ' [[Robbins]] c.o.d. -- head contusion', ' [[Robbins]] the swelling of the brain killed him within minutes', ' [[Robbins]] now , gary clodfelter died of shock', ' [[Robbins]] his wife , may , exsanguinated', ' [[Robbins]] and their son , cameron - another head contusion', ' [[Grissom]] what about this guy ?', ' [[Robbins]] jim nevins , 20', ' [[Robbins]] park employee', ' [[Robbins]] died from a temporal herniation', ' [[Robbins]] impact to the head caused the brain to swell , which , in turn , put pressure on the brain stem', ' [[Grissom]] according the ride operator , there were only five passengers on the roller coaster , and no employees', ' [[Robbins]] right', ' [[Grissom]] so ... maybe nevins was just an unfortunate bystander', ' [[Grissom]] hit in the head by a falling roller coaster', ' [[Robbins]] the chicken little theory ?', "" [[Robbins]] but here 's the hitch"", ' [[Robbins]] the others died roughly ten hours ago', "" [[Robbins]] mr nevins ' rigor mortis is fixed"", ' [[Robbins]] body temp puts the time of his death approximately sixteen hours before the others -- right around 1:00 a.m', ' ( GRISSOM sighs . )', "" [[Grissom]] albert ... dead men do n't ride roller coasters""]",1,"Victim,Evidence"
