scene_id,scene_text,in_summary,aspects
0,"[' ( From the POV of a car driving by , we pass two kids walking along the sidewalk . )', ' ( A boy sits in the back of a truck with his sandy-colored dog . )', ' ( The boy knocks on the glass and motions for the people in the cab to raise the volume for the music on the radio . )', "" ( The driver increases the volume to the kid 's satisfaction . )"", ' ( He nods his approval and goes back to petting his dog . )', "" ( They continue passing by the town 's shops and the people out for a morning walk . )"", ' ( The truck continues to move down the road . )', ' ( The driver slows the truck down and pulls over curbside . )', ' ( The kid in the back of the truck jumps out and grabs a stack of papers from the back . )', "" ( The current paper is an issue of HOY with the headline , 'Carreras Mortales ' . )"", ' ( The boy opens the paper dispenser and puts in the paper . )', ' ( Various cuts of : People standing in front of a shop and a shop owner pulling in a display . )', ' ( Cut to : The truck pulls up curbside . )', ' ( The boy jumps out of the back of the truck and grabs a stack of papers . )', ' ( He puts the papers on top of the dispenser and takes out a coin He puts the coin in the dispenser and opens the door . )', ' ( Inside is a severed head , bald and bloodied . )', ' ( The kid gasps . )']",1,Crime scene
1,"[' ( Catherine works at unscrewing the base of the paper dispenser with an electric power tool . )', ' ( Nick snaps photos of the other paper dispensers . )', ' ( A crowd has gathered right outside of the crime scene tape . )', ' ( They line the streets watching them work . )', ' ( Det Sam Vega talks with the people watching . )', ' ( Catherine finishes and the dispenser is raised off the sidewalk . )', ' ( The coroners carry the dispenser away . )', ' ( Doc Robbins carries the severed head and places it in a pan . )']",0,None
2,"[' ( Dissolve to : Nick puts on a pair of latex gloves . )', ' ( Behind them in the lab is the paper dispenser . )', ' ( Camera pushes in on the blood spatter on the top-most paper , right under the headline : Carreras Mortales . )', ' ( Camera flashes of : Doc Robbins works on the head . )', ' ( He injects a syringe into the head . )', ' ( Back in the lab , Nick removes the stack of papers in the dispenser . )', "" ( Catherine holds the camera and watches Doc Robbins take a swab of the head 's nose . )"", ' ( She snaps a photo . )', ' ( Nick removes a wrapper from the dispenser . )', ' ( He drops a couple of coins on the lab table next to him . )', ' ( Catherine continues to snap photos as Dr Robbins works . )', "" ( He opens the head 's mouth and looks inside . )"", ' ( With his forceps , he pulls out a long , thin , dead snake . )', "" ( Catherine 's jaw drops at the sight . )"", ' ( Dr Robbins turns and looks at Catherine . )', ' ( Camera lingers on the dead snake . )']",0,None
3,"[' ( Robbins goes over the head with Catherine . )', ' [[Robbins]] female , early 30s , hispanic descent ,', "" [[Robbins]] vitreous potassium was 11.74 milli-equivalents per liter , so pmi 's approximately six hours"", ' [[Catherine]] so time of death roughly 1:00 a.m', ' ( Robbins nods . )', ' [[Catherine]] c.o.d', "" [[Robbins]] from what i got here , i ca n't tell you much"", ' [[Robbins]] minimal dilation in the pupils indicates decapitation was postmortem', ' [[Robbins]] scalp shows naked follicles without hairs , no inflammation around them indicates removal was postmortem as well', ' [[Catherine]] ripped out in chunks', ' ( Quick flash of : Hair being ripped out from the scalp . )', ' ( End of flash . )', ' ( Resume to present . )', ' [[Robbins]] takes time and dedication to do something like that', ' [[Catherine]] and a lot of hatred', ' [[Catherine]] so her eyebrows have been shaved off and drawn back on with eyeliner', "" [[Catherine]] i know that 's popular among latinos in 28th street"", ' [[Catherine]] she could be a banger or a girlfriend of one', ' [[Robbins]] well , either way , at least she took good care of her teeth', "" ( Robbins hands her the victim 's bridgework . )"", ' ( On the inside is a set of numbers: )', ' [[Catherine]] what is that , nine digits ?', ' [[Catherine]] social security number', ' [[Robbins]] dentists usually put on some form of identification on removable bridgework', "" [[Robbins]] it 's better than a license plate""]",0,Victim
4,"[' ( Nick is working on the top-most newspaper . )', "" ( He 's dusting for prints . )"", ' ( He finds a couple of prints . )', ' ( He uses both his hands and motions as if placing the head in the middle of the paper . )', ' ( The sides of his hands are touching the paper . )', ' ( Quick flash of : The killer puts the head down on the paper , the sides of his hands touching the paper . )', ' ( End of flash . )', ' ( Resume to present . )']",0,None
5,"[' ( Nick and Catherine walk down the hallway as Nick reports to Catherine . )', "" [[Nick]] pulled a couple of likely palm prints on the newspaper the head was on , but i do n't think that 's going to be our best bet"", "" [[Catherine]] okay , start with those , but make sure you run the partials off the box as well 'cause i got ecklie looking over my shoulder , so , uh"", ' [[Nick]] cover your ass', ' ( Nick heads off in another direction . )', ' [[Catherine]] yes', ' [[Nick]] my pleasure']",0,None
6,"[' ( Jesse Menken examines the snake while Nick watches . )', ' [[Jesse_Menken]] large , elevated vertebral scales', ' [[Jesse_Menken]] definitely not your typical u.s. crotalus', ' [[Nick]] herpetologists always throwing the latin around', "" [[Nick]] what 's wrong with just calling him 'rattlesnake ' ?"", ' [[Jesse_Menken]] my specialty , my jargon', ' [[Jesse_Menken]] stripes at the base of the neck makes it crotalus simus , indigenous to southern coastal mexico', ' [[Nick]] apparent mexican vic on a mexican newspaper with a mexican snake', "" [[Nick]] you do n't find a whole lot of these buzz-worms around vegas anyway , do you ?"", ' [[Jesse_Menken]] nowhere outside a zoo', ' [[Jesse_Menken]] these snakes like to burrow in damp soil', ' [[Jesse_Menken]] they like it hot and humid', "" [[Jesse_Menken]] we 're hot and dry"", ' [[Jesse_Menken]] for a snake , big difference', ' [[Nick]] what are the chances that thing just crawled in their on its own ?', ' [[Jesse_Menken]] in a newspaper dispenser in the middle of a desert city ?', ' [[Jesse_Menken]] no way', "" [[Jesse_Menken]] i think it was dead when it was shoved down the victim 's throat""]",0,None
7,"[' ( Warrick walks toward the crime scene . )', ' [[Brass]] the only car up here', ' [[Brass]] security called it in', ' [[Warrick]] is that a handicap van ?', "" [[Brass]] dead guy 's in the driver 's seat"", ' [[Warrick]] any witnesses ?', ' [[Brass]] nope', ' [[Brass]] and no surveillance either', "" [[Brass]] we ai n't on the strip , baby"", ' [[Brass]] five hundred bucks and a nevada license', ' [[Brass]] vincent decarlo , 28', ' ( Warrick takes the bag with the ID information inside from Brass . )', ' ( He puts his kit down near the open front passenger door . )', ' ( Inside , David Phillips takes down the body stats . )', "" [[Warrick]] it 's an expensive-looking italian suit just to be a chauffeur"", ' ( Warrick checks the back of the van . )', "" [[Warrick]] it 's a wheelchair"", "" [[Warrick]] any indication he 's handicapped ?"", ' ( David Phillips looks . )', "" [[David_Phillips]] he 's not wearing prosthetics and his soles are worn"", "" [[Warrick]] somebody 's missing their wheels"", ' [[David_Phillips]] gunshot wound to the head', ' [[David_Phillips]] looks like it came through the windshield', ' ( They both turn and look at the hole in the windshield . )', ' ( Outside , Sofia appears on the hood and examines the hole in the windshield . )', ' [[Sofia_Curtis]] crater on the windshield faces out', ' [[Sofia_Curtis]] which means that the shot came from inside the van', ' ( She looks at the gun hole and notices that it lines up with the wheelchair in the back of the van . )', ' ( Sofia visualizes what happened . )', ' ( Backward motion . )', ' ( The hole in the windshield slowly fixes itself . )', ' ( A gun fires . )', ' ( The virtual bullet breaks through camera frame and heads for the windshield . )', ' ( Close-up : From the outside of thewindshield , the bullet bursts through the glass . )', ' ( End of CGI slow motion . )', ' ( Resume to present . )', ' ( Warrick looks at Sofia , surprised to see her there . )', "" [[Sofia_Curtis]] swing 's tapped out"", ' [[Sofia_Curtis]] catherine asked if i could lend a hand', ' [[Warrick]] thanks', ' ( Sofia walks around to the back of the van . )', "" ( Warrick notices a spot of blood on the victim 's lapel . )"", ' [[Warrick]] you see that blood spot on the lapel ?', "" [[Warrick]] it 's inconsistent with the head wound"", ' [[Warrick]] to avoid cross-contamination , you think you could cut that out for me ?', ' [[David_Phillips]] oh , sure', ' ( Sofia climbs in to the back of the van and looks at the dead body from behind . )', ' [[Sofia_Curtis]] possible gsr', ' ( Quick close-up to : The GSR on the back of the chair . )', ' [[Sofia_Curtis]] which means the shot was fired from the wheelchair', "" [[Warrick]] how 'd he shoot him in the face ?"", ' [[Sofia_Curtis]] hey , vinnie', ' ( Quick flash of : Vincent Decarlo turns around to look behind . )', ' ( End of flash . )', ' ( Sofia holds out her index finger as if holding a gun pointed at the driver . )', ' ( She mimics shooting the gun at the driver . )', ' ( Quick flash of : Vincent Decarlo is shot and the bullet exits out the front windshield . )', ' ( End of flashes . )', ' ( Resume to present . )', ' [[Warrick]] so we got a guy who fired a shot from a wheelchair and then escaped on foot']",1,"Crime scene,Death cause"
8,"[' ( Det Sam Vega shows Nick and Catherine into the apartment . )', ' [[Det._Sam_Vega]] social came back on the dental work of veronica juarez', ' [[Det._Sam_Vega]] no immediate family in the states', "" [[Det._Sam_Vega]] apartment 's leased in her name"", ' ( He picks up a framed photo off the nearby shelf . )', "" [[Catherine]] well , that 's why bangers have girlfriends ; sign things they ca n't"", ' [[Nick]] this is a pretty nice place', ' [[Nick]] a long way from 28th street', ' [[Catherine]] sure is', ' ( Catherine picks up a framed photo of two women . )', ' ( Sam Vega finds something . )', ' [[Det._Sam_Vega]] catherine , nick', ' ( Nick and Catherine walk over to him . )', ' ( He points to the degree hanging on the wall from the University of Texas El Paso to Veronica Juarez in Bachelor of Science - Communication . )', ' [[Catherine]] gangbanger girlfriend with a degree ?', ' [[Nick]] sounds like a rock band', ' ( They continue to look around . )', ' ( Catherine uses the ALS on the bedspread . )', ' ( Nick picks up a digital camera off the desk and looks at the photos . )', ' [[Nick]] hey , vega ?', ' [[Nick]] check out these pics', ' ( Det Sam Vega walks over to Nick . )', ' [[Nick]] think she liked to party ?', ' [[Det._Sam_Vega]] that barely looks like the same girl', ' [[Nick]] i know', "" [[Det._Sam_Vega]] i 'm going to check out the kitchen"", ' [[Nick]] okay', ' ( Vega walks away . )', "" [[Catherine]] well , there 's no signs of sexual activity"", ' ( Catherine opens the bedside table drawer . )', ' ( She finds something . )', ' [[Catherine]] oh , hang on now', ' ( She takes out a small plastic bag with something inside . )', ' [[Nick]] that looks like pure crystal meth', ' [[Catherine]] you could be up for a week straight on that stuff and not even know it', ' [[Nick]] perfect drug for this town', ' ( Sam Vega walks out of the kitchen holding a piece of paper . )', ' [[Det._Sam_Vega]] hey , you think that our vic was a groupie ?', ' ( He shows the Extremo poster to them . )', ' [[Catherine]] looks like a mariachi band with artillery', ' [[Det._Sam_Vega]] i had a big dose of them when i worked with a gang unit in la', ' [[Catherine]] the band ?', ' [[Det._Sam_Vega]] the scumbags who listen to that music', ' [[Det._Sam_Vega]] sinaloa cowboys', ' [[Det._Sam_Vega]] big drug producers', ' [[Catherine]] okay', "" [[Catherine]] we 've got a female victim with a degree , mexican artwork , drugs and sinaloan cowboys""]",1,Victim
9,"[' ( Det Sam Vega and Nick exit the parked car and head for the club . )', ' ( The place is crowded . )', ' ( The band on stage sings . )', ' ( The song ends ; the crowd applauds . )', ' ( The club owner shouts to the already hyped-up crowd . )', ' [[Club_Owner]] que paso , que paso , que paso ? !', ' [[Club_Owner]] hacienda corona !', ' [[Club_Owner]] como estan , como estan , como estan , como estan todos ?', ' [[Club_Owner]] que bueno , que bueno , que bueno !', ' [[Club_Owner]] otra cancion !', ' [[Club_Owner]] otra cancion !', ' ( The band sings another song . )', ' ( Det Sam Vega and Nick walk into the club and head over to the bar . )', "" ( Vega shows him Veronica Juarez ' DMV photo . )"", ' [[Det._Sam_Vega]] carnal , conoces esta muchacha ?', ' [[Det._Sam_Vega]] sordo , contestame !', "" [[Juanito_Concha_(barback)]] that 's carla"", ' [[Nick]] carla ?', ' [[Nick]] not veronica ?', ' [[Juanito_Concha_(barback)]] nah', ' [[Juanito_Concha_(barback)]] the girl in the picture there told me her name was carla', ' [[Det._Sam_Vega]] yeah , well , the bouncer says that she hangs out here a lot', ' [[Juanito_Concha_(barback)]] yeah , i guess so', ' [[Juanito_Concha_(barback)]] yeah', ' ( Nick turns and listens to Extremo on stage . )', ' ( He turns back to the bartender . )', ' [[Nick]] she , uh , friends with the band ?', "" [[Juanito_Concha_(barback)]] i do n't know about friends"", "" [[Juanito_Concha_(barback)]] i mean , her and every other girl in here jocks 'em"", "" [[Juanito_Concha_(barback)]] i mean , extremo , bro , they 're the best"", ' [[Juanito_Concha_(barback)]] come on', ' ( Vega and Nick listen to Extremo . )', "" [[Nick]] i know my spanish is a little rusty , but i think he just said , 'she was a liar , she was n't who she said she was '"", "" [[Det._Sam_Vega]] 'she stole my heart , so i stole her life '"", "" [[Nick]] 'i met the snake ... eat a snake '""]",1,Perpetrator
