scene_id,sentence_id,sentence_text,in_summary
0,0, ( Camera pans past a large sign: ),0
0,1, ( A large construction machine moves along the cleared land . ),0
0,2," ( From the command office , the foreman walks out of the trailer with a cordless phone in his hand . )",0
0,3, ( He 's not pleased . ),0
0,4, ( He heads over to the man driving the bulldozer . ),0
0,5, [[Foreman]] joe !,0
0,6, [[Foreman]] joe !,0
0,7," ( He waves his arms high in the air trying to attract Joe 's attention , but the machines are just too loud . )",0
0,8, ( He continues to head toward Joe . ),0
0,9, [[Foreman]] joe !,0
0,10," [[Foreman]] hey , joe !",0
0,11, ( The machines continue to drown out his voice . ),0
0,12, ( The foreman walks closer to the work area . ),0
0,13, [[Foreman]] joe !,0
0,14, [[Foreman]] phone !,0
0,15, [[Foreman]] phone !,0
0,16, [[Foreman]] i 'm not your damn secretary and your wife 's not my boss !,0
0,17," [[Foreman]] you hear that , cheryl ?",0
0,18, [[Foreman]] this is a company phone,0
0,19, ( Joe continues to work . ),0
0,20, [[Cheryl]] i do n't care !,0
0,21, [[Cheryl]] i want to talk to joe !,0
0,22," ( At the sound of her voice , the foreman pulls the phone away from his ear and looks away . )",0
0,23," ( Suddenly , his face turns grim as he sees something in the ground in front of him . )",0
0,24," ( Cut to : A pair of a woman 's legs half buried in the ground , her high-heeled shoes still on her feet . )",1
0,25, ( Nick looks around the area where the body is . ),0
0,26, ( He 's wearing a bandana over his nose and mouth to keep from breathing in the dry dirt . ),0
0,27, ( The dirt around the body is marked by little yellow flags . ),0
0,28," ( In the back , Catherine walks with the foreman toward the site . )",0
0,29," [[Foreman]] if this is an indian burial ground , i 'm totally screwed",0
0,30, [[Foreman]] i 'll be in litigation for months,0
0,31," [[Catherine]] i ca n't make any promises , sir , but i do n't think the paiute wore heels",0
0,32, ( They reach the site . ),0
0,33, ( The officer stops the foreman . ),0
0,34," ( Catherine passes Nick , who is busy filling up the marker with paint , and heads over to Warrick , who is examining the body . )",0
0,35," [[Officer]] sorry , sir",0
0,36, [[Officer]] you ca n't go in there,0
0,37, [[Catherine]] hey !,0
0,38, [[Catherine]] what 's it look like ?,0
0,39, ( Warrick looks at the partially buried legs . ),0
0,40, [[Warrick]] well ... the body 's been cased in something,1
0,41, [[Warrick]] it 's black,1
0,42, [[Warrick]] it 's flexible ... but it 's pretty stubborn,1
0,43, ( He pokes at the black stuff with his finger . ),0
0,44, [[Warrick]] i think it 's roofing tar,1
0,45, [[Warrick]] it keeps the smell and the animals away,0
0,46, [[Catherine]] it makes our job a lot harder,0
0,47, [[Nick]] we 've got disturbed soil in a three-by-five perimeter,1
0,48, [[Catherine]] okay,0
0,49, [[Catherine]] gentlemen !,0
0,50, [[Catherine]] start your shovels !,0
0,51, ( The drivers of the machines start their engines and dig around the body . ),0
0,52, ( The machines dig a hole around the body encased in tar . ),0
0,53, ( Nick works on excavating the body . ),0
0,54," ( As he works , Catherine and Warrick discuss the body off screen . )",0
0,55, [[Catherine]] do you think our jane doe was buried alive ?,0
0,56, [[Warrick]] i do n't ' know,0
0,57," [[Warrick]] she was n't just covered , she was completely encased",0
0,58, [[Warrick]] whoever buried her sure had access to a lot of tar,0
0,59, [[Warrick]] i 'm thinking a construction worker,0
0,60," [[Catherine]] nick , did you get that last soil sample ?",0
