scene_id,sentence_id,sentence_text,in_summary
0,0, ( It 's raining . ),0
0,1," ( Thunder rumbles , lightning flashes . )",0
0,2, ( Camera slowly pans downward and we note the prison-like barbed-wire fence surrounding the hospital . ),0
0,3, ( The echoes of thunder rumble through the night . ),0
0,4, ( Nurse Nanette Faber holds her umbrella as she hurries up the front walk toward the hospital . ),0
0,5, ( We see the shadow of a person standing near the second floor middle window just above the front door . ),0
0,6, ( Through the closed front door glass we see Nurse Nanette Faber closer her umbrella as she walks up the front steps . ),0
0,7, ( Thunder rumbles in the background . ),0
0,8, ( The front doors open and she walks inside . ),0
0,9," ( She stops at the security desk and smiles at the Len , the security guard . )",0
0,10," [[Nanette_Faber]] hey , len",0
0,11, ( He puts her ID badge and a LC-110 A-H safety alert alarm on the counter . ),0
0,12, ( She takes them and smiles at Len . ),0
0,13, [[Nanette_Faber]] thanks,0
0,14, ( She rounds the corner and stops at the metal checkpoint where two more security guards wait behind a table . ),0
0,15, ( She puts her bag and things in the plastic tray . ),0
0,16, [[Security_Guard]] hi,0
0,17," ( She signs in on the clipboard , then walks through the metal detector . )",0
0,18, ( The machine beeps . ),0
0,19," ( On the other side , she gets her ID and alarm from the security guard . )",0
0,20, [[Nanette_Faber]] thanks,0
0,21," ( Nanette Faber swipes her card into the wall security lock and punches in her access code , 5-2 . )",0
0,22, ( The light switches from red to green and the door buzzes . ),0
0,23, ( She opens the door and walks inside . ),0
0,24," ( She walks up to the panel and presses the button on top , releasing her keys . )",0
0,25, ( She removes the keys and walks over to the grated metal door nearby . ),0
0,26," ( She uses the key , unlocks the door and slips inside . )",0
0,27, ( The door shuts behind her . ),0
0,28, ( Nanette Faber reaches the nurse 's station . ),0
0,29," ( She uses the key , unlocks the door and slips inside . )",0
0,30, ( She takes off her jacket . ),0
0,31, ( The door closes behind her . ),0
0,32, ( Thunder rumbles in the distance . ),0
0,33, ( Nurse Joanne McKay is already there . ),0
0,34, ( She does n't look up as she writes in her clipboard . ),0
0,35," [[Joanne_McKay]] some night , huh ?",0
0,36, ( Nanette Faber reaches for the clipboard . ),0
0,37, [[Nanette_Faber]] it 's ugly out there,0
0,38, ( She heads out to do her nightly shift bed checks . ),0
0,39, ( Nanette Faber walks over to the door to Unit 2C . ),0
0,40, ( She opens the door and enters the unit . ),0
0,41, ( She walks up to the first door and uses the flashlight to peer into the door window to check that Earl Simmonds is in the room . ),0
0,42, ( He is there sitting on a chair near the door . ),0
0,43," ( In the darkness , Earl Simmonds stares back at her . )",0
0,44, ( She turns the flashlight off and he looks away . ),0
0,45, ( Thunder rumbles in the background . ),0
0,46, ( She jots down notes on the clipboard as she heads to the next room . ),0
0,47," ( Again , she uses the flashlight and peers into the room . )",0
0,48, ( Charles Pellew is sleeping on the bed . ),0
0,49, ( She heads to the next room . ),0
