scene_id,sentence_id,sentence_text,in_summary
0,0, ( BARRY SCHICKLE and three other boys come out into the hallway . ),1
0,1, ( One of the boys is carrying a basketball . ),0
0,2, ( A school bell rings in the background . ),0
0,3," [[Barry_Schickle]] i 'm telling you , man",0
0,4," [[Friend]] see ya , bro",0
0,5," [[Barry_Schickle]] later , losers",0
0,6, ( The three boys walk down one hallway and BARRY SCHICKLE walks down another hallway . ),1
0,7," ( BARRY SCHICKLE looks behind him to make sure that no one 's there , reaches into his backpack with one fluid motion and pulls out a spray can . )",1
0,8," ( He stops in front of the long row of student lockers and with a final look to make sure that he is truly alone , he confidently sprays 'STICK ' in orange on a particular locker . )",1
0,9, ( He shows no hesitation . ),1
0,10, ( It 's as if he 's done this a million times before . ),1
1,0, ( Close up of door handle as BARRY SCHICKLE enters the men 's bathroom . ),1
1,1, ( He positions himself in front of the urinal and faces the mirror . ),1
1,2, ( Something distracts him and he turns around . ),1
1,3," ( He ducks as the first gunshot hits the corner of the mirror , shattering it . )",1
1,4, ( The next three shots hit Barry in the back . ),1
1,5, ( He falls to the floor . ),1
2,0, [[Brass]] barry schickel,0
2,1, [[Brass]] wallet 's still with him,0
2,2, [[Brass]] with cash,0
2,3, [[Brass]] 'a ' student,0
2,4, [[Brass]] recently voted class clown,0
2,5, ( BRASS and GRISSOM are standing over the dead body . ),0
2,6, ( An officer stands just on the inside of the men 's bathroom door . ),0
2,7, ( GRISSOM kneels down next to the body for a closer look . ),0
2,8," [[Grissom]] strange , people usually are n't scared of class clowns",0
2,9, ( He looks up at BRASS . ),0
2,10, ( BRASS also kneels down next to GRISSOM . ),0
2,11, [[Brass]] who said the shooter was scared,0
2,12, [[Grissom]] shot him in the back,0
2,13, [[Brass]] with his zipper down and his hands otherwise engaged,0
2,14, [[Grissom]] yeah,0
2,15, [[Grissom]] we 're looking for a coward,0
3,0, ( Two people from the coroner 's office wheel out BARRY SCHICKLE 'S body in a bag on a gurney . ),0
3,1, ( They pass WARRICK and CATHERINE on the way out as they walk into the school . ),0
3,2, ( Both are carrying their CSI kits . ),0
3,3, ( They turn the corner and Catherine sees the janitor cleaning off the orange spray-painted graffiti on the locker . ),0
3,4, ( The same graffiti made by BARRY SCHICKLE . ),0
3,5, [[Catherine]] hey !,0
3,6," [[Catherine]] whoa , whoa , whoa , whoa !",0
