scene_id,sentence_id,sentence_text,in_summary
0,0, ( Camera close up of a hammer pounding a nail into the board . ),0
0,1, ( Close up of : A circular saw being used to cut a board into two . ),0
0,2," ( Close up of : A tape measure extended to measure the width , then snapping shut . )",0
0,3, ( Close up of : A power drill . ),0
0,4, ( Close up of : A power stapler drilling nails into wood . ),0
0,5, ( The CONSTRUCTION WORKER carries a box into the building frame . ),0
0,6, ( He puts a roll of tape on the box and uses his free arm to push away the plastic sheeting as he walks into the section of the house . ),0
0,7," ( He looks up , sees something horrible , then drops the box to the ground . )",0
0,8," ( Camera pulls away to show the dead body , face down on the floor in the center of the room . )",1
0,9, ( The CONSTRUCTION WORKER backs out of the room . ),0
0,10, [[Construction_Worker]] boss !,0
0,11, [[Construction_Worker]] boss !,0
0,12," ( In the background , GREGORY CURTWELL steps down from the ladder as he looks at the CONSTRUCTION WORKER . )",0
0,13, [[Construction_Worker]] we-we got a problem,0
1,0, ( The building frame is taped off with crime scene tape . ),0
1,1, ( GRISSOM ducks under the tape and enters the building . ),0
1,2," ( In the background , sirens and indistinct radio chatter sound . )",0
1,3, ( GRISSOM makes his way to the room . ),0
1,4, ( He enters the room . ),0
1,5," ( BRASS is already there , crouched low on the side and looking at the body . )",0
1,6," ( GRISSOM takes his glasses off and looks at the teenager face down , his head in a splatter of blood . )",0
1,7, ( He looks around at the walls . ),0
1,8," [[Grissom]] well , clean surfaces make for good analysis",0
1,9, ( BRASS gets to his feet . ),0
1,10," ( In the background we see what they see , the far walls are covered with blood . )",0
1,11, [[Brass]] yeah,0
1,12," [[Brass]] well , that may be the only good thing",0
1,13," [[Brass]] i checked for a wallet , no id",0
1,14, [[Brass]] nothing on him,0
1,15, ( GRISSOM puts his kit down on the ground . ),0
1,16, [[Brass]] the kid looks like a minor,0
1,17, [[Brass]] coroner 's investigator says he 's been dead for over twelve hours,0
1,18, [[Brass]] happened sometime this weekend,0
1,19," ( By the camera angle , we see that the kid is in his underwear , his pants down around his knees . )",0
