scene_id,sentence_id,sentence_text,in_summary
0,0, ( Camera close up of a tumbler . ),0
0,1, ( Someone drops three ice cubes and pours the rest of the vodka from the bottle into the glass . ),1
0,2, ( He picks up the glass and walks around the room . ),1
0,3, ( He sits on the bed and drinks from his glass . ),1
0,4, ( He stands up and walks into the bathroom to stand in front of the foggy mirror . ),1
0,5, ( He uses the back of his hand to wipe it clear . ),1
0,6, ( He stares at himself and sighs . ),1
0,7, ( He turns around . ),1
1,0, ( GRISSOM turns the corner to the hotel hallway and makes his way to the officer who stands just outside the hotel room door . ),0
1,1, ( The OFFICER signals GRISSOM inside the room . ),0
1,2, ( GRISSOM walks into the room . ),1
1,3, ( BRASS is inside with two other OFFICERS . ),0
1,4, ( He looks at GRISSOM . ),0
1,5, [[Brass]] oh ... you 're going to love this,0
1,6, ( BRASS pulls out a cloth from his pocket to open the bathroom door . ),0
1,7, ( They look inside . ),0
1,8," ( At the far end of the bathroom , is a tub ... with the dead body inside . )",1
1,9, [[Brass]] ring any bells ?,0
1,10," [[Brass]] rub-a-dub-dub , dead man in a tub",0
1,11, ( BRASS and GRISSOM step into the bathroom . ),0
1,12, ( GRISSOM puts his kit down near the door . ),0
1,13, [[Brass]] sleeping bag for easy cleanup,1
1,14, [[Brass]] open window so the stench alerts the neighbors,1
1,15, ( GRISSOM looks around . ),0
1,16, [[Grissom]] it 's royce harmon all over again,0
1,17, ( Quick flashes of : A shot of the chest bullet wound . ),0
1,18, ( Flash to : The revolver in the man 's left hand . ),0
1,19, [[Grissom]] what do you think ?,0
1,20, [[Grissom]] 'suicide ' note in the same place ?,0
1,21, ( GRISSOM steps forward . ),0
1,22," [[Brass]] you tell me , karnak",0
1,23," ( GRISSOM cautiously look , reaches out and finds the tape recorder clutched in the body 's right hand . )",0
1,24, ( He takes it and looks at it . ),0
1,25," [[Brass]] now , that 's weird",0
1,26, [[Grissom]] not weird,0
1,27, [[Grissom]] intentional,0
1,28, ( GRISSOM presses play . ),0
1,29, [[Recorded_Voice]] ... narl loop sair momoph reet reet seer pute narfenging,0
1,30, ( GRISSOM shuts it off . ),0
1,31, [[Brass]] what kind of language is that ?,0
1,32, [[Brass]] swedish ?,0
1,33, [[Grissom]] it 's backward,0
1,34," ( GRISSOM thinks about it for a moment , then turns around to look at BRASS . )",0
1,35, [[Grissom]] would you excuse me a minute ?,0
1,36, [[Brass]] sure,0
1,37, [[Brass]] okay,0
1,38, ( BRASS steps out of the bathroom and closes the door behind him . ),0
1,39, ( BRASS shuts the door . ),0
1,40, [[Officer_Arvington]] he okay in there ?,0
1,41, [[Brass]] quincy wants to be alone,0
1,42, [[Brass]] we had a case like this three months ago -- a guy found dead in his bathtub,0
1,43, [[Brass]] turned out the suicide was staged,0
1,44, [[Brass]] found a mini-recorder as a suicide note,0
1,45, ( BRASS turns to look at the closed bathroom doors . ),0
1,46, [[Brass]] killer may have struck again,0
1,47, [[Officer_Arvington]] why does he want to be alone ?,0
1,48, ( BRASS looks at OFFICER ARVINGTON . ),0
1,49, [[Brass]] he wants to get his mojo working,0
2,0," ( GRISSOM turns the tape recorder on and plays it backward , then flips the switch to play it forward . )",0
2,1, [[Recorded_Voice]] man on mini-recorder : my name is stuart rampler,0
2,2," [[Recorded_Voice]] i reside at 818 noeing hill court , las vegas , nevada",0
2,3," [[Recorded_Voice]] i am 43 years of age , and i 'm going to kill myself",0
2,4, [[Recorded_Voice]] i just ca n't do it anymore,0
2,5," [[Recorded_Voice]] i love you , mom",0
2,6, ( He shuts the recorder off and stands there a moment . ),0
2,7, ( He turns to look at his reflection in the mirror . ),0
2,8, [[Grissom]] you 're back,0
3,0, ( GRISSOM walks into the hallway reading the assignment sheets in one hand ; the bagged tape recorder in the other . ),0
3,1, ( He looks up and sees SHIBLEY walking toward him . ),0
3,2," [[Grissom]] shibley , take this recorder to the print lab",0
3,3," ( GRISSOM hands the tape recorder to SHIBLEY , then continues down the hallway . )",0
3,4, [[Grissom]] have manny dust it and run prints on it right away,0
3,5, ( SHIBLEY gives GRISSOM a large envelope . ),0
3,6, [[Shibley]] photos from tonight 's suicide,0
3,7, [[Shibley]] put a 'rush ' on them for you,0
3,8, [[Grissom]] photos,0
3,9, [[Grissom]] thank you,0
3,10, ( GRISSOM walks down the hallway and stops when he hears what sounds like a football game whistle coming from the break room . ),0
3,11, ( He looks inside . ),0
4,0, ( WARRICK and NICK play a video football game . ),0
4,1, [[Nick]] oh !,0
4,2," [[Warrick]] throw the flag , ref !",0
4,3," [[NICK]] uncatchable , bro",0
4,4, ( GRISSOM walks into the break room . ),0
4,5, [[Grissom]] hey !,0
4,6, [[Grissom]] you guys want an assignment slip or a pink slip ?,0
4,7, ( WARRICK stands up ; NICK shuts the game off and also stands up . ),0
4,8, [[Warrick]] just taking a little coffee break,0
4,9, [[Nick]] is it true ?,0
4,10, [[Warrick]] same guy ?,0
4,11, [[Grissom]] i do n't know,0
4,12, [[Grissom]] we 'll see,0
4,13, [[Grissom]] here,0
4,14, [[Grissom]] 410,0
4,15, [[Grissom]] reckless driver out at hoover dam,0
4,16, [[Grissom]] car went over a cliff,0
4,17, [[Grissom]] anonymous caller,0
4,18, [[Grissom]] could be foul play,0
4,19, ( GRISSOM gives WARRICK the assignment sheet . ),0
4,20," [[Warrick]] oh , me and him , working together ?",0
4,21," [[Warrick]] oh , it 's on",0
4,22," [[Nick]] you 're going down , bro",0
4,23, ( WARRICK hands the sheet to NICK . ),0
4,24, ( The two gearing up for the challenge ahead . ),0
4,25, [[Grissom]] hey !,0
4,26, [[Grissom]] work together tonight,0
4,27, [[Grissom]] all right ?,0
4,28, ( WARRICK nods demurely . ),0
4,29, ( GRISSOM leaves the room . ),0
4,30," ( Once his back is turned , NICK and WARRICK look at each other and smile ... gearing up for the challenge ahead . )",0
5,0, ( GRISSOM walks into the office . ),0
5,1," [[Grissom]] okay , we 're going off the board tonight",0
5,2, [[Sara]] off the board ?,0
5,3, [[Catherine]] 'the ones that got away ' fish,0
5,4, [[Sara]] ah,0
5,5, [[Sara]] i missed that one,0
5,6, ( GRISSOM stands in front of the large fish-shaped corkboard and takes down some photographs . ),0
5,7," [[Grissom]] first victim , royce harmon",0
5,8," [[Grissom]] about three months ago , brass and i found this guy dead in his own bathtub , but his 'suicide ' was staged",0
5,9, [[Grissom]] i think the killer has killed again,0
5,10, ( He hands the photos to SARA . ),0
5,11, [[Grissom]] photos of tonight 's victim : stuart rampler,1
5,12, [[Grissom]] play the 'pick six things that are different ' game,0
5,13, [[Grissom]] bet you lose,0
5,14, ( CATHERINE looks at the photos . ),0
5,15, [[Sara]] this guy 's good,0
5,16, [[Catherine]] not good,0
5,17, [[Catherine]] exceptional,0
5,18, [[Catherine]] print examiner lifted a thumbprint off the mini-recorder near the tub of our first victim,0
5,19, [[Catherine]] the print came back this,1
5,20, ( CATHERINE looks around GRISSOM 'S office and finds the fake hand . ),1
5,21, ( She shows it to SARA . ),0
5,22, [[Grissom]] the killer purchased one of these rubber hands laced the fingertips with cooking spray and proceeded to place false prints all around the crime scene,0
5,23, [[Sara]] this guy is good,0
5,24, [[Sara]] whose prints are these ?,0
5,25, [[Grissom]] some guy who works in a warehouse making halloween paraphernalia,1
5,26," [[Grissom]] scary masks , air-brushed tombstones , rubber hands",0
5,27, [[Grissom]] turns out he used his own hand for the mold,1
5,28, [[Catherine]] so what do we do ?,0
5,29, [[Grissom]] we split up,0
5,30, [[Grissom]] you and i go to the coroner,0
5,31," [[Grissom]] sara , you go to the hotel",0
