scene_id,sentence_id,sentence_text,in_summary
0,0, ( A PARK RANGER driving along the road route and notices a car parked on the side of the road . ),0
0,1, ( He stops the car to check it out . ),0
0,2, ( Garbled radio transmissions can be heard in the background . ),0
0,3, ( He gets out of the car and puts on his park ranger hat . ),0
0,4," ( The officer walks to the edge of the road , slips and rolls down the hill . )",0
0,5," ( When he comes to a stop , he lands next to a dead body . )",0
0,6," ( In the shadow of the bright light , there 's a man holding a shovel , digging a hole - caught in the act trying to bury the body . )",0
0,7," ( Frozen for a moment , the man springs into action . )",0
0,8," ( He throws the shovel aside and tries to run , the officer stops him . )",0
0,9, [[Benjamin_Jennings]] no !,0
0,10, [[Benjamin_Jennings]] no !,0
1,0, ( GRISSOM and NICK make their way down the ledge to the crime scene . ),1
1,1, ( There are five police vehicles there and a swarm of officers near the crime scene looking for further evidence on the grounds . ),1
1,2, ( Kneeling next to the body is a Technician with a clipboard . ),0
1,3, ( SGT O'RILEY meets up with GRISSOM and NICK . ),0
1,4, [[Grissom]] call said one dead body,0
1,5, [[Sgt._O'Riley]] caught him red-handed,1
1,6, [[Sgt._O'Riley]] ben jennings,1
1,7," ( Off to the side , BENJAMIN JENNINGS stands hands cuffed behind his back with three officers standing watch over him . )",1
1,8, ( NICK and GRISSOM approach the men . ),0
1,9," [[Nick]] nick stokes , gil grissom , las vegas crime lab",0
1,10, [[Nick]] you want to tell us what 's going on ?,1
1,11, [[Nick]] what happened here ?,0
1,12, ( BENJAMIN JENNINGS does n't respond . ),1
1,13, [[Grissom]] you have anything to say ?,1
1,14, ( He still does n't respond . ),1
1,15, [[Grissom]] you do n't have to talk to us,1
1,16, ( GRISSOM shines the light of his flashlight on the dead body . ),0
1,17, [[Grissom]] he 'll talk to us,1
2,0, ( Camera opens on the body . ),0
2,1, ( GRISSOM and NICK are crouched low examining the body . ),0
2,2, ( Garbled radio transmissions can be heard in the background . ),0
2,3, [[Nick]] see that lividity ?,0
2,4, [[Nick]] blood settled at the time of death,0
2,5, [[Grissom]] body 's been moved from the murder scene,0
2,6, [[Grissom]] impound his car,0
2,7, ( SARA shows up . ),0
2,8," [[Sara]] sorry , guys",0
2,9, [[Sara]] i lost you at the fork,0
2,10," [[Nick]] my bad , sara",0
2,11, ( GRISSOM looks up at BENJAMIN JENNINGS . ),0
2,12, [[Grissom]] let 's process this guy shall we ?,0
2,13," [[Grissom]] officer , would you uncuff him , please ?",0
2,14, ( The officer uncuffs BENJAMIN JENNINGS . ),0
2,15, ( GRISSOM takes out a black light and begins examining him from the back . ),0
2,16, ( NICK puts his CSI kit down . ),0
2,17," [[Nick]] okay , make like a scarecrow for me , partner",0
2,18, ( BENJAMIN JENNINGS does n't move . ),0
2,19, ( NICK spreads his arms out to show him what he means . ),0
2,20, ( BENJAMIN JENNINGS copies him . ),0
2,21," [[Nick]] arms out , away from your body",0
2,22, [[Nick]] that 's it,0
2,23, [[Nick]] stay just like that,0
2,24, ( SARA crouches low on the ground to collect his shoe prints . ),0
2,25, [[Sara]] give me your right foot,0
2,26, [[Sara]] other right,0
2,27, [[Sara]] put it down,0
2,28, [[Sara]] lift it up,0
2,29, ( NICK checks out the front and begins collecting . ),0
2,30, ( GRISSOM finds something on his back . ),0
2,31, [[Grissom]] hold still,0
2,32, ( He finds a single strand of hair and holds it up . ),0
2,33, [[Grissom]] possible secondary transfer,0
2,34, [[Nick]] got some red fibers,0
2,35, [[Sara]] other foot,0
2,36, [[Sara]] lift it up,0
2,37, [[Sara]] put it down,0
2,38, ( GRISSOM examines BENJAMIN JENNINGS ' arms ),0
2,39, [[Grissom]] no defensive wounds,0
2,40, [[Grissom]] no hematomas,0
2,41, [[Nick]] victim did n't fight back,0
2,42, [[Nick]] probably did n't see it coming,0
2,43," [[Grissom]] matthew ... tag that body for special processing , vip room",0
2,44," [[Grissom]] do n't wash it till i get there , and do n't touch his fingernails",0
3,0, ( WARRICK 'S SUV stops outside the hotel . ),0
3,1, ( CATHERINE is holding a piece of paper and reading as she and WARRICK enter the hotel . ),0
3,2, [[Catherine]] 'd.b,0
3,3, [[Catherine]] ... mediterranean casino ... women 's spa ',0
4,0, ( BRASS is already there when WARRICK and CATHERINE enter the locker room area . ),0
4,1, ( BRASS meets them and they all start walking to the body . ),0
4,2, [[Brass]] body is shelley danvers,1
4,3, [[Brass]] dob : 10/10/81,0
4,4, [[Brass]] employee walked in to get towels,0
5,0, [[Brass]] ... found her here,0
5,1," [[Catherine]] a young woman , healthy , just reading a magazine and all of a sudden she dfo 's ?",0
5,2, [[Brass]] done fell out,0
5,3, [[Brass]] that 's what the night manager says,0
5,4, ( WARRICK turns his head and sees the Night Manager talking with an officer . ),0
5,5, [[Warrick]] miss ?,0
5,6, ( WARRICK approaches the Night Manager . ),0
5,7, [[Kim_Marita]] excuse me,0
5,8, [[Warrick]] we 're from the crime lab,0
5,9, [[Warrick]] you found the deceased ?,0
5,10," [[Kim_Marita]] yes , i was , um ... just getting some towels and i walked in and she was there",0
