caseID	sentID	speaker	word	killer_gold	other_gold	suspect_gold	human_guess	medion_time	start_time	end_time	i1_time	i2_time	i3_time	i4_time	i5_time
1	0	None	various	N	N	N	N	00:00:10.293	00:00:06.002000	00:00:14.584000	00:00:07.61600	00:00:10.15467	00:00:10.91733	00:00:11.71733	00:00:12.79467
1	0	None	flashes	N	N	N	N	00:00:10.293	00:00:06.002000	00:00:14.584000	00:00:07.61600	00:00:10.15467	00:00:10.91733	00:00:11.71733	00:00:12.79467
1	0	None	of	N	N	N	N	00:00:10.293	00:00:06.002000	00:00:14.584000	00:00:07.61600	00:00:10.15467	00:00:10.91733	00:00:11.71733	00:00:12.79467
1	0	None	a	N	N	N	N	00:00:10.293	00:00:06.002000	00:00:14.584000	00:00:07.61600	00:00:10.15467	00:00:10.91733	00:00:11.71733	00:00:12.79467
1	0	None	man	N	N	Y	N	00:00:10.293	00:00:06.002000	00:00:14.584000	00:00:07.61600	00:00:10.15467	00:00:10.91733	00:00:11.71733	00:00:12.79467
1	0	None	and	N	N	N	N	00:00:10.293	00:00:06.002000	00:00:14.584000	00:00:07.61600	00:00:10.15467	00:00:10.91733	00:00:11.71733	00:00:12.79467
1	0	None	a	N	N	N	N	00:00:10.293	00:00:06.002000	00:00:14.584000	00:00:07.61600	00:00:10.15467	00:00:10.91733	00:00:11.71733	00:00:12.79467
1	0	None	woman	N	Y	N	N	00:00:10.293	00:00:06.002000	00:00:14.584000	00:00:07.61600	00:00:10.15467	00:00:10.91733	00:00:11.71733	00:00:12.79467
1	0	None	nearly-naked	N	N	N	N	00:00:10.293	00:00:06.002000	00:00:14.584000	00:00:07.61600	00:00:10.15467	00:00:10.91733	00:00:11.71733	00:00:12.79467
1	0	None	and	N	N	N	N	00:00:10.293	00:00:06.002000	00:00:14.584000	00:00:07.61600	00:00:10.15467	00:00:10.91733	00:00:11.71733	00:00:12.79467
1	0	None	kissing	N	N	N	N	00:00:10.293	00:00:06.002000	00:00:14.584000	00:00:07.61600	00:00:10.15467	00:00:10.91733	00:00:11.71733	00:00:12.79467
1	0	None	passionately	N	N	N	N	00:00:10.293	00:00:06.002000	00:00:14.584000	00:00:07.61600	00:00:10.15467	00:00:10.91733	00:00:11.71733	00:00:12.79467
1	1	None	a	N	N	N	N	00:00:18.875	00:00:14.584000	00:00:23.167000	00:00:16.30933	00:00:19.19467	00:00:19.28000	00:00:19.32800	00:00:22.82133
1	1	None	man	N	Y	N	N	00:00:18.875	00:00:14.584000	00:00:23.167000	00:00:16.30933	00:00:19.19467	00:00:19.28000	00:00:19.32800	00:00:22.82133
1	1	None	quickly	N	N	N	N	00:00:18.875	00:00:14.584000	00:00:23.167000	00:00:16.30933	00:00:19.19467	00:00:19.28000	00:00:19.32800	00:00:22.82133
1	1	None	walks	N	N	N	N	00:00:18.875	00:00:14.584000	00:00:23.167000	00:00:16.30933	00:00:19.19467	00:00:19.28000	00:00:19.32800	00:00:22.82133
1	1	None	out	N	N	N	N	00:00:18.875	00:00:14.584000	00:00:23.167000	00:00:16.30933	00:00:19.19467	00:00:19.28000	00:00:19.32800	00:00:22.82133
1	1	None	from	N	N	N	N	00:00:18.875	00:00:14.584000	00:00:23.167000	00:00:16.30933	00:00:19.19467	00:00:19.28000	00:00:19.32800	00:00:22.82133
1	1	None	his	N	N	N	N	00:00:18.875	00:00:14.584000	00:00:23.167000	00:00:16.30933	00:00:19.19467	00:00:19.28000	00:00:19.32800	00:00:22.82133
1	1	None	driveway	N	N	N	N	00:00:18.875	00:00:14.584000	00:00:23.167000	00:00:16.30933	00:00:19.19467	00:00:19.28000	00:00:19.32800	00:00:22.82133
1	1	None	his	N	N	N	N	00:00:18.875	00:00:14.584000	00:00:23.167000	00:00:16.30933	00:00:19.19467	00:00:19.28000	00:00:19.32800	00:00:22.82133
1	1	None	wife	N	Y	N	N	00:00:18.875	00:00:14.584000	00:00:23.167000	00:00:16.30933	00:00:19.19467	00:00:19.28000	00:00:19.32800	00:00:22.82133
1	1	None	struggles	N	N	N	N	00:00:18.875	00:00:14.584000	00:00:23.167000	00:00:16.30933	00:00:19.19467	00:00:19.28000	00:00:19.32800	00:00:22.82133
1	1	None	to	N	N	N	N	00:00:18.875	00:00:14.584000	00:00:23.167000	00:00:16.30933	00:00:19.19467	00:00:19.28000	00:00:19.32800	00:00:22.82133
1	1	None	keep	N	N	N	N	00:00:18.875	00:00:14.584000	00:00:23.167000	00:00:16.30933	00:00:19.19467	00:00:19.28000	00:00:19.32800	00:00:22.82133
1	1	None	up	N	N	N	N	00:00:18.875	00:00:14.584000	00:00:23.167000	00:00:16.30933	00:00:19.19467	00:00:19.28000	00:00:19.32800	00:00:22.82133
1	1	None	with	N	N	N	N	00:00:18.875	00:00:14.584000	00:00:23.167000	00:00:16.30933	00:00:19.19467	00:00:19.28000	00:00:19.32800	00:00:22.82133
1	1	None	him	N	N	N	N	00:00:18.875	00:00:14.584000	00:00:23.167000	00:00:16.30933	00:00:19.19467	00:00:19.28000	00:00:19.32800	00:00:22.82133
1	2	wife	honey	N	Y	N	N	00:00:24.782	00:00:23.167000	00:00:26.398000	00:00:23.42400	00:00:24.04800	00:00:24.48533	00:00:25.54667	00:00:25.56267
1	2	wife	slow	N	N	N	N	00:00:24.782	00:00:23.167000	00:00:26.398000	00:00:23.42400	00:00:24.04800	00:00:24.48533	00:00:25.54667	00:00:25.56267
1	2	wife	down	N	N	N	N	00:00:24.782	00:00:23.167000	00:00:26.398000	00:00:23.42400	00:00:24.04800	00:00:24.48533	00:00:25.54667	00:00:25.56267
1	3	None	he	N	Y	N	N	00:00:26.410	00:00:26.398000	00:00:26.422000	00:00:26.40533	00:00:26.40533	00:00:26.40533	00:00:26.41600	00:00:26.41600
1	3	None	pauses	N	N	N	N	00:00:26.410	00:00:26.398000	00:00:26.422000	00:00:26.40533	00:00:26.40533	00:00:26.40533	00:00:26.41600	00:00:26.41600
1	3	None	for	N	N	N	N	00:00:26.410	00:00:26.398000	00:00:26.422000	00:00:26.40533	00:00:26.40533	00:00:26.40533	00:00:26.41600	00:00:26.41600
1	3	None	a	N	N	N	N	00:00:26.410	00:00:26.398000	00:00:26.422000	00:00:26.40533	00:00:26.40533	00:00:26.40533	00:00:26.41600	00:00:26.41600
1	3	None	moment	N	N	N	N	00:00:26.410	00:00:26.398000	00:00:26.422000	00:00:26.40533	00:00:26.40533	00:00:26.40533	00:00:26.41600	00:00:26.41600
1	3	None	as	N	N	N	N	00:00:26.410	00:00:26.398000	00:00:26.422000	00:00:26.40533	00:00:26.40533	00:00:26.40533	00:00:26.41600	00:00:26.41600
1	3	None	she	N	Y	N	N	00:00:26.410	00:00:26.398000	00:00:26.422000	00:00:26.40533	00:00:26.40533	00:00:26.40533	00:00:26.41600	00:00:26.41600
1	3	None	catches	N	N	N	N	00:00:26.410	00:00:26.398000	00:00:26.422000	00:00:26.40533	00:00:26.40533	00:00:26.40533	00:00:26.41600	00:00:26.41600
1	3	None	up	N	N	N	N	00:00:26.410	00:00:26.398000	00:00:26.422000	00:00:26.40533	00:00:26.40533	00:00:26.40533	00:00:26.41600	00:00:26.41600
1	3	None	with	N	N	N	N	00:00:26.410	00:00:26.398000	00:00:26.422000	00:00:26.40533	00:00:26.40533	00:00:26.40533	00:00:26.41600	00:00:26.41600
1	3	None	him	N	N	N	N	00:00:26.410	00:00:26.398000	00:00:26.422000	00:00:26.40533	00:00:26.40533	00:00:26.40533	00:00:26.41600	00:00:26.41600
1	4	None	they	N	Y	N	N	00:00:26.434	00:00:26.422000	00:00:26.446000	00:00:26.43200	00:00:26.43733	00:00:26.43733	00:00:26.44267	00:00:26.44267
1	4	None	keep	N	N	N	N	00:00:26.434	00:00:26.422000	00:00:26.446000	00:00:26.43200	00:00:26.43733	00:00:26.43733	00:00:26.44267	00:00:26.44267
1	4	None	going	N	N	N	N	00:00:26.434	00:00:26.422000	00:00:26.446000	00:00:26.43200	00:00:26.43733	00:00:26.43733	00:00:26.44267	00:00:26.44267
1	5	None	she	N	Y	N	N	00:00:26.458	00:00:26.446000	00:00:26.470000	00:00:26.44800	00:00:26.45333	00:00:26.45867	00:00:26.45867	00:00:26.46933
