caseID	sentID	speaker	word	killer_gold	other_gold	suspect_gold	human_guess	medion_time	start_time	end_time	i1_time	i2_time	i3_time	i4_time	i5_time
1	0	None	women	N	N	Y	N	00:00:07.055	00:00:06.002000	00:00:08.108000	00:00:06.71467	00:00:07.01333	00:00:07.58933	00:00:07.60000	00:00:07.74933
1	0	None	are	N	N	N	N	00:00:07.055	00:00:06.002000	00:00:08.108000	00:00:06.71467	00:00:07.01333	00:00:07.58933	00:00:07.60000	00:00:07.74933
1	0	None	laughing	N	N	N	N	00:00:07.055	00:00:06.002000	00:00:08.108000	00:00:06.71467	00:00:07.01333	00:00:07.58933	00:00:07.60000	00:00:07.74933
1	1	None	a	N	N	N	N	00:00:09.161	00:00:08.108000	00:00:10.214000	00:00:08.33067	00:00:08.57600	00:00:08.59200	00:00:09.19467	00:00:09.45600
1	1	None	car	N	N	N	N	00:00:09.161	00:00:08.108000	00:00:10.214000	00:00:08.33067	00:00:08.57600	00:00:08.59200	00:00:09.19467	00:00:09.45600
1	1	None	nevada	N	N	N	N	00:00:09.161	00:00:08.108000	00:00:10.214000	00:00:08.33067	00:00:08.57600	00:00:08.59200	00:00:09.19467	00:00:09.45600
1	1	None	license	N	N	N	N	00:00:09.161	00:00:08.108000	00:00:10.214000	00:00:08.33067	00:00:08.57600	00:00:08.59200	00:00:09.19467	00:00:09.45600
1	1	None	ovk	N	N	N	N	00:00:09.161	00:00:08.108000	00:00:10.214000	00:00:08.33067	00:00:08.57600	00:00:08.59200	00:00:09.19467	00:00:09.45600
1	1	None	195	N	N	N	N	00:00:09.161	00:00:08.108000	00:00:10.214000	00:00:08.33067	00:00:08.57600	00:00:08.59200	00:00:09.19467	00:00:09.45600
1	1	None	drives	N	N	N	N	00:00:09.161	00:00:08.108000	00:00:10.214000	00:00:08.33067	00:00:08.57600	00:00:08.59200	00:00:09.19467	00:00:09.45600
1	1	None	by	N	N	N	N	00:00:09.161	00:00:08.108000	00:00:10.214000	00:00:08.33067	00:00:08.57600	00:00:08.59200	00:00:09.19467	00:00:09.45600
1	2	None	there	N	N	N	N	00:00:11.267	00:00:10.214000	00:00:12.320000	00:00:10.49600	00:00:10.77333	00:00:10.96533	00:00:11.39733	00:00:11.82933
1	2	None	are	N	N	N	N	00:00:11.267	00:00:10.214000	00:00:12.320000	00:00:10.49600	00:00:10.77333	00:00:10.96533	00:00:11.39733	00:00:11.82933
1	2	None	two	N	N	N	N	00:00:11.267	00:00:10.214000	00:00:12.320000	00:00:10.49600	00:00:10.77333	00:00:10.96533	00:00:11.39733	00:00:11.82933
1	2	None	women	N	N	Y	N	00:00:11.267	00:00:10.214000	00:00:12.320000	00:00:10.49600	00:00:10.77333	00:00:10.96533	00:00:11.39733	00:00:11.82933
1	2	None	inside	N	N	N	N	00:00:11.267	00:00:10.214000	00:00:12.320000	00:00:10.49600	00:00:10.77333	00:00:10.96533	00:00:11.39733	00:00:11.82933
1	2	None	the	N	N	N	N	00:00:11.267	00:00:10.214000	00:00:12.320000	00:00:10.49600	00:00:10.77333	00:00:10.96533	00:00:11.39733	00:00:11.82933
1	2	None	car	N	N	N	N	00:00:11.267	00:00:10.214000	00:00:12.320000	00:00:10.49600	00:00:10.77333	00:00:10.96533	00:00:11.39733	00:00:11.82933
1	3	charlotte	that	N	N	N	N	00:00:13.298	00:00:12.320000	00:00:14.276000	00:00:12.34133	00:00:13.45067	00:00:13.69600	00:00:13.90400	00:00:14.02667
