caseID	sentID	speaker	word	killer_gold	other_gold	suspect_gold	human_guess	medion_time	start_time	end_time	i1_time	i2_time	i3_time	i4_time	i5_time
1	0	None	the	N	N	N	N	00:00:09.161	00:00:06.002000	00:00:12.321000	00:00:06.17067	00:00:07.85067	00:00:08.73600	00:00:09.34933	00:00:10.30933
1	0	None	chains	N	N	N	N	00:00:09.161	00:00:06.002000	00:00:12.321000	00:00:06.17067	00:00:07.85067	00:00:08.73600	00:00:09.34933	00:00:10.30933
1	0	None	pull	N	N	N	N	00:00:09.161	00:00:06.002000	00:00:12.321000	00:00:06.17067	00:00:07.85067	00:00:08.73600	00:00:09.34933	00:00:10.30933
1	0	None	the	N	N	N	N	00:00:09.161	00:00:06.002000	00:00:12.321000	00:00:06.17067	00:00:07.85067	00:00:08.73600	00:00:09.34933	00:00:10.30933
1	0	None	roller	N	N	N	N	00:00:09.161	00:00:06.002000	00:00:12.321000	00:00:06.17067	00:00:07.85067	00:00:08.73600	00:00:09.34933	00:00:10.30933
1	0	None	coaster	N	N	N	N	00:00:09.161	00:00:06.002000	00:00:12.321000	00:00:06.17067	00:00:07.85067	00:00:08.73600	00:00:09.34933	00:00:10.30933
1	0	None	up	N	N	N	N	00:00:09.161	00:00:06.002000	00:00:12.321000	00:00:06.17067	00:00:07.85067	00:00:08.73600	00:00:09.34933	00:00:10.30933
1	0	None	the	N	N	N	N	00:00:09.161	00:00:06.002000	00:00:12.321000	00:00:06.17067	00:00:07.85067	00:00:08.73600	00:00:09.34933	00:00:10.30933
1	0	None	large	N	N	N	N	00:00:09.161	00:00:06.002000	00:00:12.321000	00:00:06.17067	00:00:07.85067	00:00:08.73600	00:00:09.34933	00:00:10.30933
1	0	None	ramp	N	N	N	N	00:00:09.161	00:00:06.002000	00:00:12.321000	00:00:06.17067	00:00:07.85067	00:00:08.73600	00:00:09.34933	00:00:10.30933
1	1	None	the	N	N	N	N	00:00:15.480	00:00:12.321000	00:00:18.640000	00:00:12.95467	00:00:13.21067	00:00:14.46933	00:00:15.36533	00:00:15.44000
1	1	None	mother	N	Y	N	N	00:00:15.480	00:00:12.321000	00:00:18.640000	00:00:12.95467	00:00:13.21067	00:00:14.46933	00:00:15.36533	00:00:15.44000
1	1	None	and	N	N	N	N	00:00:15.480	00:00:12.321000	00:00:18.640000	00:00:12.95467	00:00:13.21067	00:00:14.46933	00:00:15.36533	00:00:15.44000
