caseID	sentID	speaker	word	killer_gold	other_gold	suspect_gold	human_guess	medion_time	start_time	end_time	i1_time	i2_time	i3_time	i4_time	i5_time
1	0	None	a	N	N	N	N	00:00:07.582	00:00:06.002000	00:00:09.162000	00:00:07.56800	00:00:08.09600	00:00:08.28800	00:00:08.32000	00:00:09.10933
1	0	None	thunderbird	N	N	N	N	00:00:07.582	00:00:06.002000	00:00:09.162000	00:00:07.56800	00:00:08.09600	00:00:08.28800	00:00:08.32000	00:00:09.10933
1	0	None	speeds	N	N	N	N	00:00:07.582	00:00:06.002000	00:00:09.162000	00:00:07.56800	00:00:08.09600	00:00:08.28800	00:00:08.32000	00:00:09.10933
1	0	None	down	N	N	N	N	00:00:07.582	00:00:06.002000	00:00:09.162000	00:00:07.56800	00:00:08.09600	00:00:08.28800	00:00:08.32000	00:00:09.10933
1	0	None	the	N	N	N	N	00:00:07.582	00:00:06.002000	00:00:09.162000	00:00:07.56800	00:00:08.09600	00:00:08.28800	00:00:08.32000	00:00:09.10933
1	0	None	highway	N	N	N	N	00:00:07.582	00:00:06.002000	00:00:09.162000	00:00:07.56800	00:00:08.09600	00:00:08.28800	00:00:08.32000	00:00:09.10933
1	1	None	the	N	N	N	N	00:00:10.742	00:00:09.162000	00:00:12.323000	00:00:09.48800	00:00:09.96800	00:00:10.30933	00:00:10.52800	00:00:10.67733
1	1	None	woman	N	Y	N	N	00:00:10.742	00:00:09.162000	00:00:12.323000	00:00:09.48800	00:00:09.96800	00:00:10.30933	00:00:10.52800	00:00:10.67733
1	1	None	driving	N	N	N	N	00:00:10.742	00:00:09.162000	00:00:12.323000	00:00:09.48800	00:00:09.96800	00:00:10.30933	00:00:10.52800	00:00:10.67733
1	1	None	the	N	N	N	N	00:00:10.742	00:00:09.162000	00:00:12.323000	00:00:09.48800	00:00:09.96800	00:00:10.30933	00:00:10.52800	00:00:10.67733
1	1	None	car	N	N	N	N	00:00:10.742	00:00:09.162000	00:00:12.323000	00:00:09.48800	00:00:09.96800	00:00:10.30933	00:00:10.52800	00:00:10.67733
1	1	None	picks	N	N	N	N	00:00:10.742	00:00:09.162000	00:00:12.323000	00:00:09.48800	00:00:09.96800	00:00:10.30933	00:00:10.52800	00:00:10.67733
