caseID	sentID	speaker	word	killer_gold	other_gold	suspect_gold	human_guess	medion_time	start_time	end_time	i1_time	i2_time	i3_time	i4_time	i5_time
1	0	None	dominickretzker	N	N	Y	N	00:00:09.001	00:00:06.002000	00:00:12	00:00:06.77333	00:00:08.18667	00:00:08.48533	00:00:10.56000	00:00:11.57333
1	0	None	walks	N	N	N	N	00:00:09.001	00:00:06.002000	00:00:12	00:00:06.77333	00:00:08.18667	00:00:08.48533	00:00:10.56000	00:00:11.57333
1	0	None	down	N	N	N	N	00:00:09.001	00:00:06.002000	00:00:12	00:00:06.77333	00:00:08.18667	00:00:08.48533	00:00:10.56000	00:00:11.57333
1	0	None	the	N	N	N	N	00:00:09.001	00:00:06.002000	00:00:12	00:00:06.77333	00:00:08.18667	00:00:08.48533	00:00:10.56000	00:00:11.57333
1	0	None	stairs	N	N	N	N	00:00:09.001	00:00:06.002000	00:00:12	00:00:06.77333	00:00:08.18667	00:00:08.48533	00:00:10.56000	00:00:11.57333
1	0	None	and	N	N	N	N	00:00:09.001	00:00:06.002000	00:00:12	00:00:06.77333	00:00:08.18667	00:00:08.48533	00:00:10.56000	00:00:11.57333
1	0	None	greets	N	N	N	N	00:00:09.001	00:00:06.002000	00:00:12	00:00:06.77333	00:00:08.18667	00:00:08.48533	00:00:10.56000	00:00:11.57333
1	0	None	the	N	N	N	N	00:00:09.001	00:00:06.002000	00:00:12	00:00:06.77333	00:00:08.18667	00:00:08.48533	00:00:10.56000	00:00:11.57333
1	0	None	employees	N	Y	N	N	00:00:09.001	00:00:06.002000	00:00:12	00:00:06.77333	00:00:08.18667	00:00:08.48533	00:00:10.56000	00:00:11.57333
1	0	None	as	N	N	N	N	00:00:09.001	00:00:06.002000	00:00:12	00:00:06.77333	00:00:08.18667	00:00:08.48533	00:00:10.56000	00:00:11.57333
1	0	None	they	N	Y	N	N	00:00:09.001	00:00:06.002000	00:00:12	00:00:06.77333	00:00:08.18667	00:00:08.48533	00:00:10.56000	00:00:11.57333
1	0	None	walk	N	N	N	N	00:00:09.001	00:00:06.002000	00:00:12	00:00:06.77333	00:00:08.18667	00:00:08.48533	00:00:10.56000	00:00:11.57333
1	0	None	up	N	N	N	N	00:00:09.001	00:00:06.002000	00:00:12	00:00:06.77333	00:00:08.18667	00:00:08.48533	00:00:10.56000	00:00:11.57333
1	0	None	to	N	N	N	N	00:00:09.001	00:00:06.002000	00:00:12	00:00:06.77333	00:00:08.18667	00:00:08.48533	00:00:10.56000	00:00:11.57333
1	0	None	the	N	N	N	N	00:00:09.001	00:00:06.002000	00:00:12	00:00:06.77333	00:00:08.18667	00:00:08.48533	00:00:10.56000	00:00:11.57333
1	0	None	second	N	N	N	N	00:00:09.001	00:00:06.002000	00:00:12	00:00:06.77333	00:00:08.18667	00:00:08.48533	00:00:10.56000	00:00:11.57333
1	0	None	floor	N	N	N	N	00:00:09.001	00:00:06.002000	00:00:12	00:00:06.77333	00:00:08.18667	00:00:08.48533	00:00:10.56000	00:00:11.57333
1	1	dominickretzker	hi	N	N	N	N	00:00:12.326	00:00:12	00:00:12.652000	00:00:12.02667	00:00:12.17067	00:00:12.20800	00:00:12.33067	00:00:12.45333
1	1	dominickretzker	renee	N	Y	N	N	00:00:12.326	00:00:12	00:00:12.652000	00:00:12.02667	00:00:12.17067	00:00:12.20800	00:00:12.33067	00:00:12.45333
1	2	renee	hi	N	N	N	N	00:00:12.978	00:00:12.652000	00:00:13.304000	00:00:12.76800	00:00:12.84267	00:00:13.01333	00:00:13.18400	00:00:13.28000
1	3	dominickretzker	good	N	N	N	N	00:00:13.630	00:00:13.304000	00:00:13.956000	00:00:13.36000	00:00:13.58400	00:00:13.61067	00:00:13.73333	00:00:13.86133
1	3	dominickretzker	afternoon	N	N	N	N	00:00:13.630	00:00:13.304000	00:00:13.956000	00:00:13.36000	00:00:13.58400	00:00:13.61067	00:00:13.73333	00:00:13.86133
1	3	dominickretzker	mr	N	Y	N	N	00:00:13.630	00:00:13.304000	00:00:13.956000	00:00:13.36000	00:00:13.58400	00:00:13.61067	00:00:13.73333	00:00:13.86133
1	3	dominickretzker	ribero	N	Y	N	N	00:00:13.630	00:00:13.304000	00:00:13.956000	00:00:13.36000	00:00:13.58400	00:00:13.61067	00:00:13.73333	00:00:13.86133
1	4	dominickretzker	how	N	N	N	N	00:00:14.365	00:00:14.039000	00:00:14.691000	00:00:14.08533	00:00:14.11200	00:00:14.30400	00:00:14.49600	00:00:14.58133
1	4	dominickretzker	's	N	N	N	N	00:00:14.365	00:00:14.039000	00:00:14.691000	00:00:14.08533	00:00:14.11200	00:00:14.30400	00:00:14.49600	00:00:14.58133
1	4	dominickretzker	the	N	N	N	N	00:00:14.365	00:00:14.039000	00:00:14.691000	00:00:14.08533	00:00:14.11200	00:00:14.30400	00:00:14.49600	00:00:14.58133
1	4	dominickretzker	golf	N	N	N	N	00:00:14.365	00:00:14.039000	00:00:14.691000	00:00:14.08533	00:00:14.11200	00:00:14.30400	00:00:14.49600	00:00:14.58133
1	5	mr._ribero	fine	N	N	N	N	00:00:15.017	00:00:14.691000	00:00:15.343000	00:00:14.77867	00:00:14.83200	00:00:14.91200	00:00:15.01333	00:00:15.29600
1	6	mr._ribero	how	N	N	N	N	00:00:15.669	00:00:15.343000	00:00:15.995000	00:00:15.53067	00:00:15.63733	00:00:15.64267	00:00:15.66933	00:00:15.89333
1	6	mr._ribero	are	N	N	N	N	00:00:15.669	00:00:15.343000	00:00:15.995000	00:00:15.53067	00:00:15.63733	00:00:15.64267	00:00:15.66933	00:00:15.89333
1	6	mr._ribero	you	N	N	Y	N	00:00:15.669	00:00:15.343000	00:00:15.995000	00:00:15.53067	00:00:15.63733	00:00:15.64267	00:00:15.66933	00:00:15.89333
1	7	None	dominic	N	N	Y	N	00:00:18.377	00:00:15.995000	00:00:20.760000	00:00:16.83200	00:00:18.12267	00:00:19.10400	00:00:19.47200	00:00:20.10667
1	7	None	reaches	N	N	N	N	00:00:18.377	00:00:15.995000	00:00:20.760000	00:00:16.83200	00:00:18.12267	00:00:19.10400	00:00:19.47200	00:00:20.10667
1	7	None	the	N	N	N	N	00:00:18.377	00:00:15.995000	00:00:20.760000	00:00:16.83200	00:00:18.12267	00:00:19.10400	00:00:19.47200	00:00:20.10667
1	7	None	first	N	N	N	N	00:00:18.377	00:00:15.995000	00:00:20.760000	00:00:16.83200	00:00:18.12267	00:00:19.10400	00:00:19.47200	00:00:20.10667
1	7	None	floor	N	N	N	N	00:00:18.377	00:00:15.995000	00:00:20.760000	00:00:16.83200	00:00:18.12267	00:00:19.10400	00:00:19.47200	00:00:20.10667
1	7	None	and	N	N	N	N	00:00:18.377	00:00:15.995000	00:00:20.760000	00:00:16.83200	00:00:18.12267	00:00:19.10400	00:00:19.47200	00:00:20.10667
1	7	None	stops	N	N	N	N	00:00:18.377	00:00:15.995000	00:00:20.760000	00:00:16.83200	00:00:18.12267	00:00:19.10400	00:00:19.47200	00:00:20.10667
1	7	None	to	N	N	N	N	00:00:18.377	00:00:15.995000	00:00:20.760000	00:00:16.83200	00:00:18.12267	00:00:19.10400	00:00:19.47200	00:00:20.10667
1	7	None	help	N	N	N	N	00:00:18.377	00:00:15.995000	00:00:20.760000	00:00:16.83200	00:00:18.12267	00:00:19.10400	00:00:19.47200	00:00:20.10667
1	7	None	a	N	N	N	N	00:00:18.377	00:00:15.995000	00:00:20.760000	00:00:16.83200	00:00:18.12267	00:00:19.10400	00:00:19.47200	00:00:20.10667
1	7	None	woman	N	Y	N	N	00:00:18.377	00:00:15.995000	00:00:20.760000	00:00:16.83200	00:00:18.12267	00:00:19.10400	00:00:19.47200	00:00:20.10667
1	8	dominickretzker	hi	N	N	N	N	00:00:21.294	00:00:20.760000	00:00:21.829000	00:00:20.80000	00:00:20.84800	00:00:21.46667	00:00:21.79733	00:00:21.80267
1	9	dominickretzker	you	N	Y	N	N	00:00:22.898	00:00:21.920000	00:00:23.876000	00:00:22.18667	00:00:22.60800	00:00:22.99200	00:00:23.17867	00:00:23.18400
1	9	dominickretzker	look	N	N	N	N	00:00:22.898	00:00:21.920000	00:00:23.876000	00:00:22.18667	00:00:22.60800	00:00:22.99200	00:00:23.17867	00:00:23.18400
1	9	dominickretzker	lost	N	N	N	N	00:00:22.898	00:00:21.920000	00:00:23.876000	00:00:22.18667	00:00:22.60800	00:00:22.99200	00:00:23.17867	00:00:23.18400
1	10	None	he	N	N	Y	N	00:00:23.918	00:00:23.876000	00:00:23.960000	00:00:23.92000	00:00:23.92533	00:00:23.93067	00:00:23.94133	00:00:23.94667
