scene_id,sentence_id,sentence_text,in_summary
0,0, ( Camera holds over the city . ),0
0,1, ( Thunder rumbles ; lightning flashes in the sky . ),0
1,0, ( The front left glass door is open . ),0
1,1, ( Building number 5595 . ),0
1,2, ( Thunder rumbles outside . ),0
2,0, ( Camera moves slowly down the hallway toward the bedroom door . ),0
2,1, ( There 's a bicycle resting against the wall in the hallway ; the light from outside illuminates the bathroom . ),0
2,2, ( Lightning flashes . ),0
2,3, ( The camera turns the corner and enters the bedroom . ),0
2,4, ( There 's someone asleep in the bed . ),0
2,5, ( The camera lingers in the doorway . ),0
3,0, ( EILEEN SNOW suddenly gets up . ),1
3,1, ( She sits up in bed and looks out the open bedroom door . ),1
3,2, ( Thunder rumbles ; lightning flashes . ),0
3,3," ( She looks outside the bedroom window , then around the bedroom . )",1
3,4, ( The closet light is on . ),0
3,5," ( She lies back down in bed , leans on her side and tries to go back to sleep . )",1
3,6," ( Again , she suddenly gets up in bed . )",1
3,7, ( Thunder claps outside as lightning flashes through the window . ),0
3,8, ( She swallows as she stares straight ahead at the shadows in front of her . ),1
3,9, ( Lightning flashes . ),0
3,10," ( This time , there 's a man holding a cord in his hands and standing at the foot of the bed . )",1
3,11, ( He 's wearing a hooded sweatshirt that covers his face . ),1
3,12, ( EILEEN SNOW starts screaming . ),1
3,13, ( The man snaps the iron cord . ),1
3,14, ( EILEEN SNOW backs away from him . ),1
3,15, ( The iron falls . ),0
3,16, ( EILEEN SNOW screams ),1
4,0, ( GRISSOM walks into the bedroom carrying his kit . ),1
4,1, ( BRASS follows behind him . ),0
4,2, ( There are other officers already in the room . ),0
4,3," ( Though we ca n't see the body , GRISSOM pauses near the bed , his eyes glued to the body . )",0
4,4, [[Brass]] eileen jane snow,1
4,5, [[Brass]] lady she carpools with could n't get her to answer the door,1
4,6, [[Brass]] police broke in,0
4,7, [[Grissom]] this is exactly the same as the last two,0
4,8, [[Brass]] audrey hayes was strangled in her basement and the other one ended up in a park,0
4,9," [[Grissom]] different m.o. , but it 's the same signature",0
4,10, [[Brass]] m.o,0
4,11, [[Brass]] is how he breaks in signature 's what he does once inside,0
4,12, ( A Camera flashes . ),0
4,13, ( Close up of EILEEN SNOW on the bed . ),1
4,14, ( Her hands are tied together to the bed metal headboard . ),1
4,15, ( Her mouth is bruised . ),1
4,16, ( Her eyes are open . ),1
4,17, ( Cut back to GRISSOM . ),0
4,18, [[Grissom]] three or four overpowering blows to the head from a homemade weapon fashioned at the scene,1
4,19, ( A camera flash to : Close up of the iron used to subdue EILEEN SNOW . ),1
4,20, ( Cut back to GRISSOM . ),0
4,21, [[Grissom]] forces her to drink a mixture of sodium amytal as a chemical restraint,1
4,22, ( Flash to white . ),0
4,23, ( Close up of the drinking glass discarded on it 's side . ),0
4,24, [[Grissom]] overligature of the victim,1
4,25, [[Grissom]] ... and an object rape,1
4,26, [[Grissom]] then he strangles her,1
4,27, [[Grissom]] ejaculates on the bedsheets,1
4,28, ( SARA walks in and sees the body . ),0
4,29, [[Grissom]] and as a final act of degradation he poses her like a pinup,1
4,30, ( She reacts to the sight of yet another body in a series of serial rapes . ),0
4,31, [[Sara]] damn it,0
4,32, ( BRASS turns around to look at SARA . ),0
4,33, [[Brass]] sara,0
4,34, [[Sara]] damn that guy,0
4,35, ( SARA starts to walk out of the bedroom . ),0
4,36, ( GRISSOM follows her outside to the hallway . ),0
5,0, ( GRISSOM takes SARA out into the hallway . ),0
5,1," [[Grissom]] listen , no emotions in here",0
5,2," [[Sara]] he 's escalating , grissom",0
5,3, [[Grissom]] that 's the pattern ; it 's a continuum,0
5,4, [[Sara]] guess he wants to get caught,0
5,5, [[Grissom]] signature killers never want to get caught,0
5,6, [[Grissom]] and they wo n't stop until they do,0
6,0, ( SARA and WARRICK are in the bedroom near the bed . ),0
6,1, ( SARA is looking at the tape lift in her hand ; WARRICK is going through the sheets on the bed . ),0
6,2," [[Sara]] i have tape-lifted , roll-lifted -- i 'm not finding one hair",0
6,3, ( GRISSOM walks into the room and lingers near the door . ),0
6,4, ( He 's carrying a clipboard as he watches them work . ),0
6,5, [[Grissom]] i wonder what that might mean,0
6,6, [[Sara]] he vacuumed this place before he left,0
6,7, [[Sara]] we 've established that he utilizes materials from the victim 's domicile,0
6,8," ( Thinking about it , SARA walks over to the closet to look for the vacuum cleaner . )",0
6,9, ( She pushes the closet door open to reveal the vacuum cleaner just inside . ),0
6,10, ( GRISSOM leans over to look at the bedside table . ),0
6,11, ( WARRICK continues to check the bed sheets . ),0
6,12, ( SARA opens the machine and looks inside . ),0
6,13," [[Sara]] hey , guys",0
6,14, [[Sara]] he took the bag,0
6,15, ( GRISSOM shakes his head . ),0
6,16," [[Grissom]] well , look for prints",0
6,17," ( Before she can do anything , CATHERINE walks in She 's carrying something that looks for prints and is wearing protective eyewear . )",0
6,18, [[Catherine]] do n't bother,0
6,19, [[Catherine]] there are n't any,0
6,20, [[Catherine]] just like the last time,0
6,21, [[Catherine]] the guy 's mr clean,0
6,22," [[Catherine]] here , knock yourself out",0
6,23, [[Sara]] thanks,0
6,24, ( CATHERINE hands it over to SARA who takes it . ),0
6,25, [[Grissom]] he stalked this woman,0
6,26," [[Grissom]] he knew how much time he had in this apartment to kill her , and to clean up after himself",0
6,27, [[Catherine]] i 'll tell brass to check for s*x offenders in a two-mile radius,0
6,28," [[Grissom]] yeah , have him check peeping toms , too five years back",0
6,29, [[Grissom]] that 's how they get started,0
6,30, ( CATHERINE turns to leave the room . ),0
6,31, ( WARRICK looks up from his spot near the bed . ),0
6,32, [[Warrick]] peeping toms to murderers ?,0
6,33, [[Grissom]] it 's about crossing boundaries,0
6,34," [[Grissom]] it 's like , uh , with cake , you know ?",0
6,35, [[Grissom]] you 're just going to have a little bit of the frosting and you end up eating the entire plate,0
6,36, ( WARRICK pulls the bed cover aside . ),0
6,37, ( He sees a single hair strand . ),0
6,38, [[Warrick]] nobody move,0
6,39, ( He picks it up and holds it up . ),0
6,40, [[Warrick]] mr clean needs a maid,0
6,41, [[Warrick]] i 'm going to take this back to the lab,0
6,42, ( SHERIFF BRIAN MOBLEY walks up to the door and looks around . ),0
6,43, ( He sees GRISSOM . ),0
6,44, [[Sheriff_Brian_Mobley]] gil,0
6,45, [[Sheriff_Brian_Mobley]] i need a word with you outside,0
6,46, ( GRISSOM sighs . ),0
6,47, ( The SHERIFF leaves . ),0
6,48, ( GRISSOM glances over at WARRICK . ),0
7,0, ( THE SHERIFF walks out of the apartment . ),0
7,1, ( GRISSOM is close behind him . ),0
7,2, ( The SHERIFF is headed somewhere . ),0
7,3, [[Grissom]] you 're bringing the fbi in ?,0
7,4, [[Grissom]] why ?,0
7,5," [[Sheriff_Brian_Mobley]] they offered their assistance , and i 'm inclined to take it",0
7,6," [[Sheriff_Brian_Mobley]] of course , uh , i 'd want to make sure you 're okay with that",0
7,7, ( GRISSOM puts his sunglasses on . ),0
7,8," ( In the background , we hear people from the news media talking . )",0
7,9," [[Grissom]] i-i do n't believe the investigation should go that way , brian",0
7,10," [[Grissom]] i mean , roadblocks and special ops ?",0
7,11," [[Sheriff_Brian_Mobley]] oh , that 's a pity , 'cause i do",0
7,12, [[Sheriff_Brian_Mobley]] maybe you 'll feel different when you meet rick culpepper,0
7,13, ( A man in a suit approaches them . ),0
7,14, ( He holds out his hand to the Sheriff . ),0
7,15, ( Behind him standing just behind the crime scene tape is the news media . ),0
7,16, [[Agent_Rick_Culpepper]] sheriff mobley,0
7,17, [[Sheriff_Brian_Mobley]] rick,0
7,18, ( They shake hands . ),0
7,19, ( AGENT RICK CULPEPPER turns to GRISSOM . ),0
7,20," [[Agent_Rick_Culpepper]] hi , rick culpepper",0
