caseID	sentID	speaker	word	killer_gold	other_gold	suspect_gold	human_guess	medion_time	start_time	end_time	i1_time	i2_time	i3_time	i4_time	i5_time
1	0	None	the	N	N	N	N	00:00:16.901	00:00:06.002000	00:00:27.800000	00:00:06.33067	00:00:13.43467	00:00:19.53067	00:00:25.24800	00:00:25.33867
1	0	None	camera	N	N	N	N	00:00:16.901	00:00:06.002000	00:00:27.800000	00:00:06.33067	00:00:13.43467	00:00:19.53067	00:00:25.24800	00:00:25.33867
1	0	None	gives	N	N	N	N	00:00:16.901	00:00:06.002000	00:00:27.800000	00:00:06.33067	00:00:13.43467	00:00:19.53067	00:00:25.24800	00:00:25.33867
1	0	None	us	N	N	N	N	00:00:16.901	00:00:06.002000	00:00:27.800000	00:00:06.33067	00:00:13.43467	00:00:19.53067	00:00:25.24800	00:00:25.33867
1	0	None	various	N	N	N	N	00:00:16.901	00:00:06.002000	00:00:27.800000	00:00:06.33067	00:00:13.43467	00:00:19.53067	00:00:25.24800	00:00:25.33867
1	0	None	shots	N	N	N	N	00:00:16.901	00:00:06.002000	00:00:27.800000	00:00:06.33067	00:00:13.43467	00:00:19.53067	00:00:25.24800	00:00:25.33867
1	0	None	inside	N	N	N	N	00:00:16.901	00:00:06.002000	00:00:27.800000	00:00:06.33067	00:00:13.43467	00:00:19.53067	00:00:25.24800	00:00:25.33867
1	0	None	the	N	N	N	N	00:00:16.901	00:00:06.002000	00:00:27.800000	00:00:06.33067	00:00:13.43467	00:00:19.53067	00:00:25.24800	00:00:25.33867
1	0	None	casino	N	N	N	N	00:00:16.901	00:00:06.002000	00:00:27.800000	00:00:06.33067	00:00:13.43467	00:00:19.53067	00:00:25.24800	00:00:25.33867
1	0	None	of	N	N	N	N	00:00:16.901	00:00:06.002000	00:00:27.800000	00:00:06.33067	00:00:13.43467	00:00:19.53067	00:00:25.24800	00:00:25.33867
1	0	None	the	N	N	N	N	00:00:16.901	00:00:06.002000	00:00:27.800000	00:00:06.33067	00:00:13.43467	00:00:19.53067	00:00:25.24800	00:00:25.33867
1	0	None	gaming	N	N	N	N	00:00:16.901	00:00:06.002000	00:00:27.800000	00:00:06.33067	00:00:13.43467	00:00:19.53067	00:00:25.24800	00:00:25.33867
1	0	None	tables	N	N	N	N	00:00:16.901	00:00:06.002000	00:00:27.800000	00:00:06.33067	00:00:13.43467	00:00:19.53067	00:00:25.24800	00:00:25.33867
1	0	None	of	N	N	N	N	00:00:16.901	00:00:06.002000	00:00:27.800000	00:00:06.33067	00:00:13.43467	00:00:19.53067	00:00:25.24800	00:00:25.33867
1	0	None	the	N	N	N	N	00:00:16.901	00:00:06.002000	00:00:27.800000	00:00:06.33067	00:00:13.43467	00:00:19.53067	00:00:25.24800	00:00:25.33867
