caseID	sentID	speaker	word	killer_gold	other_gold	suspect_gold	human_guess	medion_time	start_time	end_time	i1_time	i2_time	i3_time	i4_time	i5_time
1	0	None	sirens	N	N	N	N	00:00:07.944	00:00:06.002000	00:00:09.887000	00:00:07.44000	00:00:08.56533	00:00:09.46133	00:00:09.46667	00:00:09.52000
1	0	None	blare	N	N	N	N	00:00:07.944	00:00:06.002000	00:00:09.887000	00:00:07.44000	00:00:08.56533	00:00:09.46133	00:00:09.46667	00:00:09.52000
1	0	None	in	N	N	N	N	00:00:07.944	00:00:06.002000	00:00:09.887000	00:00:07.44000	00:00:08.56533	00:00:09.46133	00:00:09.46667	00:00:09.52000
1	0	None	the	N	N	N	N	00:00:07.944	00:00:06.002000	00:00:09.887000	00:00:07.44000	00:00:08.56533	00:00:09.46133	00:00:09.46667	00:00:09.52000
1	0	None	distance	N	N	N	N	00:00:07.944	00:00:06.002000	00:00:09.887000	00:00:07.44000	00:00:08.56533	00:00:09.46133	00:00:09.46667	00:00:09.52000
1	1	None	scene	N	N	N	N	00:00:11.829	00:00:09.887000	00:00:13.772000	00:00:10.22400	00:00:11.90400	00:00:12.39467	00:00:13.32800	00:00:13.57867
1	1	None	opens	N	N	N	N	00:00:11.829	00:00:09.887000	00:00:13.772000	00:00:10.22400	00:00:11.90400	00:00:12.39467	00:00:13.32800	00:00:13.57867
1	1	None	on	N	N	N	N	00:00:11.829	00:00:09.887000	00:00:13.772000	00:00:10.22400	00:00:11.90400	00:00:12.39467	00:00:13.32800	00:00:13.57867
1	1	None	a	N	N	N	N	00:00:11.829	00:00:09.887000	00:00:13.772000	00:00:10.22400	00:00:11.90400	00:00:12.39467	00:00:13.32800	00:00:13.57867
1	1	None	close	N	N	N	N	00:00:11.829	00:00:09.887000	00:00:13.772000	00:00:10.22400	00:00:11.90400	00:00:12.39467	00:00:13.32800	00:00:13.57867
1	1	None	up	N	N	N	N	00:00:11.829	00:00:09.887000	00:00:13.772000	00:00:10.22400	00:00:11.90400	00:00:12.39467	00:00:13.32800	00:00:13.57867
1	1	None	of	N	N	N	N	00:00:11.829	00:00:09.887000	00:00:13.772000	00:00:10.22400	00:00:11.90400	00:00:12.39467	00:00:13.32800	00:00:13.57867
1	1	None	grissom	N	Y	N	N	00:00:11.829	00:00:09.887000	00:00:13.772000	00:00:10.22400	00:00:11.90400	00:00:12.39467	00:00:13.32800	00:00:13.57867
1	1	None	's	N	N	N	N	00:00:11.829	00:00:09.887000	00:00:13.772000	00:00:10.22400	00:00:11.90400	00:00:12.39467	00:00:13.32800	00:00:13.57867
1	1	None	covered	N	N	N	N	00:00:11.829	00:00:09.887000	00:00:13.772000	00:00:10.22400	00:00:11.90400	00:00:12.39467	00:00:13.32800	00:00:13.57867
1	1	None	feet	N	N	N	N	00:00:11.829	00:00:09.887000	00:00:13.772000	00:00:10.22400	00:00:11.90400	00:00:12.39467	00:00:13.32800	00:00:13.57867
1	1	None	together	N	N	N	N	00:00:11.829	00:00:09.887000	00:00:13.772000	00:00:10.22400	00:00:11.90400	00:00:12.39467	00:00:13.32800	00:00:13.57867
1	1	None	as	N	N	N	N	00:00:11.829	00:00:09.887000	00:00:13.772000	00:00:10.22400	00:00:11.90400	00:00:12.39467	00:00:13.32800	00:00:13.57867
1	1	None	he	N	Y	N	N	00:00:11.829	00:00:09.887000	00:00:13.772000	00:00:10.22400	00:00:11.90400	00:00:12.39467	00:00:13.32800	00:00:13.57867
1	1	None	stands	N	N	N	N	00:00:11.829	00:00:09.887000	00:00:13.772000	00:00:10.22400	00:00:11.90400	00:00:12.39467	00:00:13.32800	00:00:13.57867
1	1	None	on	N	N	N	N	00:00:11.829	00:00:09.887000	00:00:13.772000	00:00:10.22400	00:00:11.90400	00:00:12.39467	00:00:13.32800	00:00:13.57867
1	1	None	the	N	N	N	N	00:00:11.829	00:00:09.887000	00:00:13.772000	00:00:10.22400	00:00:11.90400	00:00:12.39467	00:00:13.32800	00:00:13.57867
1	1	None	side	N	N	N	N	00:00:11.829	00:00:09.887000	00:00:13.772000	00:00:10.22400	00:00:11.90400	00:00:12.39467	00:00:13.32800	00:00:13.57867
1	1	None	of	N	N	N	N	00:00:11.829	00:00:09.887000	00:00:13.772000	00:00:10.22400	00:00:11.90400	00:00:12.39467	00:00:13.32800	00:00:13.57867
1	1	None	the	N	N	N	N	00:00:11.829	00:00:09.887000	00:00:13.772000	00:00:10.22400	00:00:11.90400	00:00:12.39467	00:00:13.32800	00:00:13.57867
1	1	None	room	N	N	N	N	00:00:11.829	00:00:09.887000	00:00:13.772000	00:00:10.22400	00:00:11.90400	00:00:12.39467	00:00:13.32800	00:00:13.57867
